early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1713,ok,0.1757,0.1687,1
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1715,ok,0.1751,0.1686,2
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1718,ok,0.1759,0.1697,3
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1707,ok,0.174,0.1688,4
True,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1711,ok,0.1762,0.1688,5
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1704,ok,0.1751,0.1685,6
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1706,ok,0.1732,0.1691,7
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1712,ok,0.1743,0.1686,8
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1715,ok,0.1743,0.1686,9
True,14,1.0,1.0,0.0,0.2805806910818609,0.0,2.4349549108662685,0.38116908073425293,0.23444680869579315,0.0,0.15093045757112206,1.0847370090681192,2.9331820226946728,0.9667295967317632,5.929951542451542,11.12423918430811,5.929951542451542,0.002347324443195415,0.9976554283684901,0.0021910660910599874,0.9978128236596598,0.004225873829984548,0.9957830426104897,0.0,1.0,0.00018820250389063714,0.9998118152050897,0.0004919911591107813,0.999508283715277,0.0006288913895515611,0.99937130632119,0.0,0.0,9.941714441714442,5.929951542451542,0.9184488254773916,0.172,ok,0.1751,0.1686,10
