stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_1_SEED2,S2_BEAUTY_R20,S3_BEAUTY_FEATURED_MOE_N3_C1_SEED2,810002,1,ok,0.12083333333333335,0.1067528659652768,0.0907,0.0769,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c1_seed2_20260419_031926_463563_pid271277.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_1_SEED2.log,70.91185665130615,,2026-04-19T03:20:33.217999Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_1_SEED3,S2_BEAUTY_R20,S3_BEAUTY_FEATURED_MOE_N3_C1_SEED3,810003,2,ok,0.12083333333333335,0.1067528659652768,0.0907,0.0769,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c1_seed3_20260419_031926_463892_pid271279.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_1_SEED3.log,71.3122148513794,,2026-04-19T03:20:33.619874Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_1_SEED1,S2_BEAUTY_R20,S3_BEAUTY_FEATURED_MOE_N3_C1_SEED1,810001,0,ok,0.12083333333333335,0.1067528659652768,0.0907,0.0769,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c1_seed1_20260419_031926_420186_pid271275.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_1_SEED1.log,73.91923093795776,,2026-04-19T03:20:36.223874Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_2_SEED2,S2_BEAUTY_R24,S3_BEAUTY_FEATURED_MOE_N3_C2_SEED2,810005,4,ok,0.12124523396542673,0.09662674862354168,0.0922,0.0665,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c2_seed2_20260419_031926_381968_pid271283.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_2_SEED2.log,95.5403380393982,,2026-04-19T03:20:57.852362Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_2_SEED1,S2_BEAUTY_R24,S3_BEAUTY_FEATURED_MOE_N3_C2_SEED1,810004,3,ok,0.12124523396542673,0.09662674862354168,0.0922,0.0665,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c2_seed1_20260419_031926_368644_pid271284.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_2_SEED1.log,104.57769894599915,,2026-04-19T03:21:06.888082Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_2_SEED3,S2_BEAUTY_R24,S3_BEAUTY_FEATURED_MOE_N3_C2_SEED3,810006,5,ok,0.12124523396542673,0.09662674862354168,0.0922,0.0665,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c2_seed3_20260419_031926_473336_pid271285.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_2_SEED3.log,104.9731502532959,,2026-04-19T03:21:07.288678Z
stage3,foursquare,featured_moe_n3,route,S3_FOURSQUARE_1_SEED1,S2_FOURSQUARE_R03,S3_FOURSQUARE_FEATURED_MOE_N3_C1_SEED1,810007,6,ok,0.2692555555555556,0.22405700909754836,0.2045,0.1663,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s3_foursquare_featured_moe_n3_c1_seed1_20260419_031926_403241_pid271287.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/foursquare/featured_moe_n3/route/S3_FOURSQUARE_1_SEED1.log,198.2857940196991,,2026-04-19T03:22:40.601826Z
stage3,foursquare,featured_moe_n3,route,S3_FOURSQUARE_1_SEED2,S2_FOURSQUARE_R03,S3_FOURSQUARE_FEATURED_MOE_N3_C1_SEED2,810008,7,ok,0.2692555555555556,0.22405700909754836,0.2045,0.1663,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s3_foursquare_featured_moe_n3_c1_seed2_20260419_031926_475648_pid271286.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/foursquare/featured_moe_n3/route/S3_FOURSQUARE_1_SEED2.log,212.7063000202179,,2026-04-19T03:22:55.024334Z
stage3,foursquare,featured_moe_n3,route,S3_FOURSQUARE_2_SEED2,S2_FOURSQUARE_R03,S3_FOURSQUARE_FEATURED_MOE_N3_C2_SEED2,810011,0,ok,0.2683035323399654,0.22283333333333333,0.2034,0.1659,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s3_foursquare_featured_moe_n3_c2_seed2_20260419_032040_590442_pid271722.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/foursquare/featured_moe_n3/route/S3_FOURSQUARE_2_SEED2.log,167.8389766216278,,2026-04-19T03:23:24.069062Z
stage3,foursquare,featured_moe_n3,route,S3_FOURSQUARE_2_SEED1,S2_FOURSQUARE_R03,S3_FOURSQUARE_FEATURED_MOE_N3_C2_SEED1,810010,2,ok,0.2683035323399654,0.22283333333333333,0.2034,0.1659,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s3_foursquare_featured_moe_n3_c2_seed1_20260419_032038_040806_pid271696.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/foursquare/featured_moe_n3/route/S3_FOURSQUARE_2_SEED1.log,170.83777284622192,,2026-04-19T03:23:24.470144Z
stage3,foursquare,featured_moe_n3,route,S3_FOURSQUARE_2_SEED3,S2_FOURSQUARE_R03,S3_FOURSQUARE_FEATURED_MOE_N3_C2_SEED3,810012,4,ok,0.2683035323399654,0.22283333333333333,0.2034,0.1659,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s3_foursquare_featured_moe_n3_c2_seed3_20260419_032101_993022_pid271807.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/foursquare/featured_moe_n3/route/S3_FOURSQUARE_2_SEED3.log,170.84562706947327,,2026-04-19T03:23:48.702710Z
stage3,foursquare,featured_moe_n3,route,S3_FOURSQUARE_1_SEED3,S2_FOURSQUARE_R03,S3_FOURSQUARE_FEATURED_MOE_N3_C1_SEED3,810009,1,ok,0.2692555555555556,0.22405700909754836,0.2045,0.1663,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s3_foursquare_featured_moe_n3_c1_seed3_20260419_032037_271916_pid271695.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/foursquare/featured_moe_n3/route/S3_FOURSQUARE_1_SEED3.log,200.4867570400238,,2026-04-19T03:23:53.711145Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_1_SEED2,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C1_SEED2,810014,5,ok,0.027681368032936887,0.3449493855621753,0.0193,0.3389,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c1_seed2_20260419_032111_392464_pid271851.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_1_SEED2.log,312.0883467197418,,2026-04-19T03:26:19.383774Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_1_SEED1,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C1_SEED1,810013,3,ok,0.027681368032936887,0.3449493855621753,0.0193,0.3389,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c1_seed1_20260419_032111_112106_pid271850.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_1_SEED1.log,318.4982695579529,,2026-04-19T03:26:25.393255Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_2_SEED1,S2_KUAIRECLARGESTRICTPOSV2_0_2_R14,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C2_SEED1,810016,7,ok,0.027366666666666664,0.34936666666666666,0.0193,0.3413,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c2_seed1_20260419_032259_312249_pid272132.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_2_SEED1.log,261.19114685058594,,2026-04-19T03:27:16.222278Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_2_SEED3,S2_KUAIRECLARGESTRICTPOSV2_0_2_R14,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C2_SEED3,810018,2,ok,0.027366666666666664,0.34936666666666666,0.0193,0.3413,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c2_seed3_20260419_032328_544471_pid272227.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_2_SEED3.log,251.97434496879578,,2026-04-19T03:27:36.450831Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_2_SEED2,S2_KUAIRECLARGESTRICTPOSV2_0_2_R14,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C2_SEED2,810017,0,ok,0.027366666666666664,0.34936666666666666,0.0193,0.3413,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c2_seed2_20260419_032328_190963_pid272226.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_2_SEED2.log,264.79462361335754,,2026-04-19T03:27:48.870439Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_1_SEED3,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C1_SEED3,810015,6,ok,0.027681368032936887,0.3449493855621753,0.0193,0.3389,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c1_seed3_20260419_032244_940289_pid272091.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_1_SEED3.log,327.493935585022,,2026-04-19T03:28:08.101844Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_3_SEED1,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C3_SEED1,810019,4,ok,0.026304868372124042,0.3457311810043761,0.0191,0.3395,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c3_seed1_20260419_032352_777267_pid272320.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_3_SEED1.log,346.9303443431854,,2026-04-19T03:29:35.638142Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_3_SEED2,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C3_SEED2,810020,1,ok,0.026304868372124042,0.3457311044674364,0.0191,0.3395,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c3_seed2_20260419_032357_768032_pid272340.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_3_SEED2.log,381.18023443222046,,2026-04-19T03:30:14.897841Z
stage3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S3_KUAIRECLARGESTRICTPOSV2_0_2_3_SEED3,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S3_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_C3_SEED3,810021,5,ok,0.026305226865007893,0.34573031567325413,0.0191,0.3395,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_featured_moe_n3_c3_seed3_20260419_032623_576062_pid272684.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S3_KUAIRECLARGESTRICTPOSV2_0_2_3_SEED3.log,377.5687503814697,,2026-04-19T03:32:36.958743Z
stage3,lastfm0.03,featured_moe_n3,route,S3_LASTFM0_03_2_SEED1,S2_LASTFM0_03_R10,S3_LASTFM0_03_FEATURED_MOE_N3_C2_SEED1,810024,2,ok,0.3411666666666667,0.34410251540791,0.3157,0.3138,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_featured_moe_n3_c2_seed1_20260419_032740_544122_pid272910.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/lastfm0_03/featured_moe_n3/route/S3_LASTFM0_03_2_SEED1.log,607.150289773941,,2026-04-19T03:37:43.607637Z
stage3,lastfm0.03,featured_moe_n3,route,S3_LASTFM0_03_2_SEED2,S2_LASTFM0_03_R10,S3_LASTFM0_03_FEATURED_MOE_N3_C2_SEED2,810025,0,ok,0.3411666666666667,0.34410251540791,0.3157,0.3138,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_featured_moe_n3_c2_seed2_20260419_032752_950135_pid272956.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage3/lastfm0_03/featured_moe_n3/route/S3_LASTFM0_03_2_SEED2.log,623.5286040306091,,2026-04-19T03:38:12.406183Z
