question,dataset_scope,dataset,model_name,model,status,error,benchmark_epochs,build_sec,train_sec,infer_sec,total_params,active_params,timestamp_utc,train_time_ratio,infer_time_ratio
cost,dynamic,KuaiRecLargeStrictPosV2_0.2,SASRec,SASRec,ok,,1,4.952925887075253,19.398289803997613,0.040231999941170216,2270976,2270976,2026-04-20T19:13:45.500432Z,1.0,1.0
cost,dynamic,KuaiRecLargeStrictPosV2_0.2,RouteRec-dense,FeaturedMoE_N3,ok,,1,12.714402423938736,28.841795686050318,0.10792378289625049,4634621,4634621,2026-04-20T19:14:27.285939Z,1.4868215691935163,2.6825358683153584
cost,dynamic,KuaiRecLargeStrictPosV2_0.2,RouteRec-sparse-final,FeaturedMoE_N3,error,'Config' object has no attribute 'get',1,,,,,,2026-04-20T19:15:08.968284Z,,
cost,stable,lastfm0.03,SASRec,SASRec,ok,,1,8.649763506022282,34.32628992095124,0.05887136701494455,11668000,11668000,2026-04-20T19:15:52.544771Z,1.0,1.0
cost,stable,lastfm0.03,RouteRec-dense,FeaturedMoE_N3,ok,,1,21.205888911965303,50.241027912008576,0.13106979301664978,13446885,13446885,2026-04-20T19:17:04.315336Z,1.4636311709685728,2.2263759050028105
cost,stable,lastfm0.03,RouteRec-sparse-final,FeaturedMoE_N3,error,'Config' object has no attribute 'get',1,,,,,,2026-04-20T19:18:14.498145Z,,
