early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,35,0.2235,ok,0.2997,0.227,1
False,35,0.2285,ok,0.2989,0.2305,2
False,35,0.2206,ok,0.3031,0.2224,3
False,35,0.1189,ok,0.2349,0.1165,4
False,35,0.2353,ok,0.2952,0.2377,5
True,24,0.2371,ok,0.2976,0.2376,6
False,35,0.2215,ok,0.3037,0.2253,7
False,35,0.1116,ok,0.2232,0.1105,8
False,35,0.2274,ok,0.3018,0.2292,9
True,34,0.2374,ok,0.2957,0.2396,10
False,35,0.2279,ok,0.3039,0.2315,11
False,35,0.2384,ok,0.2986,0.2392,12
False,35,0.2256,ok,0.3029,0.2253,13
True,26,0.2384,ok,0.2944,0.2398,14
True,33,0.2366,ok,0.2989,0.2391,15
