early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0541,ok,0.0526,0.0205,1
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0404,ok,0.0088,0.0049,2
True,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0753,ok,0.0614,0.0503,3
True,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0753,ok,0.0702,0.0436,4
True,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,ok,0.0877,0.0554,5
True,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,ok,0.0877,0.0558,6
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0637,ok,0.0702,0.0429,7
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642,ok,0.0702,0.0437,8
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0399,ok,0.0175,0.0057,9
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0452,ok,0.0175,0.0033,10
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0654,ok,0.0702,0.0503,11
True,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,ok,0.0877,0.0554,12
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,ok,0.0702,0.0498,13
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642,ok,0.0702,0.0436,14
True,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.0702,0.0417,15
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384,ok,0.0439,0.0248,16
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,ok,0.0702,0.0512,17
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0683,ok,0.0702,0.0407,18
True,36,1.0,1.0,0.0,0.06034538960733729,0.0,2.1951355290291876,0.16477462649345398,0.001140262116678059,0.0,0.027815224419911203,1.0980890109454315,2.997680521625788,0.9309644670050762,2.37638663232854,8.967345934687593,2.37638663232854,0.0,1.0,5.1157925398828006e-05,0.9999488440484745,8.250081466626277e-05,0.9999175025884324,7.097296153022125e-05,0.9999290295569908,2.976390327104425e-05,0.9999702365396695,2.2242395866629297e-05,0.9999777579571033,5.1695902922512154e-05,0.9999483054332876,0.0,0.0,6.671204369469026,2.37638663232854,0.9187817258883249,0.0805,ok,0.0702,0.0415,19
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0781,ok,0.0702,0.0412,20
