stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_G3K2,S1_BEAUTY_G3K2,S2_BEAUTY_TOPK_G3K2,930001,resume,ok,0.10303333333333335,0.08538028983288379,0.0772,0.0532,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s2_beauty_topk_g3k2_20260419_111743_734870_pid377517.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_G3K2.log,0.0,,2026-04-19T11:20:58.753829Z
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_G4K2,S1_BEAUTY_G4K2,S2_BEAUTY_TOPK_G4K2,930002,resume,ok,0.09885555555555556,0.08125285815894699,0.0745,0.0493,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s2_beauty_topk_g4k2_20260419_111743_474046_pid377521.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_G4K2.log,0.0,,2026-04-19T11:20:58.756292Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_G3K2,S1_FOURSQUARE_G3K2,S2_FOURSQUARE_TOPK_G3K2,930003,0,ok,0.2684555555555556,0.22522078852881167,0.2044,0.1665,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g3k2_20260419_112103_618985_pid378912.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_G3K2.log,491.13043212890625,,2026-04-19T11:29:09.895174Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_G4K2,S1_FOURSQUARE_G4K2,S2_FOURSQUARE_TOPK_G4K2,930004,1,ok,0.26842004485134424,0.2263769345067343,0.2048,0.1677,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/foursquare_FeaturedMoE_N3_s2_foursquare_topk_g4k2_20260419_112103_871284_pid378910.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_G4K2.log,606.8454163074493,,2026-04-19T11:31:05.610193Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_G4K2,S1_KUAIRECLARGESTRICTPOSV2_0_2_G4K2,S2_KUAIRECLARGESTRICTPOSV2_0_2_TOPK_G4K2,930006,3,ok,0.026222222222222223,0.3474208516709221,0.0188,0.3398,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_topk_g4k2_20260419_112103_724554_pid378913.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_G4K2.log,984.4596943855286,,2026-04-19T11:37:23.228729Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_G3K2,S1_KUAIRECLARGESTRICTPOSV2_0_2_G3K2,S2_KUAIRECLARGESTRICTPOSV2_0_2_TOPK_G3K2,930005,2,ok,0.026500000000000003,0.34220451065157803,0.0187,0.3376,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_topk_g3k2_20260419_112103_307896_pid378915.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_G3K2.log,962.1491212844849,,2026-04-19T11:37:00.915500Z
stage2,retail_rocket,featured_moe_n3,route,S2_RETAIL_ROCKET_G3K2,S1_RETAIL_ROCKET_G3K2,S2_RETAIL_ROCKET_TOPK_G3K2,930011,0,ok,0.4516228324278751,0.44523333333333326,0.3752,0.3724,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/retail_rocket_FeaturedMoE_N3_s2_retail_rocket_topk_g3k2_20260419_112914_790236_pid381346.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/retail_rocket/featured_moe_n3/route/S2_RETAIL_ROCKET_G3K2.log,2106.7055077552795,,2026-04-19T12:04:16.608372Z
stage2,retail_rocket,featured_moe_n3,route,S2_RETAIL_ROCKET_G4K2,S1_RETAIL_ROCKET_G4K2,S2_RETAIL_ROCKET_TOPK_G4K2,930012,1,ok,0.451480846594085,0.4448444444444444,0.375,0.3716,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/retail_rocket_FeaturedMoE_N3_s2_retail_rocket_topk_g4k2_20260419_113110_167089_pid381833.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/retail_rocket/featured_moe_n3/route/S2_RETAIL_ROCKET_G4K2.log,2031.6876485347748,,2026-04-19T12:04:57.305063Z
stage2,movielens1m,featured_moe_n3,route,S2_MOVIELENS1M_G4K2,S1_MOVIELENS1M_G4K2,S2_MOVIELENS1M_TOPK_G4K2,930010,7,ok,0.13707837734087208,0.09324444444444445,0.0866,0.0551,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/movielens1m_FeaturedMoE_N3_s2_movielens1m_topk_g4k2_20260419_112103_409203_pid378920.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/movielens1m/featured_moe_n3/route/S2_MOVIELENS1M_G4K2.log,3263.310439825058,,2026-04-19T12:15:22.094022Z
stage2,lastfm0.03,featured_moe_n3,route,S2_LASTFM0_03_G3K2,S1_LASTFM0_03_G3K2,S2_LASTFM0_03_TOPK_G3K2,930007,6,ok,0.34204444444444443,0.34340553113857486,0.3137,0.3108,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_topk_g3k2_20260419_111743_366774_pid377525.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/lastfm0_03/featured_moe_n3/route/S2_LASTFM0_03_G3K2.log,2975.022391319275,,2026-04-19T12:07:14.159111Z
stage2,lastfm0.03,featured_moe_n3,route,S2_LASTFM0_03_G4K2,S1_LASTFM0_03_G4K2,S2_LASTFM0_03_TOPK_G4K2,930008,7,ok,0.33995916492822564,0.3439,0.307,0.3091,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_topk_g4k2_20260419_111743_433540_pid377526.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage2/lastfm0_03/featured_moe_n3/route/S2_LASTFM0_03_G4K2.log,3022.618641614914,,2026-04-19T12:08:01.756223Z
