anchor_setting_key,best_valid_diag_json_path,best_valid_mrr20,cold_item_count,cold_item_mrr20,dataset,diag_available,diag_cv_usage,diag_entropy_mean,diag_family_top_expert_mean_share,diag_n_eff,diag_ok_flag,diag_overview_path,diag_route_consistency_feature_group_knn_exposure_js,diag_route_consistency_feature_group_knn_exposure_score,diag_route_consistency_feature_group_knn_focus_js,diag_route_consistency_feature_group_knn_focus_score,diag_route_consistency_feature_group_knn_mean_js,diag_route_consistency_feature_group_knn_mean_score,diag_route_consistency_feature_group_knn_memory_js,diag_route_consistency_feature_group_knn_memory_score,diag_route_consistency_feature_group_knn_tempo_js,diag_route_consistency_feature_group_knn_tempo_score,diag_route_consistency_group_knn_js,diag_route_consistency_group_knn_score,diag_route_consistency_intra_group_knn_mean_js,diag_route_consistency_intra_group_knn_mean_score,diag_route_consistency_knn_js,diag_route_consistency_knn_score,diag_route_jitter_adjacent,diag_source_row_count,diag_stage,diag_top1_max_frac,global_best_valid_mrr20,gpu_id,hparam_id,interrupted,is_main_wide,logging_bundle_dir,long_session_count,long_session_mrr20,n_completed,phase_title,result_json_path,result_path_raw,result_payload_ok,run_id,run_phase,seed_id,sess_1_2_mrr20,sess_3_5_mrr20,sess_6_10_mrr20,setting_desc,setting_detail,setting_group,setting_id,setting_idx,setting_key,setting_short,setting_uid,source_axis,source_phase,special_available,special_ok_flag,special_path,special_test_overall_hit20,special_test_overall_mrr20,split,stage,status,test_mrr20,timestamp_utc,trigger
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s1_20260325_085113_466501_pid93983/diag/raw/best_valid_diag.json,0.0812,6890,0.12287162582083173,KuaiRecLargeStrictPosV2_0.2,1,0.13692572677356818,2.242313103512116,0.10336515307426453,11.779157506553595,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s1_20260325_085113_466501_pid93983/diag/raw/overview_table.csv,0.020736209074094524,0.9794773077195789,0.027154876111862836,0.9732105027930271,,0.9774998451182679,0.028916851402014332,0.9714972397418143,0.014287248177591503,0.9858143302186514,0.005359552107897937,0.9946547846671676,0.0027404543179184644,0.9972645382101091,0.008178495617646166,0.9918548572901653,0.0,1,macro@1,0.1645826201934371,0.083,0,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s1_20260325_085113_466501_pid93983,20508,0.17088619610489067,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s1_20260325_085113_466501_pid93983.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s1_20260325_085113_466501_pid93983.json,1,BP11_00_H3_S1,P10_13_2_BP11_00_H3_S1,1,0.0,0.15092927370854473,0.15042534166634594,MACRO_MID_MICRO,Full 3-stage baseline,base_ablation,,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,P11_00,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s1_20260325_085113_466501_pid93983/special_metrics.json,0.2186668072432062,0.1615427239476211,verification,deep,run_complete,0.1615,2026-03-25T10:40:54.303900Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s2_20260325_085113_453373_pid93984/diag/raw/best_valid_diag.json,0.0814,6890,0.12309459154595484,KuaiRecLargeStrictPosV2_0.2,1,0.1266435460235802,2.2283972359117117,0.10366415977478027,11.810575298795806,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s2_20260325_085113_453373_pid93984/diag/raw/overview_table.csv,0.02239859704572461,0.9778503890843966,0.029749383680441104,0.9706887735151379,,0.9755445245714762,0.030327162343511023,0.9701280922437547,0.016626615852728958,0.9835108434426155,0.0047850941537861385,0.9952263361702509,0.004187433284946424,0.9958249787176585,0.009271239650934144,0.990771605779078,0.0,1,macro@1,0.16074117328572354,0.083,1,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s2_20260325_085113_453373_pid93984,20508,0.17085615704891474,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s2_20260325_085113_453373_pid93984.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s2_20260325_085113_453373_pid93984.json,1,BP11_00_H3_S2,P10_13_2_BP11_00_H3_S2,2,0.0,0.1515567908536984,0.15064804313388713,MACRO_MID_MICRO,Full 3-stage baseline,base_ablation,,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,P11_00,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s2_20260325_085113_453373_pid93984/special_metrics.json,0.21845594243390706,0.1617288244747527,verification,deep,run_complete,0.1617,2026-03-25T10:37:14.410593Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s3_20260325_085113_454718_pid93985/diag/raw/best_valid_diag.json,0.0813,6890,0.12274909050451221,KuaiRecLargeStrictPosV2_0.2,1,0.1540003868639008,2.213438099701712,0.10809023678302765,11.722000651524402,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s3_20260325_085113_454718_pid93985/diag/raw/overview_table.csv,0.024218077876133906,0.9760728266572164,0.031642126977949804,0.968853246483821,,0.9740190640633949,0.03169030551197194,0.9688065696791418,0.017814119985904455,0.9823436134334003,0.0047456563182360235,0.9952655865168012,0.005155862418227505,0.9948633647974224,0.01012870527434139,0.9899224173134633,0.0,1,macro@1,0.1760890625034958,0.083,2,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s3_20260325_085113_454718_pid93985,20508,0.17097284358578982,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s3_20260325_085113_454718_pid93985.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s3_20260325_085113_454718_pid93985.json,1,BP11_00_H3_S3,P10_13_2_BP11_00_H3_S3,3,0.0,0.15128161944429097,0.14974164018156283,MACRO_MID_MICRO,Full 3-stage baseline,base_ablation,,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,P11_00,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s3_20260325_085113_454718_pid93985/special_metrics.json,0.21787606420833444,0.16153197563987692,verification,deep,run_complete,0.1615,2026-03-25T10:32:57.537671Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s4_20260325_085113_543085_pid93986/diag/raw/best_valid_diag.json,0.0813,6890,0.12281870976609485,KuaiRecLargeStrictPosV2_0.2,1,0.15355395813125497,2.2227220056933734,0.1076887845993042,11.723572317331431,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s4_20260325_085113_543085_pid93986/diag/raw/overview_table.csv,0.0230136274015166,0.977249166315765,0.03029797259629964,0.9701564104508286,,0.9751241181252441,0.03034572622442942,0.9701100830685353,0.017165678185341787,0.9829808126658478,0.004550742949622636,0.9954595959918401,0.004920646476755665,0.9950971874482176,0.009693963625380638,0.9903528713788847,0.0,1,macro@1,0.17953003241850068,0.083,3,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s4_20260325_085113_543085_pid93986,20508,0.17107597533566216,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s4_20260325_085113_543085_pid93986.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s4_20260325_085113_543085_pid93986.json,1,BP11_00_H3_S4,P10_13_2_BP11_00_H3_S4,4,0.0,0.15149300658169565,0.14984915754894082,MACRO_MID_MICRO,Full 3-stage baseline,base_ablation,,0,P11-00_MACRO_MID_MICRO,MACRO_MID_MICRO,P11_00,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_00_h3_s4_20260325_085113_543085_pid93986/special_metrics.json,0.21824507762460793,0.16166276304634686,verification,deep,run_complete,0.1617,2026-03-25T10:33:13.066876Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s1_20260325_141332_318904_pid98997/diag/raw/best_valid_diag.json,0.0809,6890,0.11692704298737606,KuaiRecLargeStrictPosV2_0.2,1,0.3530974506408736,2.063840196116268,0.12996166944503784,10.669722690628133,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s1_20260325_141332_318904_pid98997/diag/raw/overview_table.csv,0.04053938596926751,0.9602713425490045,0.04457218388855743,0.9564065604573004,,0.9633402777984443,0.041895244576861716,0.9589702326434407,0.022539133060130005,0.9777129755440317,0.004480788843659785,0.9955292349136357,0.010647197796017,0.9894308932775498,0.013854867351639214,0.986240669596831,0.0,1,macro@1,0.19168976680605057,0.083,0,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s1_20260325_141332_318904_pid98997,20508,0.17086807701112539,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s1_20260325_141332_318904_pid98997.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s1_20260325_141332_318904_pid98997.json,1,BP11_03_H3_S1,P10_13_2_BP11_03_H3_S1,1,0.0,0.14833655090869383,0.15016662861579916,MACRO_MID,Drop micro stage,base_ablation,,3,P11-03_MACRO_MID,MACRO_MID,P11_03,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s1_20260325_141332_318904_pid98997/special_metrics.json,0.21737526028624898,0.1608369375822746,verification,deep,run_complete,0.1608,2026-03-25T15:40:20.741826Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s2_20260325_135839_042663_pid98238/diag/raw/best_valid_diag.json,0.0808,6890,0.1170148976785178,KuaiRecLargeStrictPosV2_0.2,1,0.35217176649907034,2.062439706468822,0.13119925558567047,10.675918119046695,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s2_20260325_135839_042663_pid98238/diag/raw/overview_table.csv,0.0415798195504506,0.9592727635648033,0.045791535040263565,0.9552410757282861,,0.9627571166889645,0.04251144181436567,0.9583794998578843,0.02210745120638251,0.978135127604884,0.004562382104307418,0.995448009751047,0.010672117661501838,0.9894063652157024,0.014085177259664987,0.9860135547533281,0.0,1,macro@1,0.19275695968606182,0.083,1,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s2_20260325_135839_042663_pid98238,20508,0.17035124795131715,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s2_20260325_135839_042663_pid98238.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s2_20260325_135839_042663_pid98238.json,1,BP11_03_H3_S2,P10_13_2_BP11_03_H3_S2,2,0.0,0.14924317080224614,0.15005625802487815,MACRO_MID,Drop micro stage,base_ablation,,3,P11-03_MACRO_MID,MACRO_MID,P11_03,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s2_20260325_135839_042663_pid98238/special_metrics.json,0.2165845172513772,0.16075842465064666,verification,deep,run_complete,0.1608,2026-03-25T15:25:53.816136Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s3_20260325_135909_948501_pid98315/diag/raw/best_valid_diag.json,0.0806,6890,0.12171171597314591,KuaiRecLargeStrictPosV2_0.2,1,0.0926785832590287,2.226310772977927,0.10566287487745285,11.897805499410905,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s3_20260325_135909_948501_pid98315/diag/raw/overview_table.csv,0.01774901442434471,0.9824075715479894,0.025828162185703548,0.9745025316069615,,0.9788038783637303,0.026498190493191617,0.973849806021795,0.0156664766092654,0.9844556042781749,0.004422439866714554,0.9955873247207359,0.003161284636988443,0.9968459060743027,0.007812148879257273,0.9922182866486041,0.0,1,macro@1,0.3017538207518676,0.083,2,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s3_20260325_135909_948501_pid98315,20508,0.17112590217069504,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s3_20260325_135909_948501_pid98315.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s3_20260325_135909_948501_pid98315.json,1,BP11_03_H3_S3,P10_13_2_BP11_03_H3_S3,3,0.0,0.15063634038735374,0.1510258313639978,MACRO_MID,Drop micro stage,base_ablation,,3,P11-03_MACRO_MID,MACRO_MID,P11_03,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s3_20260325_135909_948501_pid98315/special_metrics.json,0.22082817153852236,0.16172696263094494,verification,deep,run_complete,0.1617,2026-03-25T15:17:28.712116Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s4_20260325_133657_316153_pid97346/diag/raw/best_valid_diag.json,0.0809,6890,0.11716619094858062,KuaiRecLargeStrictPosV2_0.2,1,0.40237550728394067,2.0495516211557563,0.14910797774791718,10.327857547331622,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s4_20260325_133657_316153_pid97346/diag/raw/overview_table.csv,0.0408372385618424,0.9599853658316184,0.04236874103319808,0.9585162711196198,,0.9639713235481099,0.04057448255217947,0.9602376408976225,0.02311918432592723,0.9771460163435784,0.004632587517359659,0.9953781263654751,0.010619285281313968,0.9894574690091407,0.013684579173155924,0.9864086290243493,0.0,1,macro@1,0.24859777120011098,0.083,3,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s4_20260325_133657_316153_pid97346,20508,0.17072948430428148,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s4_20260325_133657_316153_pid97346.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s4_20260325_133657_316153_pid97346.json,1,BP11_03_H3_S4,P10_13_2_BP11_03_H3_S4,4,0.0,0.1495725985608108,0.14990035354230163,MACRO_MID,Drop micro stage,base_ablation,,3,P11-03_MACRO_MID,MACRO_MID,P11_03,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_03_h3_s4_20260325_133657_316153_pid97346/special_metrics.json,0.21719075357811224,0.16101135232100258,verification,deep,run_complete,0.161,2026-03-25T14:56:47.074378Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s1_20260325_085113_469355_pid93987/diag/raw/best_valid_diag.json,0.083,6890,0.0996790761001008,KuaiRecLargeStrictPosV2_0.2,1,2.024932562561853,1.3061237777341503,0.6375766396522522,2.3527787660558572,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s1_20260325_085113_469355_pid93987/diag/raw/overview_table.csv,0.017197068108139733,0.9829499574583002,0.01622188977127393,0.9839089764943308,,0.9845621982888925,0.015775281488565343,0.9843484965320036,0.013043332958729432,0.9870413626709352,0.0027141550549046978,0.9972895249338201,0.012041508576191086,0.988059589095455,0.007671329015845784,0.9923580205306265,0.0,1,macro@1,0.9998657619018854,0.083,4,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s1_20260325_085113_469355_pid93987,20508,0.16555752219937078,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s1_20260325_085113_469355_pid93987.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s1_20260325_085113_469355_pid93987.json,1,BP11_14_H3_S1,P10_13_2_BP11_14_H3_S1,1,0.0,0.13831125029629637,0.14358565229433157,MACRO_MICRO_MID,Permutation macro->micro->mid,order_permutation,,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,P11_14,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s1_20260325_085113_469355_pid93987/special_metrics.json,0.20967869474683043,0.15409379531275524,verification,deep,run_complete,0.1541,2026-03-25T10:31:29.859340Z,run_complete
P11-00_MACRO_MID_MICRO,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s2_20260325_085113_556835_pid93988/diag/raw/best_valid_diag.json,0.0826,6890,0.09609332467782133,KuaiRecLargeStrictPosV2_0.2,1,2.4705051814907573,0.9048483873320066,0.7587514519691467,1.6893325515601278,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s2_20260325_085113_556835_pid93988/diag/raw/overview_table.csv,0.011555067076159204,0.9885114363145652,0.010608363872049454,0.9894477063736282,,0.9898948090215265,0.011142689469657702,0.9889191603570263,0.007325835484730582,0.9927009330408861,0.0017299477947543527,0.9982715477024303,0.013983156967625813,0.9861471334071628,0.004733990820693628,0.9952771968527747,0.0,1,macro@1,0.9812536495982925,0.083,5,H3,False,1,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s2_20260325_085113_556835_pid93988,20508,0.1650461105517905,20,Stage Semantics / Necessity / Granularity,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s2_20260325_085113_556835_pid93988.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s2_20260325_085113_556835_pid93988.json,1,BP11_14_H3_S2,P10_13_2_BP11_14_H3_S2,2,0.0,0.13802788900272,0.14262872579346453,MACRO_MICRO_MID,Permutation macro->micro->mid,order_permutation,,14,P11-14_MACRO_MICRO_MID,MACRO_MICRO_MID,P11_14,phase11_stage_semantics_v1,P11,1,True,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P10/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_bp11_14_h3_s2_20260325_085113_556835_pid93988/special_metrics.json,0.21239357916655685,0.15354470635904888,verification,deep,run_complete,0.1535,2026-03-25T10:48:58.465871Z,run_complete
