best_valid_max,best_valid_mean,best_valid_min,best_valid_std,cold_mean,cold_std,diag_available_frac,diag_cv_mean,diag_cv_std,diag_n_eff_mean,diag_n_eff_std,diag_top1_mean,diag_top1_std,hparam_id,long_session_mean,long_session_std,n_completed_max,n_completed_min,n_seed,phase_title,seed_ids,setting_group,setting_key,setting_uid,source_phase,special_available_frac,test_mean,test_std
0.0809,0.0808,0.0806,0.00014142135623730701,0.1182049618969051,0.0023399215668858156,1.0,0.30008082692072835,0.14024279028807715,10.89282596410434,0.6894435587774204,0.23369957961102272,0.052581550465634,H3,0.17076867785935476,0.0003231476766994867,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",base_ablation,P11-03_MACRO_MID,P11_03,P11,1.0,0.161075,0.00042720018726588203
0.083,0.082225,0.0816,0.000684957419601153,0.11011833105944584,0.014200262342141319,1.0,1.181245846448208,1.244823653275753,6.932431925157939,5.677639594963354,0.632001355804791,0.41410004019205326,H3,0.16841096683166107,0.0035962341117627256,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",order_permutation,P11-14_MACRO_MICRO_MID,P11_14,P11,1.0,0.15805,0.00491358660586474
0.0827,0.082,0.0816,0.0005228129047119329,0.1195038608660589,0.0034961596348538197,1.0,0.34015225360652407,0.24287803799247573,10.505381032769854,1.496921029788916,0.27536261066253215,0.07658193349056294,H3,0.1709652329783346,9.646342131649355e-05,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",order_permutation,P11-17_MICRO_MACRO_MID,P11_17,P11,1.0,0.1614,0.0005228129047119329
0.0824,0.0816,0.0812,0.0005416025603090658,0.12109450380681475,0.0029009327361012786,1.0,0.24732459148713376,0.2337939620699661,11.059166253139846,1.4800075103669053,0.26739278291238505,0.13593711553013407,H3,0.17078703841688964,0.000336609362311669,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",routing_granularity,P11-19_TOKEN_TOKEN_TOKEN,P11_19,P11,1.0,0.1613,0.0008124038404635999
0.0814,0.0814,0.0814,0.0,0.12127162461183932,0.0034369117910966283,1.0,0.3034081058748282,0.3495145500622098,10.633758031108487,2.3414585388595976,0.291951083637047,0.22990569921366083,H3,0.17085046595927406,0.000219833423440228,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",routing_granularity,P11-20_SESSION_TOKEN_TOKEN,P11_20,P11,1.0,0.161425,0.0005500000000000088
0.0783,0.07825,0.0782,5.7735026918956215e-05,0.11227605642956318,0.0007157119196029774,0.0,,,,,,,H3,0.1690164497805629,0.00017073660837646054,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",extra_alignment,P11-22_LAYER_ONLY_BASELINE,P11_22,P11,1.0,0.159325,9.574271077562327e-05
0.0817,0.0816,0.0815,8.164965809276927e-05,0.11637496165309441,0.003595583670284092,1.0,0.18508660861997334,0.057412583381610705,11.579546464348919,0.26588421201015583,0.2094936538939116,0.03094827030836996,H3,0.17028157131115904,0.0011493061027138503,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",extra_alignment,P11-23_LAYER2_MACRO_MID_MICRO,P11_23,P11,1.0,0.160875,0.0014032699906527805
0.0803,0.08022499999999999,0.0802,5.000000000000143e-05,0.1190719927719244,0.002382900799060755,1.0,0.6273006550424768,0.33527860956168,8.469569991786035,2.232293607752628,0.6176160656155824,0.3021834682435844,H3,0.17062459820643525,0.0003426568283863433,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",layout_variants,P12-00_ATTN_ONESHOT,P12_00,P12,1.0,0.160975,0.00048562674281111726
0.0809,0.08085,0.0808,5.7735026918964225e-05,0.12244287897117642,0.0006644138224119649,1.0,0.12285647945182544,0.02207959502663398,11.817582261938131,0.06515217986343322,0.25884181606248335,0.030702455390234414,H3,0.1713580041040703,0.00010535086685749587,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",layout_variants,P12-02_ATTN_MICRO_BEFORE,P12_02,P12,1.0,0.1621,0.0001414213562373201
0.0821,0.08147499999999999,0.0812,0.00042720018726588203,0.1194118999862565,0.006457234581350563,1.0,0.7235113728378637,1.2602530670640917,9.304246385371032,5.1814471590971625,0.3758230473390653,0.41617973067684844,H3,0.17013872608725727,0.0016358020310675253,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",layout_variants,P12-06_MID_REPEATED,P12_06,P12,1.0,0.160575,0.00226034658109473
0.0819,0.08145,0.0813,0.00030000000000000165,0.12061013696777415,0.002503287894657152,1.0,0.17991981826458092,0.10106741393245991,11.55364743908211,0.4798264403804205,0.21070403407857852,0.03902710099466229,H3,0.17074716485905445,0.000638228109935838,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",layout_variants,P12-07_MICRO_REPEATED,P12_07,P12,1.0,0.16142499999999999,0.0009215023964519424
0.0811,0.081025,0.081,5.000000000000143e-05,0.12054812240864438,0.0025874103260319827,1.0,0.38614923241575283,0.48288078890126973,10.153007187343931,3.183072822501279,0.4151699118726886,0.07683423455584452,H3,0.1709708418537357,0.00042140658812028737,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",layout_variants,P12-08_MACRO_NOLOCALATTN,P12_08,P12,1.0,0.16155,0.0007724420150837728
0.0809,0.080825,0.0808,5.000000000000143e-05,0.12238179598860605,0.0006767765137825634,1.0,0.11344478419391696,0.011012123203462293,11.846515534679599,0.02956741060203698,0.2690981660838496,0.033765991351327296,H3,0.1713669454475081,9.326708680694953e-05,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",layout_variants,P12-09_MID_NOLOCALATTN,P12_09,P12,1.0,0.162075,0.0001500000000000097
0.0809,0.08085,0.0808,5.7735026918964225e-05,0.12329417873763293,0.00014337964579701792,1.0,0.21552376308598786,0.006712008926415615,11.467033599917144,0.03186777416265797,0.18468645336232875,0.006705502019282396,H3,0.17103493750689908,7.274409511007363e-05,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",bundle_pair_then_follow,P12-18_BUNDLE_MACROMICRO_LEARNED,P12_18,P12,1.0,0.16155,0.00012909944487358784
0.0806,0.080525,0.0805,5.000000000000143e-05,0.12251334622129258,0.00017343328837611264,1.0,0.10872325494759148,0.021309875332759434,11.856039158047999,0.05900682316966325,0.17461020612259964,0.04035970919647525,H3,0.17048894602196665,0.00010299382122859489,20,20,4,Layout Composition / Attention Placement,"1,2,3,4",bundle_router,P12-24_BUNDLE_MACROMID_ROUTER_CONDITIONED,P12_24,P12,1.0,0.161225,0.00018929694486001394
0.0826,0.081625,0.0811,0.0006652067347825055,0.12104488848201682,0.0033845224236923157,1.0,0.2741168950794329,0.29729289748344273,10.835716104375237,1.9544939546048157,0.2988805661268058,0.19855080423136237,H3,0.170860654126476,0.0001909531191985831,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",data_condition,P13-00_FULL_DATA,P13_00,P13,1.0,0.161525,0.0005678908345800263
0.0813,0.08125,0.0811,9.999999999999593e-05,0.11719753795623758,0.010123214148237362,1.0,0.7259313406145174,1.058519221700957,9.12596092618273,4.826352696823176,0.4949694272731544,0.3391700017156376,H3,0.1697777679713375,0.002537034461178678,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",data_condition,P13-01_CATEGORY_ZERO_DATA,P13_01,P13,1.0,0.160675,0.003050000000000011
0.0776,0.077525,0.0775,5.000000000000143e-05,0.11793807510986751,0.0003938827476440373,1.0,0.13170125347413109,0.005390252439788995,11.79517075287973,0.016429158712940716,1.0,0.0,H3,0.16958050705121566,2.2735072472439466e-05,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",eval_perturb,P13-02_EVAL_ALL_ZERO,P13_02,P13,1.0,0.159725,9.574271077563535e-05
0.0771,0.077075,0.077,5.000000000000143e-05,0.09920382111107576,0.0009721271710423901,1.0,0.0520451510238735,0.0007334377709270129,11.967578617727042,0.0009106219146086996,0.16269042233542969,0.00793952867122213,H3,0.1668961435058326,0.00010904501540711971,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",eval_perturb,P13-03_EVAL_ALL_SHUFFLE,P13_03,P13,1.0,0.15525,0.0002999999999999978
0.0812,0.08115,0.0811,5.7735026918956215e-05,0.12260407903373609,0.0003353471398858816,1.0,0.11592819301696564,0.020419541863857922,11.837397539630558,0.05387392647425478,0.2595896341340636,0.016196960910795685,H3,0.17097957423051283,4.300531819307679e-05,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",train_corruption,P13-10_TRAIN_PERMUTE_TEMPO,P13_10,P13,1.0,0.161825,0.00014999999999999736
0.0812,0.081175,0.0811,4.999999999999449e-05,0.12227885898199954,0.0002913432917510408,1.0,0.13252863917414429,0.015961859245967186,11.790811223795076,0.049121510672845245,0.25817286287354546,0.018998214668781613,H3,0.17108234216236393,0.00015193622897296822,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",train_corruption,P13-11_TRAIN_PERMUTE_FOCUS,P13_11,P13,1.0,0.16205,0.00017320508075689
0.0812,0.081025,0.0809,0.00012583057392117632,0.12021245242032953,0.003996066760677948,1.0,0.19823494014104623,0.21413015256844378,11.287613680270503,1.2215826051184873,0.22541373300489745,0.03434109089061259,H3,0.17089370203474022,0.0004570630201088138,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",semantic_mismatch,P13-14_FEATURE_ROLE_SWAP,P13_14,P13,1.0,0.16165000000000002,0.0009746794344808915
0.0816,0.081225,0.081,0.0002872281323269024,0.11820635244653105,0.004522221423645475,1.0,0.47340283067238453,0.10682464520705738,9.778067178558445,0.7727507010994686,0.40313658502753,0.038057758794603096,H3,0.1700755031189044,0.0010427736163646385,20,20,4,Feature Sanity / Corruption Checks,"1,2,3,4",semantic_mismatch,P13-15_STAGE_MISMATCH_ASSIGN,P13_15,P13,1.0,0.16094999999999998,0.0010661457061146393
