best_valid_max,best_valid_mean,best_valid_min,best_valid_std,cold_mean,cold_std,diag_available_frac,diag_cv_mean,diag_cv_std,diag_n_eff_mean,diag_n_eff_std,diag_top1_mean,diag_top1_std,hparam_id,long_session_mean,long_session_std,n_completed_max,n_completed_min,n_seed,phase_title,seed_ids,setting_group,setting_key,setting_uid,source_phase,special_available_frac,test_mean,test_std
0.0809,0.080775,0.0806,0.0001499999999999989,0.12005155769626898,0.0004235555779815749,1.0,0.2102776467977328,0.003939797611447517,11.491760612907282,0.01811666481428419,0.4335180225833227,0.01489543884731773,H1,0.17071660631277236,2.602875718975891e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",group_subset,P10-00_FULL,P10_00,P10,1.0,0.16135,5.7735026918956215e-05
0.0814,0.08135,0.0813,5.7735026918964225e-05,0.12277053757955919,0.00018258303081315923,1.0,0.1360891569826258,0.011914846677411781,11.780663671432395,0.038967967792778904,0.17651974306828022,0.02775389397362044,H3,0.17095593837726886,8.34557517477748e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",group_subset,P10-00_FULL,P10_00,P10,1.0,0.16162500000000002,0.0001499999999999989
0.08,0.08,0.08,0.0,0.12015614024672998,0.0002747240661275296,1.0,0.13901453889118018,0.00864013291589575,5.8859498280039375,0.014125154278246293,0.38890622797656205,0.01797446698426222,H1,0.17067402514953495,8.73328643537116e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",group_subset,P10-06_Tempo_Memory,P10_06,P10,1.0,0.16185,0.00010000000000000286
0.0799,0.07982500000000001,0.0796,0.00014999999999999736,0.12072045907272763,0.0007046289002594693,1.0,0.12645585830641215,0.005955282558904212,5.905418847219939,0.008864837731341627,0.34519886255584864,0.01624942084170099,H3,0.170681154954445,0.00019796708619924713,10,10,4,Feature Portability / Compactness,"1,2,3,4",group_subset,P10-06_Tempo_Memory,P10_06,P10,1.0,0.1619,0.00018257418583505046
0.0803,0.0803,0.0803,0.0,0.12055159899837328,0.0006761305695103162,1.0,0.07174122552496182,0.007888699321772576,8.953508512458988,0.00982480519555611,0.28593050493660604,0.039024251997560225,H1,0.1703876209161832,0.0001119893305969025,10,10,4,Feature Portability / Compactness,"1,2,3,4",group_subset,P10-14_Focus_Memory_Exposure,P10_14,P10,1.0,0.16142499999999999,5.0000000000008364e-05
0.0809,0.08075,0.0806,0.0001290994448735789,0.12168802313590409,0.00034918686870316683,1.0,0.03718263259818887,0.005517038029024725,8.987371415985658,0.0038258872890994675,0.2984616313956064,0.014931536846477432,H3,0.17079014451191576,0.00025543874843803033,10,10,4,Feature Portability / Compactness,"1,2,3,4",group_subset,P10-14_Focus_Memory_Exposure,P10_14,P10,1.0,0.1618,0.00016329931618554988
0.081,0.080925,0.0807,0.0001500000000000043,0.12145726953948076,0.0003735535129804658,1.0,0.2245684096850946,0.013939820770037262,11.422619254015615,0.06970426011137662,0.40444260985710356,0.027739151791031313,H1,0.1707406596224141,4.290424855615061e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness,P10-15_TOP2_PER_GROUP,P10_15,P10,1.0,0.16165000000000002,0.00010000000000000286
0.0806,0.08057500000000001,0.0805,5.000000000000143e-05,0.12188796236508233,0.0006846440238691217,1.0,0.1341663234291344,0.003891724072441355,11.787690397795133,0.012117076248619175,0.27138636633129515,0.006069203868578244,H3,0.17120333964684303,0.00013387372729314377,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness,P10-15_TOP2_PER_GROUP,P10_15,P10,1.0,0.162175,0.00017078251276598806
0.0803,0.0803,0.0803,0.0,0.12004435163610365,0.00031780159842734624,1.0,0.18167792298438315,0.014429320647897004,11.615029529763612,0.05742436017679433,0.4173378571572398,0.021572164105376844,H1,0.171103800212725,0.00010817767731817384,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness,P10-16_TOP1_PER_GROUP,P10_16,P10,1.0,0.16205,0.00017320508075689
0.0804,0.08035,0.0803,5.7735026918964225e-05,0.12173168095050405,0.000355564747505658,1.0,0.16614058038379326,0.002134849956952734,11.677629347114719,0.008053234816983503,0.4388964957144487,0.025107947348720808,H3,0.1710081223233781,0.0001763447629010155,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness,P10-16_TOP1_PER_GROUP,P10_16,P10,1.0,0.1618,0.00035590260840104613
0.081,0.0809,0.0808,8.164965809277494e-05,0.12100118659139328,0.0002705141587995513,1.0,0.09987162439773616,0.0076118602878482615,11.881001076464411,0.01852666438755086,0.1983228068291395,0.016899853414952145,H1,0.17087944222074486,3.306601612124146e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness,P10-17_COMMON_TEMPLATE,P10_17,P10,1.0,0.1618,0.0002160246899469263
0.0805,0.080475,0.0804,5.000000000000143e-05,0.12210768136210706,0.000286604366418239,1.0,0.08773689777545991,0.00679275559564195,11.907934735841618,0.013948783486082035,0.26195446196251626,0.0065792897925535795,H3,0.1710430150969226,0.00016510767517639274,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness,P10-17_COMMON_TEMPLATE,P10_17,P10,1.0,0.162,0.00024494897427831724
0.0807,0.08065,0.0806,5.7735026918956215e-05,0.11922659957794951,9.914162480945438e-05,1.0,0.07771687718878445,0.0025252384131683437,8.945925438328668,0.00349521192231298,0.1985985542556833,0.005515861377259337,H1,0.17035395745714785,8.862725146046004e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",availability,P10-18_NO_CATEGORY,P10_18,P10,1.0,0.161625,0.00012583057392117817
0.081,0.08085,0.0807,0.00012909944487358427,0.12103999364575038,0.00035544359702313394,1.0,0.09476295184939412,0.005172261847638964,8.91972825475212,0.008742564244055907,0.23391827584586783,0.013577619940255728,H3,0.17117614408621468,0.00018757573675221497,10,10,4,Feature Portability / Compactness,"1,2,3,4",availability,P10-18_NO_CATEGORY,P10_18,P10,1.0,0.161875,0.00025000000000000673
0.0804,0.0804,0.0804,0.0,0.11982751465274132,0.0002947052657383832,1.0,0.12247264236922123,0.018413091682516036,8.864921070326545,0.04107366209284256,0.3588010971727219,0.0198817349926324,H1,0.17067060507232695,0.00014109876571764728,10,10,4,Feature Portability / Compactness,"1,2,3,4",availability,P10-19_NO_TIMESTAMP,P10_19,P10,1.0,0.1616,8.164965809277494e-05
0.0809,0.080875,0.0808,5.000000000000143e-05,0.12237236677900129,0.00028203688188387863,1.0,0.1001875739996316,0.015322756279184944,8.909061783939014,0.02566061399579354,0.2534448851928666,0.0073328999427609625,H3,0.17091443925396244,0.00020376075403379988,10,10,4,Feature Portability / Compactness,"1,2,3,4",availability,P10-19_NO_TIMESTAMP,P10_19,P10,1.0,0.16185,0.00025166114784236555
0.0803,0.08024999999999999,0.0802,5.7735026918964225e-05,0.11970314927580286,0.0007227602248206003,1.0,0.1075173466009707,0.011069945092449183,11.86183491131432,0.02788090666220336,0.39101264746614406,0.01734297065271091,H1,0.1705920264106796,0.000141623825161864,10,10,4,Feature Portability / Compactness,"1,2,3,4",stochastic,P10-20_FAMILY_DROPOUT,P10_20,P10,1.0,0.1613,0.00024494897427831724
0.0809,0.0809,0.0809,0.0,0.12225363965488223,0.0005064823136494751,1.0,0.09521639651551932,0.006416615482867188,11.891832664370042,0.014462895092372474,0.19267473885096664,0.015368197544221427,H3,0.17129914049134173,0.0001777741856948848,10,10,4,Feature Portability / Compactness,"1,2,3,4",stochastic,P10-20_FAMILY_DROPOUT,P10_20,P10,1.0,0.162325,9.574271077562327e-05
0.0804,0.080325,0.0803,5.000000000000143e-05,0.11999587548764204,6.816915886927012e-05,1.0,0.16550945788153373,0.0205590756587134,11.676785650521602,0.07343833914013415,0.4878391469616325,0.023247933887429018,H1,0.17091244815319073,0.0002645998108665426,10,10,4,Feature Portability / Compactness,"1,2,3,4",stochastic,P10-21_FEATURE_DROPOUT,P10_21,P10,1.0,0.1617,0.00018257418583505046
0.081,0.08095,0.0809,5.7735026918964225e-05,0.12189556977796775,0.00017701704719954537,1.0,0.10036465934714196,0.011592600289393528,11.879193497049156,0.028154518043740535,0.2296495043258227,0.019059527273076624,H3,0.17112541961712902,0.00010397449620820989,10,10,4,Feature Portability / Compactness,"1,2,3,4",stochastic,P10-21_FEATURE_DROPOUT,P10_21,P10,1.0,0.16212500000000002,9.574271077563776e-05
0.0804,0.080275,0.08,0.00018929694486000785,0.12048341187247019,0.0011379692017055429,1.0,0.11067056103009548,0.011409385920645864,5.926857465713036,0.014989754903636719,0.3348916139222806,0.01570529575367774,H1,0.17055422825633793,5.9112913255915227e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",availability_plus,P10-22_NO_CATEGORY_NO_TIMESTAMP,P10_22,P10,1.0,0.16135,5.7735026918956215e-05
0.0804,0.080375,0.0803,5.000000000000143e-05,0.1219478498440079,8.26421537402535e-05,1.0,0.07001627877607669,0.006471180521929885,5.970547310023789,0.005420507930432798,0.30430322596522785,0.007979502961889356,H3,0.17070520946706777,0.000144674760857379,10,10,4,Feature Portability / Compactness,"1,2,3,4",availability_plus,P10-22_NO_CATEGORY_NO_TIMESTAMP,P10_22,P10,1.0,0.16147499999999998,9.574271077563776e-05
0.0809,0.080825,0.0808,5.000000000000143e-05,0.12005937729620189,8.892158080268536e-05,1.0,0.12536294061261366,0.001869460711426692,8.860724545012925,0.004115868097542937,0.3604337680410411,0.00754275601557839,H1,0.1711500984555634,6.758151232518143e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness_plus,P10-23_COMMON_TEMPLATE_NO_CATEGORY,P10_23,P10,1.0,0.16192499999999999,5.0000000000008364e-05
0.0805,0.08045,0.0803,0.00010000000000000286,0.12169656685279095,0.0003472594551192229,1.0,0.11374956567231378,0.021010205728952243,8.882281928767057,0.0420491429059978,0.27679000910581764,0.026270377318803127,H3,0.17112088468826228,3.0825379413800234e-05,10,10,4,Feature Portability / Compactness,"1,2,3,4",compactness_plus,P10-23_COMMON_TEMPLATE_NO_CATEGORY,P10_23,P10,1.0,0.16192499999999999,0.00018929694486001516
0.0814,0.0813,0.0812,8.164965809277494e-05,0.1228835044093484,0.00014940361855671333,1.0,0.14278090444807603,0.013374514494121007,11.758826443551309,0.04355184081779211,0.17023572210028928,0.008995365779638017,H3,0.17094779301881435,9.874135918757134e-05,20,20,4,Stage Semantics / Necessity / Granularity,"1,2,3,4",base_ablation,P11-00_MACRO_MID_MICRO,P11_00,P11,1.0,0.16160000000000002,0.00011547005383792845
