anchor_best_valid_mrr20,anchor_setting_key,anchor_test_mrr20,best_run_phase,best_setting_key,best_test_minus_anchor,best_test_mrr20,best_valid_minus_anchor,best_valid_mrr20,diag_missing_count,main_min_completed,mean_cold_main,mean_diag_cv_main,mean_diag_n_eff_main,mean_diag_top1_main,mean_long_session_main,mean_test_main,mean_valid_main,n_rows_dedup,n_rows_main,phase_title,source_axis,source_phase,special_missing_count,std_test_main,std_valid_main
0.0813,P10-00_FULL,0.1618,P10_14_FOCUS_MEMORY_EXPOSURE_S1,P10-14_Focus_Memory_Exposure,-0.0030999999999999917,0.1587,0.0011000000000000038,0.0824,0,20,0.11786151269438742,0.45011717690682934,6.286982327517062,0.4667446467982078,0.17032639863054266,0.16077272727272726,0.08055454545454545,22,22,Feature Portability / Compactness,phase10_feature_portability_v1,P10,0,0.001247924684152058,0.0008010274787078289
0.0829,P11-00_MACRO_MID_MICRO,0.1573,P11_A17_H1_S1,P11-17_MICRO_MACRO_MID,0.0020000000000000018,0.1593,0.0002999999999999947,0.0832,1,20,0.11901374970417222,0.4462594160437371,10.012652651428498,0.34715966289117156,0.17049956528448304,0.16100833333333334,0.08067916666666666,24,24,Stage Semantics / Necessity / Granularity,phase11_stage_semantics_v1,P11,0,0.0011197502309489133,0.001347777289906759
0.0802,P12-00_ATTN_ONESHOT,0.1615,P12_A07_H1_S1,P12-07_MICRO_REPEATED,0.0003999999999999837,0.1619,0.0021000000000000046,0.0823,0,20,0.12156912904854185,0.31490186634860723,10.719680794538618,0.24257915013860085,0.1702626382602076,0.1604875,0.0793375,32,32,Layout Composition / Attention Placement,phase12_layout_composition_v1,P12,0,0.0013748313679584775,0.001705919485298933
0.0812,P13-00_FULL_DATA,0.1615,P13_A01_H1_S1,P13-01_CATEGORY_ZERO_DATA,0.0008999999999999841,0.1624,0.0,0.0812,0,20,0.11710433332107716,0.31733147735157563,10.749561308824532,0.3542446798492547,0.17005478192591694,0.16041363636363637,0.08001363636363636,22,22,Feature Sanity / Corruption Checks,phase13_feature_sanity_v1,P13,0,0.0019538229813430515,0.001232996912113483
