dataset,model,job_id,gpu_id,status,valid_mrr20,test_mrr20,valid_hr10,test_hr10,valid_ndcg10,test_ndcg10,result_path,log_path,elapsed_sec,error,timestamp_utc
KuaiRec,featured_moe_n3,KuaiRec_featured_moe_n3,3,ok,0.0173,0.3204,0.0336,0.3689,0.02,0.3311,/workspace/FeaturedMoE/experiments/run/artifacts/results/cikm/KuaiRec_FeaturedMoE_N3_p0_20260508_082940_849385_pid651357.json,/workspace/FeaturedMoE/experiments/run/CIKM/logs/cikm_main_routerec/KuaiRec_featured_moe_n3.log,20645.4,,2026-05-08T14:13:42Z
lastfm,featured_moe_n3,lastfm_featured_moe_n3,3,completed,0.0,0.0,0.0,0.0,0.0,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/results/cikm/lastfm_FeaturedMoE_N3_p0_20260508_141346_526117_pid671061.json,/workspace/FeaturedMoE/experiments/run/CIKM/logs/cikm_main_routerec/lastfm_featured_moe_n3.log,3598.6,,2026-05-08T15:13:41Z
KuaiRec,featured_moe_n3,KuaiRec_featured_moe_n3,3,ok,0.0173,0.3204,0.0336,0.3689,0.02,0.3311,/workspace/FeaturedMoE/experiments/run/artifacts/results/cikm/KuaiRec_FeaturedMoE_N3_p0_20260508_124138_008951_pid665791.json,/workspace/FeaturedMoE/experiments/run/CIKM/logs/cikm_main_routerec/KuaiRec_featured_moe_n3.log,19919.6,,2026-05-08T18:13:32Z
lastfm,featured_moe_n3,lastfm_featured_moe_n3,3,completed,0.0,0.0,0.0,0.0,0.0,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/results/cikm/lastfm_FeaturedMoE_N3_p0_20260508_181336_762751_pid681989.json,/workspace/FeaturedMoE/experiments/run/CIKM/logs/cikm_main_routerec/lastfm_featured_moe_n3.log,3408.4,,2026-05-08T19:10:21Z
