early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,0.0802,ok,0.1859,0.1605,1
True,40,0.0805,ok,0.1878,0.1614,2
True,15,0.0799,ok,0.1864,0.1608,3
True,17,0.0804,ok,0.1888,0.1619,4
True,14,0.0794,ok,0.1869,0.1614,5
True,17,0.0798,ok,0.1853,0.1604,6
True,15,0.0796,ok,0.1839,0.1599,7
True,22,0.0807,ok,0.1887,0.1617,8
True,20,0.0805,ok,0.188,0.1616,9
True,33,0.0804,ok,0.189,0.1617,10
True,44,0.0805,ok,0.1883,0.1615,11
True,17,0.0806,ok,0.1883,0.1614,12
True,22,0.0804,ok,0.1895,0.1619,13
True,53,0.0805,ok,0.1888,0.1617,14
True,22,0.0808,ok,0.1878,0.1614,15
True,23,0.0803,ok,0.1886,0.1616,16
True,25,0.0803,ok,0.1892,0.1618,17
True,17,0.0805,ok,0.1879,0.1612,18
True,22,0.0805,ok,0.1893,0.1619,19
True,17,0.0811,ok,0.1863,0.1608,20
