global_best_valid_mrr20,global_best_test_mrr20,model,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,profile_id,parent_profile_id,concept_id,detail_id,parent_run_phase,lr_band_id,lr_lo,lr_hi,lr_center,stage_id,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,result_path,timestamp_utc
0.228800,0.226700,SASRec,0.228800,0.226700,0.228800,0.226700,C3,B6,FOCUS,C3,P17_SB_D00_M01_SASREC_B6_S1,"LR3,LR2",3.486316e-04,3.440588e-03,1.095216e-03,C,P18_SC_D00_M01_P01_SASREC_B6_C3_S1,SC_LASTFM0_03_SASREC_B6_C3_S1,lastfm0.03,B6_C3,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p01_sasrec_b6_c3_s1_20260329_215804_028041_pid521188.json,2026-03-29T22:16:59.198502Z
0.228800,0.228500,SASRec,0.228800,0.228500,0.228600,0.228500,C2,B6,FOCUS,C2,P17_SB_D00_M01_SASREC_B6_S1,"LR3,LR2",3.407407e-04,3.018060e-03,1.014089e-03,C,P18_SC_D00_M01_P01_SASREC_B6_C2_S1,SC_LASTFM0_03_SASREC_B6_C2_S1,lastfm0.03,B6_C2,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p01_sasrec_b6_c2_s1_20260329_215804_041483_pid521187.json,2026-03-29T22:18:39.376381Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.232100,0.229800,C1,B6,FOCUS,C1,P17_SB_D00_M01_SASREC_B6_S1,"LR3,LR2",3.319216e-04,2.622359e-03,9.329617e-04,C,P18_SC_D00_M01_P01_SASREC_B6_C1_S1,SC_LASTFM0_03_SASREC_B6_C1_S1,lastfm0.03,B6_C1,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p01_sasrec_b6_c1_s1_20260329_215804_020627_pid521186.json,2026-03-29T22:20:54.571617Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.227400,0.227700,C4,B6,FOCUS,C4,P17_SB_D00_M01_SASREC_B6_S1,"LR3,LR2",2.998519e-04,2.655893e-03,8.923981e-04,C,P18_SC_D00_M01_P01_SASREC_B6_C4_S1,SC_LASTFM0_03_SASREC_B6_C4_S1,lastfm0.03,B6_C4,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p01_sasrec_b6_c4_s1_20260329_215804_234189_pid521189.json,2026-03-29T22:27:00.017251Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.229800,0.227200,C6,B6,FOCUS,C6,P17_SB_D00_M01_SASREC_B6_S1,"LR3,LR2",3.271111e-04,3.943598e-03,1.135779e-03,C,P18_SC_D00_M01_P01_SASREC_B6_C6_S1,SC_LASTFM0_03_SASREC_B6_C6_S1,lastfm0.03,B6_C6,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p01_sasrec_b6_c6_s1_20260329_221844_815488_pid521336.json,2026-03-29T22:41:16.955470Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.218800,0.223400,C5,B6,FOCUS,C5,P17_SB_D00_M01_SASREC_B6_S1,"LR3,LR2",2.453333e-04,2.682720e-03,8.112710e-04,C,P18_SC_D00_M01_P01_SASREC_B6_C5_S1,SC_LASTFM0_03_SASREC_B6_C5_S1,lastfm0.03,B6_C5,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p01_sasrec_b6_c5_s1_20260329_221704_297702_pid521310.json,2026-03-29T22:43:00.126343Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.224300,0.225700,C1,B3,FOCUS,C1,P17_SB_D00_M01_SASREC_B3_S1,"LR3,LR2",3.719358e-04,1.950934e-03,8.518346e-04,C,P18_SC_D00_M01_P02_SASREC_B3_C1_S1,SC_LASTFM0_03_SASREC_B3_C1_S1,lastfm0.03,B3_C1,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p02_sasrec_b3_c1_s1_20260329_222059_521695_pid521359.json,2026-03-29T23:03:12.454489Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.224900,0.225900,C2,B3,FOCUS,C2,P17_SB_D00_M01_SASREC_B3_S1,"LR3,LR2",3.818182e-04,2.245320e-03,9.259071e-04,C,P18_SC_D00_M01_P02_SASREC_B3_C2_S1,SC_LASTFM0_03_SASREC_B3_C2_S1,lastfm0.03,B3_C2,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p02_sasrec_b3_c2_s1_20260329_222704_980319_pid521390.json,2026-03-29T23:06:14.704502Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.225500,0.224100,C3,B3,FOCUS,C3,P17_SB_D00_M01_SASREC_B3_S1,"LR3,LR2",3.906603e-04,2.559665e-03,9.999797e-04,C,P18_SC_D00_M01_P02_SASREC_B3_C3_S1,SC_LASTFM0_03_SASREC_B3_C3_S1,lastfm0.03,B3_C3,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p02_sasrec_b3_c3_s1_20260329_224122_267423_pid521517.json,2026-03-29T23:29:05.174804Z
0.232100,0.229800,SASRec,0.232100,0.229800,0.217900,0.221100,C4,B3,FOCUS,C4,P17_SB_D00_M01_SASREC_B3_S1,"LR3,LR2",3.360000e-04,1.975882e-03,8.147983e-04,C,P18_SC_D00_M01_P02_SASREC_B3_C4_S1,SC_LASTFM0_03_SASREC_B3_C4_S1,lastfm0.03,B3_C4,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagec_focus_anchor2_core5/P18/lastfm0.03/SASRec/lastfm0.03_SASRec_p18_sc_d00_m01_p02_sasrec_b3_c4_s1_20260329_224305_354249_pid521541.json,2026-03-29T23:34:38.571900Z
