early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,0.2019,ok,0.3133,0.1651,1
True,15,0.1903,ok,0.3122,0.1588,2
True,9,0.192,ok,0.299,0.1549,3
True,28,0.1972,ok,0.3157,0.1641,4
True,20,0.2002,ok,0.2962,0.1578,5
True,11,0.1948,ok,0.3018,0.1547,6
True,18,0.2022,ok,0.3129,0.1626,7
True,17,0.1904,ok,0.309,0.1584,8
True,28,0.1981,ok,0.3018,0.1602,9
True,12,0.196,ok,0.2942,0.1538,10
True,15,0.2006,ok,0.3058,0.1643,11
True,12,0.1917,ok,0.3058,0.1533,12
True,29,0.1967,ok,0.3125,0.1677,13
True,23,0.2013,ok,0.2954,0.1595,14
