early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,27,0.0088,ok,0.0171,0.0079,1
True,19,0.0092,ok,0.0176,0.0087,2
True,35,0.0094,ok,0.0181,0.0083,3
True,35,0.0094,ok,0.0179,0.0082,4
True,27,0.0092,ok,0.0176,0.0085,5
True,22,0.0093,ok,0.0179,0.0088,6
