early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,23,0.0803,ok,0.1885,0.1614,1
True,15,0.0804,ok,0.1858,0.1607,2
True,15,0.0794,ok,0.186,0.1605,3
True,17,0.08,ok,0.188,0.1612,4
True,17,0.0794,ok,0.1844,0.1599,5
True,17,0.0802,ok,0.1885,0.1616,6
True,23,0.0804,ok,0.1884,0.1613,7
True,15,0.0795,ok,0.1871,0.1606,8
True,40,0.0802,ok,0.1881,0.1615,9
True,23,0.0804,ok,0.1881,0.1614,10
True,23,0.0804,ok,0.1879,0.1613,11
True,34,0.0803,ok,0.188,0.1615,12
True,51,0.08,ok,0.1871,0.1616,13
True,23,0.0805,ok,0.1885,0.1614,14
True,16,0.08,ok,0.1886,0.1615,15
True,19,0.0801,ok,0.1878,0.1614,16
True,15,0.0796,ok,0.1858,0.1604,17
True,37,0.0802,ok,0.1882,0.1614,18
True,17,0.0802,ok,0.1888,0.1616,19
True,23,0.0802,ok,0.186,0.1605,20
