early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,10,0.0169,ok,0.0229,0.0125,1
True,11,0.0157,ok,0.0229,0.0117,2
True,16,0.0187,ok,0.0287,0.0144,3
True,10,0.0169,ok,0.0229,0.0125,4
True,17,0.0189,ok,0.0258,0.0121,5
True,14,0.0189,ok,0.0258,0.0135,6
True,23,0.0184,ok,0.0229,0.0129,7
True,11,0.0172,ok,0.0201,0.0115,8
True,17,0.0185,ok,0.0258,0.012,9
True,10,0.0169,ok,0.0229,0.0125,10
True,16,0.0187,ok,0.0287,0.014,11
True,17,0.0185,ok,0.0258,0.012,12
True,17,0.0185,ok,0.0258,0.012,13
