avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
1.588530761608179,True,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1251,ok,15421.609345667359,0.31572580337524414,0.2224,0.1136,1
1.5816231787889854,True,87,1.0,1.0,0.0,0.05075669288635254,0.0,1.1815538769534795,0.04642578959465027,-0.018363604322075844,0.0,0.0,8.970880939440575e-09,1.0,1.0,3.3732929310433355,3.989721077451006,3.3732929310433355,0.047108407137109454,0.9539839733131124,0.047108407137109454,0.9539839733131124,-6.809423280141398e-10,1.0000000006809424,0.0454312314926464,0.9555853144881997,0.04543123227611267,0.9555853137395309,0.4724402504630038,0.335785843056329,5.899422847350586,3.3732929310433355,0.3215595164627727,0.1272,ok,13306.878331921549,0.36590099334716797,0.2244,0.1117,2
1.583956831791362,True,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1226,ok,15652.54721041885,0.3110675811767578,0.2336,0.1066,3
1.5748070426609204,True,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1251,ok,14887.166531320392,0.3270602226257324,0.2229,0.1137,4
1.5691893726098733,True,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1227,ok,16090.895834991243,0.302593469619751,0.2331,0.1067,5
