avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
1.6675247826527075,True,97,0.0616,ok,0.1146,0.027619361877441406,0.0543,1
1.6416032314300537,False,100,0.0598,ok,0.1175,0.025871753692626953,0.0524,2
1.639738634876583,True,92,0.0645,ok,0.1203,0.02570366859436035,0.0557,3
1.623734676837921,True,20,0.0082,ok,0.0229,0.025162458419799805,0.0046,4
1.6196165003559806,True,88,0.0648,ok,0.1232,0.028936147689819336,0.0572,5
1.6522275638580322,False,100,0.0603,ok,0.1146,0.02603006362915039,0.0511,6
1.6253674697875977,False,100,0.0635,ok,0.1175,0.027581453323364258,0.0565,7
1.6368738969167074,True,60,0.062,ok,0.1203,0.025819063186645508,0.0559,8
1.6227794953112333,True,53,0.0643,ok,0.1146,0.027997493743896484,0.0547,9
1.6410472679138184,False,100,0.0596,ok,0.1089,0.026636838912963867,0.0486,10
