best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0102,1,10.912205696105957,1,0.000613460985282845,0,412.6560125350952,1,0.0102
0.0141,3,10.47792387008667,1,0.0006123497072608801,0,366.63255643844604,1,0.0141
0.0168,10,10.614707946777344,1,0.0005998136370306298,3,310.98881673812866,1,0.0167
0.0178,18,9.781974792480469,1,0.0005697669254853457,0,289.1966428756714,1,0.0178
0.0178,28,9.955591440200806,1,0.0005115882024353784,10,273.34205293655396,1,0.0175
0.0091,1,10.26404881477356,1,0.0003639175336423657,0,422.11495447158813,2,0.0091
0.0131,3,9.369224071502686,1,0.00036325830091747126,0,383.00440788269043,2,0.0131
0.0163,10,10.261518239974976,1,0.0003558216490859668,0,330.8606424331665,2,0.0163
0.0172,18,11.04330825805664,1,0.0003379973286777475,0,306.1226601600647,2,0.0172
0.0172,28,10.492257833480835,1,0.0003034845268684448,10,290.5601987838745,2,0.017
0.0105,1,10.534740924835205,1,0.0006758468481929649,0,410.9952144622803,3,0.0105
0.0144,3,11.001036643981934,1,0.0006746225588467323,0,363.23471689224243,3,0.0144
0.0169,10,10.711931228637695,1,0.0006608116340167955,4,307.73208141326904,3,0.0169
0.0181,18,10.823848485946655,1,0.0006277093246872452,0,286.3415775299072,3,0.0181
0.0181,28,9.274628162384033,1,0.0005636141213271117,10,270.0649046897888,3,0.0176
0.0093,1,9.731897830963135,1,0.00042630339655248557,0,419.1994152069092,4,0.0093
0.0132,3,9.470542192459106,1,0.0004255311525033235,0,378.49693155288696,4,0.0132
0.017,10,10.955396890640259,1,0.00041681964607213256,0,324.55255031585693,4,0.017
0.0176,21,10.732377052307129,1,0.00038534786781924607,0,295.11539125442505,4,0.0176
0.0176,31,10.602915048599243,1,0.00034080618185462926,10,281.9364504814148,4,0.0169
0.0092,1,11.167349338531494,1,0.00046789397182589877,0,417.4897813796997,5,0.0092
0.0131,3,10.323606967926025,1,0.0004670463868938916,0,375.63184213638306,5,0.0131
0.0172,10,10.11531138420105,1,0.00045748497739624307,0,320.92651748657227,5,0.0172
0.0176,21,10.66673731803894,1,0.000422942781752831,0,292.14629316329956,5,0.0176
0.0176,31,10.132193088531494,1,0.0003740555654502028,10,278.82531690597534,5,0.0171
0.0096,1,10.624436855316162,1,0.0004990869032809586,0,416.3154149055481,6,0.0096
0.0134,3,10.456221342086792,1,0.0004981828126868177,0,373.563250541687,6,0.0134
0.017,10,10.264153003692627,1,0.00048798397588932594,1,318.4585528373718,6,0.0169
0.0179,29,10.226942300796509,1,0.00041060416011860546,0,278.99024057388306,6,0.0179
0.0179,39,9.995575189590454,1,0.00034803254727962566,10,268.5169982910156,6,0.0174
0.0097,1,10.568133115768433,1,0.0005198821909176653,0,415.5791244506836,7,0.0097
0.0138,3,10.42167854309082,1,0.0005189404298821018,0,372.22924041748047,7,0.0138
0.017,10,9.830955028533936,1,0.0005083166415513811,1,316.92649602890015,7,0.0169
0.0176,15,10.746948719024658,1,0.000493987494985252,0,300.9007534980774,7,0.0176
0.0176,25,9.833799123764038,1,0.0004501451237232792,10,282.88964223861694,7,0.0169
0.01,1,10.511209726333618,1,0.000540677478554372,0,414.8770489692688,8,0.01
0.0137,3,10.48383355140686,1,0.0005396980470773858,0,370.9320092201233,8,0.0137
0.017,10,10.139458417892456,1,0.0005286493072134365,1,315.4807105064392,8,0.0169
0.0181,29,10.997177600860596,1,0.00044482117346182257,0,276.31153631210327,8,0.0181
0.0181,39,10.197440385818481,1,0.0003770352595529278,10,265.4584102630615,8,0.0175
0.0101,1,10.3756685256958,1,0.0005718704100094318,0,413.88308668136597,9,0.0101
0.0136,3,9.86021637916565,1,0.000570834472870312,0,369.0450978279114,9,0.0136
0.017,10,9.94502067565918,1,0.0005591483057065193,1,313.4548268318176,9,0.0168
0.0177,18,10.222693681716919,1,0.000531138659350746,0,291.3125581741333,9,0.0177
0.0177,28,10.611149072647095,1,0.00047690425650755614,10,275.7126612663269,9,0.0172
