early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,11,0.0044,ok,0.0,0.0,1
True,10,0.0016,ok,0.0,0.0006,2
True,9,0.0013,ok,0.0175,0.0102,3
True,7,0.0013,ok,0.0,0.0,4
True,10,0.0072,ok,0.0088,0.0011,5
