model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
FeaturedMoE_N,0.0161,0.0161,0.0161,0.0429,0.0429,0.0429,0.0143,0.0143,0.0143,0.0391,0.0391,0.0391,Y,Y,Y,Y,1,1/10,terminated,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.00485,KuaiRecSmall0.1/FMoE/20260312_074944_062_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0161,0.0161,0.0159,0.0442,0.0442,0.0442,0.0144,0.0144,0.0144,0.0396,0.0396,0.0396,,Y,Y,Y,5,5/10,terminated,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.0036,KuaiRecSmall0.1/FMoE/20260312_074944_062_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0192,0.0192,0.0511,0.0511,0.0511,0.0180,0.0180,0.0180,0.0483,0.0483,0.0483,Y,Y,Y,Y,6,6/10,terminated,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.00747,KuaiRecSmall0.1/FMoE/20260312_074944_062_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0109,0.0109,0.0511,0.0306,0.0306,0.0180,0.0109,0.0109,0.0483,0.0303,0.0303,Y,Y,Y,Y,1,1/20,success,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.00221,KuaiRecSmall0.1/FMoE/20260312_082112_704_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0139,0.0139,0.0511,0.0410,0.0410,0.0180,0.0122,0.0122,0.0483,0.0371,0.0371,Y,Y,Y,Y,2,2/20,success,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.00161,KuaiRecSmall0.1/FMoE/20260312_082112_704_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0154,0.0154,0.0511,0.0456,0.0456,0.0180,0.0150,0.0150,0.0483,0.0413,0.0413,Y,Y,Y,Y,3,3/20,success,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.000525,KuaiRecSmall0.1/FMoE/20260312_082112_704_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0154,0.0146,0.0511,0.0456,0.0452,0.0180,0.0150,0.0136,0.0483,0.0415,0.0415,,,,Y,5,5/20,success,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.000902,KuaiRecSmall0.1/FMoE/20260312_082112_704_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0154,0.0146,0.0511,0.0460,0.0460,0.0180,0.0150,0.0137,0.0483,0.0415,0.0414,,Y,,,10,10/20,success,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.00106,KuaiRecSmall0.1/FMoE/20260312_082112_704_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0154,0.0147,0.0511,0.0477,0.0477,0.0180,0.0150,0.0131,0.0483,0.0416,0.0416,,Y,,Y,14,14/20,success,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.00123,KuaiRecSmall0.1/FMoE/20260312_082112_704_s01_layout_lite_v1_ARCH1_A01.log
FeaturedMoE_N,0.0192,0.0165,0.0165,0.0511,0.0501,0.0501,0.0180,0.0160,0.0160,0.0483,0.0458,0.0458,Y,Y,Y,Y,15,15/20,success,ARCH1_A01,FeaturedMoE_N,plain L16,lr=0.000476,KuaiRecSmall0.1/FMoE/20260312_082112_704_s01_layout_lite_v1_ARCH1_A01.log
