stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R17,S1_BEAUTY_R17,S2_BEAUTY_FEATURED_MOE_N3_R17,710003,2,ok,0.11933343785132136,0.09113159413523296,0.0937,0.0595,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r17_20260418_112649_858855_pid127652.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R17.log,737.9038965702057,,2026-04-18T11:39:03.523748Z
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R23,S1_BEAUTY_R23,S2_BEAUTY_FEATURED_MOE_N3_R23,710001,0,ok,0.11818888888888887,0.09945095312093442,0.0891,0.0676,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r23_20260418_112649_897411_pid127649.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R23.log,782.7709267139435,,2026-04-18T11:39:48.384728Z
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R20,S1_BEAUTY_R20,S2_BEAUTY_FEATURED_MOE_N3_R20,710004,3,ok,0.12053333333333333,0.10081991124085771,0.0925,0.0663,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r20_20260418_112650_027981_pid127655.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R20.log,815.4197776317596,,2026-04-18T11:40:21.040447Z
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R24,S1_BEAUTY_R24,S2_BEAUTY_FEATURED_MOE_N3_R24,710002,1,ok,0.11680847511197483,0.08709581271976242,0.0934,0.0602,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r24_20260418_112649_950497_pid127658.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R24.log,842.8804175853729,,2026-04-18T11:40:48.499352Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R11,S1_FOURSQUARE_R11,S2_FOURSQUARE_FEATURED_MOE_N3_R11,710007,6,ok,0.2650666666666666,0.22068940123535039,0.2024,0.1628,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r11_20260418_112650_178231_pid127657.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R11.log,2617.482542037964,,2026-04-18T12:10:23.106680Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R02,S1_FOURSQUARE_R02,S2_FOURSQUARE_FEATURED_MOE_N3_R02,710006,5,ok,0.26396246491244807,0.22285690510918318,0.2038,0.1658,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r02_20260418_112650_080285_pid127659.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R02.log,2840.2161135673523,,2026-04-18T12:14:05.844494Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R03,S1_FOURSQUARE_R03,S2_FOURSQUARE_FEATURED_MOE_N3_R03,710008,7,ok,0.26885786114281696,0.22455555555555554,0.2045,0.1669,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r03_20260418_112650_208357_pid127660.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R03.log,2950.1014952659607,,2026-04-18T12:15:55.731572Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R01,S1_FOURSQUARE_R01,S2_FOURSQUARE_FEATURED_MOE_N3_R01,710005,4,ok,0.26637777777777777,0.2299777777777778,0.2039,0.1736,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R01.log,3139.184637784958,,2026-04-18T12:19:04.810917Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_R03,S1_KUAIRECLARGESTRICTPOSV2_0_2_R03,S2_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_R03,710010,0,ok,0.026560430675381122,0.3503738334579738,0.0192,0.3401,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r03_20260418_113952_961151_pid130069.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_R03.log,3251.415972471237,,2026-04-18T12:33:59.814470Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S1_KUAIRECLARGESTRICTPOSV2_0_2_R01,S2_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_R01,710012,1,ok,0.027736583909149307,0.34493537573543626,0.0193,0.3389,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r01_20260418_114053_445551_pid130333.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_R01.log,3253.3977127075195,,2026-04-18T12:35:01.906977Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_R14,S1_KUAIRECLARGESTRICTPOSV2_0_2_R14,S2_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_R14,710009,2,ok,0.0266,0.34546666666666664,0.02,0.339,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r14_20260418_113908_066863_pid129885.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_R14.log,3447.5004358291626,,2026-04-18T12:36:31.034952Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_R13,S1_KUAIRECLARGESTRICTPOSV2_0_2_R13,S2_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_R13,710011,3,ok,0.026737916365144762,0.3534457937983364,0.0197,0.3423,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_R13.log,3932.188244819641,,2026-04-18T12:45:53.238527Z
