early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1676,ok,0.1724,0.1667,1
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1679,ok,0.1716,0.167,2
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1527,ok,0.1688,0.1522,3
True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1648,ok,0.1675,0.1646,4
True,17,1.0,1.0,0.0,0.10395712405443192,0.0,1.3771205046269073,0.2928607761859894,0.2170354127883911,0.0,0.0,8.325206953400944e-09,1.0,1.0,6.685028494403494,3.957234024085109,6.685028494403494,1.4182685617862945e-05,0.999985817414956,1.4182685617862945e-05,0.999985817414956,-2.6198055716183158e-09,1.0000000026198055,7.331376188998336e-05,0.9999266889254982,7.33141442839643e-05,0.9999266885431323,0.0,0.0,9.340429634179634,6.685028494403494,0.6858345455108168,0.1686,ok,0.1727,0.1673,5
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1658,ok,0.1716,0.1658,6
True,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1409,ok,0.1604,0.1391,7
True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1645,ok,0.1672,0.1643,8
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1662,ok,0.1718,0.1657,9
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1644,ok,0.1672,0.1643,10
