early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1605,ok,0.1669,0.1617,1
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1627,ok,0.1675,0.1629,2
True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1253,ok,0.1473,0.1225,3
True,5,1.0,1.0,0.0,0.14993146061897278,0.0,1.374287080057875,0.21051496267318726,0.15161888301372528,0.0,0.0,9.865545487876855e-09,1.0,1.0,5.927466386841387,3.9120587419175066,5.927466386841387,0.0,1.0,0.0,1.0,-2.6198055716183158e-09,1.0000000026198055,2.2590203084094323e-05,0.9999774100520726,2.2591256701552475e-05,0.999977408998479,0.0,0.0,9.178849303849304,5.927466386841387,0.9886416390702857,0.165,ok,0.1675,0.1643,4
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,ok,0.1678,0.1635,5
