model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
FEARec,0.161000,0.156200,0.161000,0.156200,0.161000,0.156200,P23_SH_C03_MFEAREC_KR_FEA_STAGEH_REC2_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_KR_FEA_STAGEH_REC2_S1,KuaiRecLargeStrictPosV2_0.2,KR_FEA_STAGEH_REC2,1,7,run_complete,4,False,True,KR_FEA_STAGEH_REC2,manual,stageh_manual_bank,KuaiRecLargeStrictPosV2_0.2,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_kr_fea_stageh_rec2_s1_20260409_073336_111887_pid484016.json,2026-04-09T07:35:19.127146Z
FEARec,0.161000,0.156200,0.161000,0.156200,0.152600,0.155400,P23_SH_C03_MFEAREC_FAD_H1_R1_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1,1,4,run_complete,4,False,True,FAD_H1_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h1_r1_s1_20260409_073336_045330_pid484013.json,2026-04-09T07:35:24.138067Z
FEARec,0.161000,0.156200,0.161000,0.156200,0.053400,0.053000,P23_SH_C03_MFEAREC_KR_FEA_STAGEH_REC1_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_KR_FEA_STAGEH_REC1_S1,KuaiRecLargeStrictPosV2_0.2,KR_FEA_STAGEH_REC1,1,6,run_complete,4,False,True,KR_FEA_STAGEH_REC1,manual,stageh_manual_bank,KuaiRecLargeStrictPosV2_0.2,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_kr_fea_stageh_rec1_s1_20260409_073335_992032_pid484015.json,2026-04-09T07:36:17.199445Z
FEARec,0.164600,0.164100,0.164600,0.164100,0.164600,0.164100,P23_SH_C03_MFEAREC_FAD_H1_R1_LIGHT_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_LIGHT_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1_LIGHT,1,7,run_complete,4,False,True,FAD_H1_R1_LIGHT,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h1_r1_light_s1_20260409_073523_899443_pid484297.json,2026-04-09T07:37:11.259115Z
FEARec,0.164600,0.164100,0.164600,0.164100,0.158100,0.158600,P23_SH_C03_MFEAREC_FAD_H1_R1_WDHI_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_WDHI_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1_WDHI,1,6,run_complete,4,False,True,FAD_H1_R1_WDHI,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h1_r1_wdhi_s1_20260409_073622_446875_pid484578.json,2026-04-09T07:38:10.329562Z
FEARec,0.164600,0.164100,0.164600,0.164100,,,P23_SH_C03_MFEAREC_FAD_H1_R1_STRUCTL_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_STRUCTL_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1_STRUCTL,1,6,run_complete,4,False,False,FAD_H1_R1_STRUCTL,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h1_r1_structl_s1_20260409_073815_296600_pid484882.json,2026-04-09T07:38:24.350275Z
FEARec,0.164600,0.164100,0.164600,0.164100,0.163800,0.162000,P23_SH_C03_MFEAREC_FAD_H1_R1_TAU_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_TAU_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1_TAU,1,4,run_complete,4,False,True,FAD_H1_R1_TAU,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h1_r1_tau_s1_20260409_073529_210700_pid484327.json,2026-04-09T07:38:32.363443Z
FEARec,0.164600,0.164100,0.164600,0.164100,0.158300,0.157800,P23_SH_C03_MFEAREC_FAD_H1_R1_STRUCTS_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_STRUCTS_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1_STRUCTS,1,7,run_complete,4,False,True,FAD_H1_R1_STRUCTS,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h1_r1_structs_s1_20260409_073716_314287_pid484715.json,2026-04-09T07:38:55.394458Z
FEARec,0.164600,0.164100,0.164600,0.164100,0.063000,0.054000,P23_SH_C03_MFEAREC_FAD_H2_R2_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H2_R2_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H2_R2,1,5,run_complete,4,False,True,FAD_H2_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h2_r2_s1_20260409_073336_103592_pid484014.json,2026-04-09T07:39:05.410899Z
FEARec,0.164600,0.164100,0.164600,0.164100,0.164600,0.163000,P23_SH_C03_MFEAREC_FAD_H2_R2_LIGHT_S1,SH_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H2_R2_LIGHT_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H2_R2_LIGHT,1,6,run_complete,4,False,True,FAD_H2_R2_LIGHT,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p23_sh_c03_mfearec_fad_h2_r2_light_s1_20260409_073829_552632_pid484991.json,2026-04-09T07:40:26.504305Z
