architecture_id,n_runs,valid_mrr20_mean,test_mrr20_mean,valid_hr10_mean,test_hr10_mean
A1,12,0.16656666666666667,0.16599166666666668,0.17419166666666666,0.17450833333333335
A2,12,0.166575,0.16580833333333334,0.17433333333333334,0.1743
A3,12,0.16653333333333334,0.1668333333333333,0.17434166666666664,0.17393333333333336
A4,12,0.16636666666666666,0.165825,0.17431666666666668,0.17460833333333334
A5,12,0.162225,0.163525,0.17332499999999998,0.1741
A6,12,0.1666,0.16569166666666665,0.174625,0.17441666666666666
