early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,27,0.0637,ok,0.1148,0.0675,1
True,31,0.0686,ok,0.1265,0.067,2
True,80,0.0523,ok,0.1265,0.0477,3
True,33,0.0706,ok,0.1452,0.0756,4
True,36,0.0647,ok,0.1171,0.0665,5
True,83,0.0668,ok,0.1452,0.0658,6
True,49,0.0695,ok,0.1475,0.0753,7
True,27,0.0633,ok,0.1335,0.0554,8
True,27,0.0563,ok,0.1077,0.0546,9
True,32,0.0612,ok,0.1593,0.064,10
False,100,0.0558,ok,0.1475,0.0532,11
True,37,0.0689,ok,0.1499,0.0729,12
True,85,0.0604,ok,0.1593,0.0596,13
True,25,0.064,ok,0.1475,0.0697,14
True,90,0.0616,ok,0.1452,0.0521,15
False,100,0.0581,ok,0.1218,0.063,16
True,27,0.0646,ok,0.1194,0.0646,17
True,38,0.0609,ok,0.1405,0.0542,18
True,21,0.0569,ok,0.1499,0.0508,19
True,72,0.0687,ok,0.1311,0.0724,20
True,33,0.0718,ok,0.1452,0.0762,21
True,27,0.0706,ok,0.1546,0.0775,22
True,31,0.0708,ok,0.1405,0.0786,23
True,25,0.0698,ok,0.1546,0.0705,24
