early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.alpha_effective,micro_1.alpha_value,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.moe_delta_norm,micro_1.n_eff,micro_1.residual_delta_norm,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.shared_delta_norm,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.alpha_effective,mid_1.alpha_value,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.moe_delta_norm,mid_1.n_eff,mid_1.residual_delta_norm,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.shared_delta_norm,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804,ok,0.1873,0.1614,1
True,31,1.0,1.0,2.3164299108202364,0.24550560130162236,0.0,1.945317110064893,0.6015577912330627,0.17835721373558044,1.2143924617896846,0.0847406981206595,1.0675497864285841,3.9714801355167,0.3094479010754709,3.1810845339199543,11.317839610292747,3.1810845339199543,0.0,0.0,6.67367620955514,3.1810845339199543,0.2613705262357176,1.0,1.0,2.455495331082551,0.4426361786533541,0.0,1.5335497472583266,0.513846218585968,0.06508132070302963,0.851265718879274,0.4277109714118316,0.7863737113317371,3.381415514424745,0.5580255365608646,3.858857407968989,10.03405956274324,3.858857407968989,0.5441919593198792,0.3841391575993979,6.65969681599731,3.858857407968989,0.24503822429843813,1.0,1.0,3.1830808036067455,0.5419202434444355,0.0,1.8439810582003258,0.589137077331543,0.05775787681341171,1.0812555749012231,0.471180583521826,1.0098477628102298,3.273292717997864,0.6498399210679983,4.020614373747429,9.275880781282611,4.020614373747429,0.0,0.0,6.554999880511312,4.020614373747429,0.3606731593160121,0.0808,ok,0.1883,0.1616,2
