early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,45,0.0911,ok,0.1504,0.0583,1
True,25,0.0885,ok,0.1481,0.0576,2
True,45,0.0913,ok,0.1509,0.0576,3
True,63,0.0858,ok,0.1532,0.0597,4
True,43,0.0899,ok,0.1504,0.0567,5
True,43,0.0897,ok,0.1509,0.0567,6
True,43,0.0963,ok,0.1439,0.0604,7
True,43,0.0899,ok,0.1541,0.058,8
True,62,0.0381,ok,0.068,0.029,9
True,72,0.083,ok,0.1601,0.0611,10
True,60,0.0777,ok,0.1337,0.0526,11
True,71,0.0895,ok,0.1435,0.0557,12
True,44,0.0885,ok,0.1453,0.0621,13
True,34,0.092,ok,0.1453,0.06,14
True,33,0.0883,ok,0.1476,0.0591,15
True,40,0.0906,ok,0.1532,0.0603,16
True,76,0.072,ok,0.1333,0.0547,17
True,25,0.0245,ok,0.044,0.0152,18
True,45,0.0919,ok,0.1411,0.0562,19
True,61,0.0878,ok,0.1411,0.0585,20
