best_valid_diag_file,collapse_diag_file,combo_id,dataset,early_stopped,early_valid_diag_file,epoch_trace_file,epochs_run,feature_ablation.early_family_exposure_route_change_under_shuffle,feature_ablation.early_family_exposure_route_change_under_zero,feature_ablation.early_family_exposure_shuffle_delta_mrr,feature_ablation.early_family_exposure_zero_delta_mrr,feature_ablation.early_family_focus_route_change_under_shuffle,feature_ablation.early_family_focus_route_change_under_zero,feature_ablation.early_family_focus_shuffle_delta_mrr,feature_ablation.early_family_focus_zero_delta_mrr,feature_ablation.early_family_memory_route_change_under_shuffle,feature_ablation.early_family_memory_route_change_under_zero,feature_ablation.early_family_memory_shuffle_delta_mrr,feature_ablation.early_family_memory_zero_delta_mrr,feature_ablation.early_family_tempo_route_change_under_shuffle,feature_ablation.early_family_tempo_route_change_under_zero,feature_ablation.early_family_tempo_shuffle_delta_mrr,feature_ablation.early_family_tempo_zero_delta_mrr,feature_ablation.early_feature_shuffle_delta_mrr,feature_ablation.early_feature_zero_delta_mrr,feature_ablation.early_route_change_under_feature_shuffle,feature_ablation.early_route_change_under_feature_zero,feature_ablation.family_exposure_route_change_under_shuffle,feature_ablation.family_exposure_route_change_under_zero,feature_ablation.family_exposure_shuffle_delta_mrr,feature_ablation.family_exposure_zero_delta_mrr,feature_ablation.family_focus_route_change_under_shuffle,feature_ablation.family_focus_route_change_under_zero,feature_ablation.family_focus_shuffle_delta_mrr,feature_ablation.family_focus_zero_delta_mrr,feature_ablation.family_memory_route_change_under_shuffle,feature_ablation.family_memory_route_change_under_zero,feature_ablation.family_memory_shuffle_delta_mrr,feature_ablation.family_memory_zero_delta_mrr,feature_ablation.family_tempo_route_change_under_shuffle,feature_ablation.family_tempo_route_change_under_zero,feature_ablation.family_tempo_shuffle_delta_mrr,feature_ablation.family_tempo_zero_delta_mrr,feature_ablation.feature_shuffle_delta_mrr,feature_ablation.feature_zero_delta_mrr,feature_ablation.route_change_under_feature_shuffle,feature_ablation.route_change_under_feature_zero,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,model,mrr@20,status,test_diag_file,test_hr@10,test_mrr@20,trial,trial_count,trial_summary_file
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/KuaiRecLargeStrictPosV2_0.2/FMoEN3/best_valid_diag.json.gz,,C70,KuaiRecLargeStrictPosV2_0.2,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/KuaiRecLargeStrictPosV2_0.2/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/KuaiRecLargeStrictPosV2_0.2/FMoEN3/epoch_trace.csv.gz,15,0.03928158975987043,0.2282243111055898,-9.999999999999593e-05,-0.0012999999999999956,0.058376008208299406,0.2593528142412154,0.0008000000000000021,0.0004000000000000045,0.040337534105391995,0.21075406849144893,0.0040000000000000036,0.003700000000000002,0.02696453959446217,0.12754841470316233,-9.999999999999593e-05,-0.0011999999999999997,0.004200000000000002,0.0004000000000000045,0.09539962547333454,0.41116379330177005,0.10250021855057258,0.4301006252846909,0.0011000000000000038,0.003700000000000009,0.08500927114534303,0.4159132423242738,0.0,0.0006000000000000033,0.0842569970691218,0.3933392687067787,0.0015000000000000013,0.002600000000000005,0.05021717025319659,0.21092315761867297,0.0003000000000000086,0.0006000000000000033,0.0030000000000000027,0.003799999999999998,0.11860624548520526,0.6136301940268979,0.0,0.14757461033539146,0.0,2.2625535466875784,0.3706625699996948,0.060341622680425644,,,,,,11.744231473953125,0.0,0.0,3.3117171636846687,0.2156990627631234,0.0,0.1384189013117879,0.0,2.1437969443394826,0.7131039500236511,0.06239201873540878,,,,,,11.77440517500096,0.6706979107938348,0.46039720838853165,4.480743924206266,0.19824147307686998,0.0,0.4506561218910072,0.0,1.9659979780747046,0.3948713541030884,0.001274633570574224,,,,,,9.974307141032194,0.0,0.0,5.327388187430779,0.26791999668723343,FMoEN3,0.0801,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/KuaiRecLargeStrictPosV2_0.2/FMoEN3/test_diag.json.gz,0.1873,0.1614,3,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/KuaiRecLargeStrictPosV2_0.2/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/lastfm0.03/FMoEN3/best_valid_diag.json.gz,,C70,lastfm0.03,False,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/lastfm0.03/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/lastfm0.03/FMoEN3/epoch_trace.csv.gz,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.13931165348360858,0.0,2.3687960747304713,0.38080915808677673,-0.01907297968864441,0.0,0.09440416959928041,1.3394083145345999,3.9646656119252732,0.40578859455561955,11.771540542908571,0.0,0.0,2.57319213875325,0.2444119554623158,0.0,0.05392581622523617,0.0,2.4354909348974467,0.211931049823761,-0.000984736019745469,0.0,0.021564344277191103,1.3726793446870778,3.9981407228756027,0.33661786072734257,11.965205285818309,0.5802556211863132,0.48333423274426385,2.6044659327399007,0.14709718795178103,0.0,0.15227800025212765,0.0,2.417944250220116,0.36425527930259705,-0.016733651980757713,0.0,0.07005585383671932,1.368077590555206,3.9804644914729663,0.44727183132783316,11.728045935711535,0.0,0.0,2.5895427316564312,0.23789725027265382,FMoEN3,0.079,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/lastfm0.03/FMoEN3/test_diag.json.gz,0.1704,0.078,3,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/C70/lastfm0.03/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/KuaiRecLargeStrictPosV2_0.2/FMoEN3/best_valid_diag.json.gz,,E40,KuaiRecLargeStrictPosV2_0.2,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/KuaiRecLargeStrictPosV2_0.2/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/KuaiRecLargeStrictPosV2_0.2/FMoEN3/epoch_trace.csv.gz,28,0.020232031692133542,0.09822697972310791,0.0,0.0,0.030922605490910582,0.1568848031434474,0.0,-9.99999999999994e-05,0.020720894815060183,0.09538812281161858,0.0,-9.99999999999994e-05,0.020261938612594965,0.10359067088124192,0.0,-9.99999999999994e-05,0.0,-0.0001999999999999988,0.04408855209095385,0.2007283485398522,0.06815902199769026,0.29779355942965197,0.0007999999999999952,0.001899999999999999,0.029070676954647306,0.16799522409485554,0.00010000000000000286,0.0005000000000000004,0.052974358266502854,0.3156295866863592,0.001799999999999996,0.002799999999999997,0.04697456991547846,0.197592722956092,0.00020000000000000573,0.0003999999999999976,0.0030000000000000027,0.0032999999999999974,0.1293589336572483,0.68494784693178,0.0,0.1001255214214325,0.0,1.0926003617569138,0.2538803815841675,0.12763553857803345,,,,,,3.9602974492797753,0.0,0.0,2.3751176551540003,0.3294166770190622,0.0,0.19635428168501148,0.0,0.818891412981753,0.47920581698417664,0.04948977753520012,,,,,,3.8515055618495344,0.4652870971071919,0.3221848334467784,3.522549359128606,0.3463773517191878,0.0,0.26933708786964417,0.0,0.7617469983579591,0.33569133281707764,-0.07252266258001328,,,,,,3.7294561892904166,0.0,0.0,4.258315300155583,0.38201374798128285,FMoEN3,0.0799,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/KuaiRecLargeStrictPosV2_0.2/FMoEN3/test_diag.json.gz,0.1876,0.161,1,3,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/KuaiRecLargeStrictPosV2_0.2/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/lastfm0.03/FMoEN3/best_valid_diag.json.gz,,E40,lastfm0.03,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/lastfm0.03/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/lastfm0.03/FMoEN3/epoch_trace.csv.gz,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.268147736787796,0.0,1.0897285667122072,0.38661855459213257,-0.14100538194179535,0.0,0.26814772924521646,1.0897285667122072,3.7316801486158018,0.4841570920790895,3.7316801486158018,0.0,0.0,4.501463372493917,0.4841570920790895,0.0,0.125705286860466,0.0,1.0665234687439422,0.17627477645874023,-0.11740145832300186,0.0,0.1257052709599226,1.0665234687439422,3.937776099342308,0.3720990901877235,3.937776099342308,0.48214554309339036,0.3453075548931579,2.9447777081788296,0.3720990901877235,0.0,0.09637570381164551,0.0,1.1787461975096107,0.14881765842437744,-0.06886304914951324,0.0,0.09637571543320253,1.1787461975096107,3.963188671053197,0.30815678772133875,3.963188671053197,0.0,0.0,3.4080301775454553,0.30815678772133875,FMoEN3,0.4009,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/lastfm0.03/FMoEN3/test_diag.json.gz,0.4413,0.3749,3,3,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E40/lastfm0.03/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/KuaiRecLargeStrictPosV2_0.2/FMoEN3/best_valid_diag.json.gz,,E41,KuaiRecLargeStrictPosV2_0.2,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/KuaiRecLargeStrictPosV2_0.2/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/KuaiRecLargeStrictPosV2_0.2/FMoEN3/epoch_trace.csv.gz,69,0.011027601787053518,0.04485692989357739,0.0,0.0,0.023594259711697287,0.11198301286917796,0.0,0.0,0.005742128728587804,0.026834559517072254,0.0,0.0,0.02441670002438565,0.11233154351917034,0.0,0.0,0.0,0.0,0.03498419534280234,0.16735107503876398,0.07184562507764296,0.3039164262610368,0.0011000000000000038,0.002700000000000008,0.07244836455155725,0.33044041391177914,-9.999999999998899e-05,0.0,0.0559708016435003,0.2924402206670624,0.0015000000000000013,0.0021000000000000046,0.0411783786768258,0.13672178742160937,0.00010000000000000286,0.000899999999999998,0.0025000000000000022,0.0034000000000000002,0.09600811627810678,0.5239554432895772,0.0,0.10758616775274277,0.0,1.1419237673316356,0.23496656119823456,0.13294531404972076,,,,,,3.954230786273007,0.0,0.0,2.893952110994278,0.3066828164037158,0.0,0.1756109893321991,0.0,1.1205148111507377,0.3745006024837494,-0.021220738068223,,,,,,3.880333597538933,0.5173465255334185,0.3181195863187932,3.2443081460794527,0.40132441646997113,0.0,0.14179067313671112,0.0,0.9206781525416856,0.13304483890533447,-0.1096433475613594,,,,,,3.9211663362259266,0.0,0.0,4.874198272111175,0.3309074219774456,FMoEN3,0.0796,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/KuaiRecLargeStrictPosV2_0.2/FMoEN3/test_diag.json.gz,0.1878,0.1606,2,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/KuaiRecLargeStrictPosV2_0.2/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/lastfm0.03/FMoEN3/best_valid_diag.json.gz,,E41,lastfm0.03,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/lastfm0.03/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/lastfm0.03/FMoEN3/epoch_trace.csv.gz,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.20797274017658945,0.0,1.2842895251721864,0.08782075345516205,-0.1731288582086563,0.0,0.20797276711160498,1.2842895251721864,3.8341621114152895,0.44280610599621,3.8341621114152895,0.0,0.0,4.132329882434921,0.44280610599621,0.0,0.10512832789083387,0.0,1.3632169115399144,0.1727149337530136,0.008581188507378101,0.0,0.10512831969931988,1.3632169115399144,3.9562747308202026,0.5496737212445333,3.9562747308202026,0.46792946026041815,0.3378704250404403,2.746797697210811,0.5496737212445333,0.0,0.12299757438883628,0.0,1.337494735413417,0.013385701924562454,-0.1824047714471817,0.0,0.12299758529263635,1.337494735413417,3.940388331226982,0.6185256040957857,3.940388331226982,0.0,0.0,3.277250351278665,0.6185256040957857,FMoEN3,0.4031,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/lastfm0.03/FMoEN3/test_diag.json.gz,0.4443,0.3789,2,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E41/lastfm0.03/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/KuaiRecLargeStrictPosV2_0.2/FMoEN3/best_valid_diag.json.gz,,E42,KuaiRecLargeStrictPosV2_0.2,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/KuaiRecLargeStrictPosV2_0.2/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/KuaiRecLargeStrictPosV2_0.2/FMoEN3/epoch_trace.csv.gz,79,0.017902742694659562,0.07880933648046161,0.0,-9.99999999999994e-05,0.018100588476173376,0.0894274435104283,0.0,0.0,0.014989118482016716,0.07072756635885545,0.0,0.0,0.01711366010094735,0.09574125452629738,0.0,0.0,0.0,-0.0001999999999999988,0.03680391642626101,0.1805020681785765,0.07736000110425552,0.40549413134199247,0.0007999999999999952,0.0020999999999999908,0.04725408459517535,0.23627272350821982,0.0,-0.00010000000000000286,0.07792018072982088,0.3248466695193268,0.001799999999999996,0.0030999999999999917,0.04519510814802544,0.24423371568180874,0.0002999999999999947,0.0010999999999999899,0.0032999999999999974,0.003699999999999995,0.11019664950469536,0.5185756484050409,0.0,0.09528118194825541,0.0,1.2739073713747204,0.29353684186935425,0.1004430428147316,,,,,,3.9640127001768746,0.0,0.0,2.8896763319280363,0.28546385633635624,0.0,0.05076889088524689,0.0,1.110415914500428,0.5431525707244873,-0.10548736900091171,,,,,,3.9897158591720014,0.4998372150270382,0.337189379118233,3.674862958836559,0.35463511256504754,0.0,0.2993121325559695,0.0,0.872926781145829,0.2748556137084961,-0.01796482317149639,,,,,,3.6711134334720184,0.0,0.0,5.147372299555667,0.41488950543155684,FMoEN3,0.0797,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/KuaiRecLargeStrictPosV2_0.2/FMoEN3/test_diag.json.gz,0.1878,0.1605,3,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/KuaiRecLargeStrictPosV2_0.2/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/lastfm0.03/FMoEN3/best_valid_diag.json.gz,,E42,lastfm0.03,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/lastfm0.03/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/lastfm0.03/FMoEN3/epoch_trace.csv.gz,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08005205541849136,0.0,1.3036610480363264,0.06750713288784027,-0.20530420541763306,0.0,0.08005205417703838,1.3036610480363264,3.974530356663134,0.3015243250685711,3.974530356663134,0.0,0.0,4.488815667497167,0.3015243250685711,0.0,0.016362503170967102,0.0,1.348073697199082,-0.09906424582004547,-0.19598563015460968,0.0,0.01636247911220384,1.348073697199082,3.998929310413457,0.2907467997144834,3.998929310413457,0.5191553280837761,0.41589808033959585,4.034929598443437,0.2907467997144834,0.0,0.0694398399853611,0.0,1.3148291757447481,-0.10616325587034225,-0.23060518503189087,0.0,0.06943984218461834,1.3148291757447481,3.9808049702356976,0.27680431608277084,3.9808049702356976,0.0,0.0,4.136367188150999,0.27680431608277084,FMoEN3,0.4026,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/lastfm0.03/FMoEN3/test_diag.json.gz,0.4421,0.379,2,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/E42/lastfm0.03/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/KuaiRecLargeStrictPosV2_0.2/FMoEN3/best_valid_diag.json.gz,,M20,KuaiRecLargeStrictPosV2_0.2,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/KuaiRecLargeStrictPosV2_0.2/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/KuaiRecLargeStrictPosV2_0.2/FMoEN3/epoch_trace.csv.gz,77,0.009765759796817014,0.020501193976286126,-0.00010000000000000286,-0.00010000000000000286,0.010890720112634075,0.052869684044888,0.0,9.999999999999593e-05,0.010569795850759909,0.02847944014244895,0.0,9.999999999999593e-05,0.03338647563046091,0.1758388891189421,0.0,9.999999999999593e-05,0.0,0.0001999999999999988,0.04720002208511054,0.25673940949935814,0.08462738277637447,0.3197199331925408,0.00019999999999999185,0.000899999999999998,0.025111460792027293,0.1613489861553964,0.0,-0.00010000000000000286,0.019897304236200272,0.14652780653443206,9.999999999998899e-05,-0.00010000000000000286,0.04226883100749512,0.22357723577235772,0.00019999999999999185,0.0005999999999999894,0.00019999999999999185,0.0010000000000000009,0.09096649964801855,0.32186978066724636,0.0,0.2335716336965561,0.0,0.8848060842646176,0.29233652353286743,0.04133821278810501,,,,,,3.793066760235462,0.0,0.0,3.882051645482833,0.42325424103137466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FMoEN3,0.0783,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/KuaiRecLargeStrictPosV2_0.2/FMoEN3/test_diag.json.gz,0.1866,0.1589,2,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/KuaiRecLargeStrictPosV2_0.2/FMoEN3/trial_summary.csv
/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/lastfm0.03/FMoEN3/best_valid_diag.json.gz,,M20,lastfm0.03,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/lastfm0.03/FMoEN3/early_valid_diag.json.gz,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/lastfm0.03/FMoEN3/epoch_trace.csv.gz,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.078154494982422,0.0,1.2540643813240853,0.12170594185590744,-0.19630248844623566,0.0,0.07815450482924544,1.2540643813240853,3.975715202453883,0.43008648832751795,3.975715202453883,0.0,0.0,9.917436624016732,0.43008648832751795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FMoEN3,0.4001,ok,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/lastfm0.03/FMoEN3/test_diag.json.gz,0.4453,0.3794,4,4,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/diag/core_ablation_v2/M20/lastfm0.03/FMoEN3/trial_summary.csv
