file,phase,run_id,best_valid_mrr20,best_valid_hr10,best_valid_test_mrr20,best_valid_test_hr10,n_trials
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c4_20260317_024136_994551_pid55001.json,P4,k_groupignore_global6_c4_20260317_024136_994551_pid55001,0.0806,0.1143,0.1617,0.1892,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/F/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f_feat_injection_only_c3_20260317_035417_654766_pid89434.json,P4,f_feat_injection_only_c3_20260317_035417_654766_pid89434,0.0806,0.1139,0.1616,0.1903,7
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m1_20260317_234737_524461_pid290437.json,P6,p6_spec_b_m1_20260317_234737_524461_pid290437,0.0806,0.1144,0.1619,0.1895,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391.json,P1,n30a_20260314_064040_123768_pid264391,0.0805,0.1117,0.1599,0.1845,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676.json,P1,n30c_20260314_081549_685431_pid264676,0.0805,0.1132,0.1601,0.1852,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206.json,P1,l06_20260314_105534_414181_pid265206,0.0805,0.112,0.161,0.1877,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s02_20260314_133911_026689_pid280517.json,P1,s02_20260314_133911_026689_pid280517,0.0805,0.1139,0.1618,0.189,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_l08_20260314_192643_542922_pid387971.json,P2,pa_l08_20260314_192643_542922_pid387971,0.0805,0.1111,0.1608,0.1853,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_f04_20260314_201606_100694_pid388275.json,P2,pa_f04_20260314_201606_100694_pid388275,0.0805,0.1158,0.1608,0.1875,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_t3_20260314_202001_547199_pid388312.json,P2,pa_t3_20260314_202001_547199_pid388312,0.0805,0.1146,0.1606,0.1869,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_mx2_20260314_221542_826644_pid389016.json,P2,pa_mx2_20260314_221542_826644_pid389016,0.0805,0.1162,0.1526,0.1833,10
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb04_20260314_225330_221161_pid389100.json,P2,pb04_20260314_225330_221161_pid389100,0.0805,0.1129,0.162,0.1898,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb03_20260314_225555_322006_pid389125.json,P2,pb03_20260314_225555_322006_pid389125,0.0805,0.1127,0.1619,0.1891,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb01_20260314_230750_998288_pid389204.json,P2,pb01_20260314_230750_998288_pid389204,0.0805,0.1129,0.1621,0.19,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb02_20260314_233137_300972_pid389256.json,P2,pb02_20260314_233137_300972_pid389256,0.0805,0.1129,0.1621,0.1899,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc02_20260315_010237_286581_pid398143.json,P2,pc02_20260315_010237_286581_pid398143,0.0805,0.1143,0.1617,0.1888,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc01_20260315_012713_821300_pid398241.json,P2,pc01_20260315_012713_821300_pid398241,0.0805,0.1149,0.1602,0.189,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc06_20260315_022817_203378_pid398491.json,P2,pc06_20260315_022817_203378_pid398491,0.0805,0.1152,0.1605,0.1877,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc07_20260315_025909_012535_pid398634.json,P2,pc07_20260315_025909_012535_pid398634,0.0805,0.115,0.1618,0.1891,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc08_20260315_032220_092007_pid398716.json,P2,pc08_20260315_032220_092007_pid398716,0.0805,0.1133,0.1619,0.1898,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd09_20260315_042808_820084_pid398979.json,P2,pd09_20260315_042808_820084_pid398979,0.0805,0.1146,0.1602,0.1877,15
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd08_20260315_051021_136727_pid399110.json,P2,pd08_20260315_051021_136727_pid399110,0.0805,0.113,0.1617,0.1895,15
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c3_20260316_164842_195614_pid10182.json,P1,r_base_c3_20260316_164842_195614_pid10182,0.0805,0.1147,0.1612,0.1884,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c4_20260316_183744_404865_pid11228.json,P1,r_shared_moe_fixed05_c4_20260316_183744_404865_pid11228,0.0805,0.114,0.1609,0.1893,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c4_20260316_191605_648076_pid11453.json,P1,r_shared_moe_global_c4_20260316_191605_648076_pid11453,0.0805,0.1124,0.1614,0.1884,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c3_20260316_193814_729747_pid11669.json,P1,r_shared_moe_global_c3_20260316_193814_729747_pid11669,0.0805,0.1126,0.1615,0.1885,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_dense_c1_20260316_204831_609200_pid11998.json,P1,k_4e_dense_c1_20260316_204831_609200_pid11998,0.0805,0.1153,0.1615,0.1889,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_dense_c4_20260316_210649_994254_pid12060.json,P1,k_4e_dense_c4_20260316_210649_994254_pid12060,0.0805,0.115,0.1616,0.189,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_top2_c4_20260316_221843_540306_pid12431.json,P1,k_4e_top2_c4_20260316_221843_540306_pid12431,0.0805,0.1152,0.1618,0.1894,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_top2_c3_20260316_225245_106307_pid12555.json,P1,k_4e_top2_c3_20260316_225245_106307_pid12555,0.0805,0.1152,0.1619,0.1892,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_dense_c2_20260316_235953_930175_pid12892.json,P1,k_group_dense_c2_20260316_235953_930175_pid12892,0.0805,0.1137,0.1622,0.1891,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top1_c2_20260317_004302_905987_pid13131.json,P1,k_group_top1_c2_20260317_004302_905987_pid13131,0.0805,0.1145,0.1615,0.1886,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_dense_c3_20260317_011749_736867_pid17811.json,P1,k_group_dense_c3_20260317_011749_736867_pid17811,0.0805,0.114,0.1623,0.1905,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c2_20260317_012330_697161_pid20423.json,P1,k_group_top2_c2_20260317_012330_697161_pid20423,0.0805,0.1147,0.161,0.1884,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c3_20260317_031759_778069_pid75388.json,P1,k_groupignore_global6_c3_20260317_031759_778069_pid75388,0.0805,0.1153,0.1607,0.1887,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m2_20260318_003655_647173_pid290670.json,P6,p6_spec_b_m2_20260318_003655_647173_pid290670,0.0805,0.1142,0.1618,0.1893,5
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/N30A/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391.json,P1,n30a_20260314_064040_123768_pid264391,0.0805,0.1117,0.1599,0.1845,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/N30C/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676.json,P1,n30c_20260314_081549_685431_pid264676,0.0805,0.1132,0.1601,0.1852,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/L06/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206.json,P1,l06_20260314_105534_414181_pid265206,0.0805,0.112,0.161,0.1877,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/S02/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s02_20260314_133911_026689_pid280517.json,P1,s02_20260314_133911_026689_pid280517,0.0805,0.1139,0.1618,0.189,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_l08_20260314_192643_542922_pid387971.json,P2,pa_l08_20260314_192643_542922_pid387971,0.0805,0.1111,0.1608,0.1853,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_f04_20260314_201606_100694_pid388275.json,P2,pa_f04_20260314_201606_100694_pid388275,0.0805,0.1158,0.1608,0.1875,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_t3_20260314_202001_547199_pid388312.json,P2,pa_t3_20260314_202001_547199_pid388312,0.0805,0.1146,0.1606,0.1869,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_mx2_20260314_221542_826644_pid389016.json,P2,pa_mx2_20260314_221542_826644_pid389016,0.0805,0.1162,0.1526,0.1833,10
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PB04/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb04_20260314_225330_221161_pid389100.json,P2,pb04_20260314_225330_221161_pid389100,0.0805,0.1129,0.162,0.1898,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PB02/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb02_20260314_233137_300972_pid389256.json,P2,pb02_20260314_233137_300972_pid389256,0.0805,0.1129,0.1621,0.1899,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PB03/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb03_20260314_225555_322006_pid389125.json,P2,pb03_20260314_225555_322006_pid389125,0.0805,0.1127,0.1619,0.1891,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC02/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc02_20260315_010237_286581_pid398143.json,P2,pc02_20260315_010237_286581_pid398143,0.0805,0.1143,0.1617,0.1888,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC08/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc08_20260315_032220_092007_pid398716.json,P2,pc08_20260315_032220_092007_pid398716,0.0805,0.1133,0.1619,0.1898,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC07/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc07_20260315_025909_012535_pid398634.json,P2,pc07_20260315_025909_012535_pid398634,0.0805,0.115,0.1618,0.1891,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC06/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc06_20260315_022817_203378_pid398491.json,P2,pc06_20260315_022817_203378_pid398491,0.0805,0.1152,0.1605,0.1877,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PD09/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd09_20260315_042808_820084_pid398979.json,P2,pd09_20260315_042808_820084_pid398979,0.0805,0.1146,0.1602,0.1877,15
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PB01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pb01_20260314_230750_998288_pid389204.json,P2,pb01_20260314_230750_998288_pid389204,0.0805,0.1129,0.1621,0.19,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc01_20260315_012713_821300_pid398241.json,P2,pc01_20260315_012713_821300_pid398241,0.0805,0.1149,0.1602,0.189,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PD08/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pd08_20260315_051021_136727_pid399110.json,P2,pd08_20260315_051021_136727_pid399110,0.0805,0.113,0.1617,0.1895,15
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c3_20260316_134012_647623_pid5337.json,P4,r_base_c3_20260316_134012_647623_pid5337,0.0805,0.1141,0.1613,0.1876,10
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c4_20260316_134012_749305_pid5338.json,P4,r_base_c4_20260316_134012_749305_pid5338,0.0805,0.1143,0.1616,0.1877,10
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c3_20260316_164842_195614_pid10182.json,P4,r_base_c3_20260316_164842_195614_pid10182,0.0805,0.1147,0.1612,0.1884,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c4_20260316_183744_404865_pid11228.json,P4,r_shared_moe_fixed05_c4_20260316_183744_404865_pid11228,0.0805,0.114,0.1609,0.1893,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c4_20260316_191605_648076_pid11453.json,P4,r_shared_moe_global_c4_20260316_191605_648076_pid11453,0.0805,0.1124,0.1614,0.1884,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c3_20260316_193814_729747_pid11669.json,P4,r_shared_moe_global_c3_20260316_193814_729747_pid11669,0.0805,0.1126,0.1615,0.1885,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_dense_c1_20260316_204831_609200_pid11998.json,P4,k_4e_dense_c1_20260316_204831_609200_pid11998,0.0805,0.1153,0.1615,0.1889,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_dense_c4_20260316_210649_994254_pid12060.json,P4,k_4e_dense_c4_20260316_210649_994254_pid12060,0.0805,0.115,0.1616,0.189,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_top2_c4_20260316_221843_540306_pid12431.json,P4,k_4e_top2_c4_20260316_221843_540306_pid12431,0.0805,0.1152,0.1618,0.1894,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_top2_c3_20260316_225245_106307_pid12555.json,P4,k_4e_top2_c3_20260316_225245_106307_pid12555,0.0805,0.1152,0.1619,0.1892,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_dense_c2_20260316_235953_930175_pid12892.json,P4,k_group_dense_c2_20260316_235953_930175_pid12892,0.0805,0.1137,0.1622,0.1891,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top1_c2_20260317_004302_905987_pid13131.json,P4,k_group_top1_c2_20260317_004302_905987_pid13131,0.0805,0.1145,0.1615,0.1886,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_dense_c3_20260317_011749_736867_pid17811.json,P4,k_group_dense_c3_20260317_011749_736867_pid17811,0.0805,0.114,0.1623,0.1905,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top2_c2_20260317_012330_697161_pid20423.json,P4,k_group_top2_c2_20260317_012330_697161_pid20423,0.0805,0.1147,0.161,0.1884,7
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/K/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_groupignore_global6_c3_20260317_031759_778069_pid75388.json,P4,k_groupignore_global6_c3_20260317_031759_778069_pid75388,0.0805,0.1153,0.1607,0.1887,7
experiments/run/artifacts/results/fmoe_n3/normal/phase6_candidate_reinfor_v2/P6/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m2_20260318_003655_647173_pid290670.json,P6,p6_spec_b_m2_20260318_003655_647173_pid290670,0.0805,0.1142,0.1618,0.1893,5
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254.json,P1,l07_20260314_110255_758225_pid265254,0.0804,0.1137,0.1605,0.188,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f04_20260314_122829_445314_pid272411.json,P1,f04_20260314_122829_445314_pid272411,0.0804,0.1143,0.1616,0.1878,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s03_20260314_132852_197461_pid279476.json,P1,s03_20260314_132852_197461_pid279476,0.0804,0.1139,0.1621,0.1893,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_s03_20260314_212624_990013_pid388744.json,P2,pa_s03_20260314_212624_990013_pid388744,0.0804,0.1139,0.1618,0.1895,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_s02_20260314_214756_252554_pid388904.json,P2,pa_s02_20260314_214756_252554_pid388904,0.0804,0.1138,0.1618,0.1901,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc03_20260315_011528_034726_pid398192.json,P2,pc03_20260315_011528_034726_pid398192,0.0804,0.1151,0.1603,0.1874,20
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p3s4_01_20260315_173010_132186_pid408819.json,P3,p3s4_01_20260315_173010_132186_pid408819,0.0804,0.1128,0.1609,0.1882,30
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c3_20260316_201716_274765_pid11809.json,P1,r_shared_moe_stage_c3_20260316_201716_274765_pid11809,0.0804,0.1132,0.1612,0.1893,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_dense_c2_20260316_204015_077868_pid11966.json,P1,k_4e_dense_c2_20260316_204015_077868_pid11966,0.0804,0.1142,0.1619,0.1885,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_top1_c4_20260316_214511_870682_pid12240.json,P1,k_4e_top1_c4_20260316_214511_870682_pid12240,0.0804,0.114,0.1618,0.1895,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_top2_c2_20260316_214912_743250_pid12304.json,P1,k_4e_top2_c2_20260316_214912_743250_pid12304,0.0804,0.1144,0.1622,0.1897,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_dense_c3_20260316_215453_908728_pid12337.json,P1,k_4e_dense_c3_20260316_215453_908728_pid12337,0.0804,0.1146,0.161,0.1884,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_4e_top2_c1_20260316_220215_215739_pid12366.json,P1,k_4e_top2_c1_20260316_220215_215739_pid12366,0.0804,0.1141,0.1601,0.1863,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_k_group_top1_c4_20260317_011734_062993_pid17745.json,P1,k_group_top1_c4_20260317_011734_062993_pid17745,0.0804,0.1148,0.1617,0.1888,7
experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_base_b5_20260318_015913_095313_pid307006.json,P6,p6_base_b5_20260318_015913_095313_pid307006,0.0804,0.1118,0.162,0.1883,5
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/L07/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254.json,P1,l07_20260314_110255_758225_pid265254,0.0804,0.1137,0.1605,0.188,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/F04/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f04_20260314_122829_445314_pid272411.json,P1,f04_20260314_122829_445314_pid272411,0.0804,0.1143,0.1616,0.1878,20
experiments/run/artifacts/results/fmoe_n3/normal/phase1_upgrade_v1/S03/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s03_20260314_132852_197461_pid279476.json,P1,s03_20260314_132852_197461_pid279476,0.0804,0.1139,0.1621,0.1893,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_s03_20260314_212624_990013_pid388744.json,P2,pa_s03_20260314_212624_990013_pid388744,0.0804,0.1139,0.1618,0.1895,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PA/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pa_s02_20260314_214756_252554_pid388904.json,P2,pa_s02_20260314_214756_252554_pid388904,0.0804,0.1138,0.1618,0.1901,20
experiments/run/artifacts/results/fmoe_n3/normal/phase2_router_v1/PC03/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_pc03_20260315_011528_034726_pid398192.json,P2,pc03_20260315_011528_034726_pid398192,0.0804,0.1151,0.1603,0.1874,20
experiments/run/artifacts/results/fmoe_n3/normal/phase3_focus_v1/P3S4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p3s4_01_20260315_173010_132186_pid408819.json,P3,p3s4_01_20260315_173010_132186_pid408819,0.0804,0.1128,0.1609,0.1882,30
experiments/run/artifacts/results/fmoe_n3/normal/phase4_residual_topk_v2/R/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c3_20260316_201716_274765_pid11809.json,P4,r_shared_moe_stage_c3_20260316_201716_274765_pid11809,0.0804,0.1132,0.1612,0.1893,7
