early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124,ok,0.0222,0.0098,1
True,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.1915,0.0766,2
True,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0672,ok,0.1823,0.0687,3
True,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0677,ok,0.1869,0.0701,4
True,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0719,ok,0.1657,0.0692,5
True,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0585,ok,0.1366,0.054,6
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0744,ok,0.1832,0.0707,7
True,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0715,ok,0.1611,0.0645,8
True,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0675,ok,0.1878,0.0698,9
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0771,ok,0.185,0.0727,10
True,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0758,ok,0.1966,0.0778,11
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136,ok,0.0337,0.0117,12
True,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0658,ok,0.1804,0.0681,13
True,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0759,ok,0.1966,0.0806,14
True,55,1.0,1.0,0.0,0.5173837984387935,0.0,1.4267334987133005,0.3339635729789734,-0.07603252679109573,0.0,0.3728243370011663,0.5134676094803763,1.755929469417214,0.6657116779067999,6.789974319021237,4.733033223902568,6.789974319021237,0.0,1.0,0.0,1.0,0.0,1.0,0.0001078306913155708,0.9998921751222045,0.0013488567161648118,0.9986523820288811,0.0019526798639271069,0.9980492253750893,0.0,0.0,6.664415974145891,6.789974319021237,0.5386897216165509,0.0815,ok,0.1887,0.0816,15
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131,ok,0.0268,0.0102,16
True,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0763,ok,0.1864,0.0717,17
True,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,ok,0.1846,0.0761,18
True,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0743,ok,0.1864,0.0735,19
True,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0759,ok,0.1874,0.0747,20
