avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
14.704987406730652,True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,ok,15771.412525377165,0.17157626152038574,0.3606,0.3388,1
14.722090210233416,True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0172,ok,15151.290986347562,0.17859864234924316,0.3651,0.342,2
14.525779783725739,True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0176,ok,12037.220234364311,0.22480273246765137,0.3527,0.3352,3
14.415767565369606,True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0181,ok,15559.674356626216,0.17391109466552734,0.3606,0.3388,4
14.522309155691238,True,21,1.0,1.0,0.0,0.3152351281401878,0.0,1.9858278072201558,0.32633137702941895,0.16935867071151733,0.0,0.15298670077390447,1.0289084215986428,2.931391095514035,0.48363866576979386,5.846462382109174,8.18648221904633,5.846462382109174,0.0,1.0,0.014373794560024961,0.985780071711377,0.02180492295371222,0.9784310858815266,0.021316460726362667,0.9789091292526043,0.006174555503494162,0.9938444678905332,0.01207605670653855,0.9879969214989713,0.01816376225203574,0.9820002046248953,0.7497014788279599,0.4438278762732152,9.154799585595885,5.846462382109174,0.3571795987813081,0.0183,ok,15498.884501780016,0.17459321022033691,0.3516,0.3339,5
14.464667745998927,True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0173,ok,13164.255444710827,0.20555663108825684,0.3662,0.3412,6
14.502570373671395,True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0173,ok,15268.737008212986,0.17722487449645996,0.3662,0.3408,7
14.447811535426549,True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0171,ok,15218.23033995618,0.17781305313110352,0.3651,0.3421,8
14.440494196755546,True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0172,ok,15678.189948640877,0.17259645462036133,0.3651,0.342,9
14.464716264179774,True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0183,ok,14166.673894510592,0.19101166725158691,0.355,0.3345,10
