early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,39,0.2733,ok,0.4244,0.2738,1
True,13,0.292,ok,0.4593,0.2911,2
True,12,0.2782,ok,0.4193,0.2766,3
True,12,0.2838,ok,0.4319,0.2822,4
True,12,0.2792,ok,0.4242,0.2804,5
True,13,0.2938,ok,0.4591,0.293,6
True,37,0.2737,ok,0.4251,0.2753,7
True,16,0.2825,ok,0.4446,0.2825,8
True,34,0.2765,ok,0.4269,0.2781,9
True,34,0.2766,ok,0.4263,0.2782,10
True,13,0.2954,ok,0.4602,0.2947,11
True,13,0.2949,ok,0.4596,0.294,12
True,12,0.2833,ok,0.438,0.2822,13
True,12,0.2837,ok,0.4315,0.2816,14
True,19,0.2784,ok,0.4367,0.2776,15
True,12,0.2923,ok,0.4639,0.291,16
True,12,0.2931,ok,0.465,0.2915,17
True,35,0.2741,ok,0.425,0.275,18
True,12,0.2835,ok,0.4321,0.2818,19
True,12,0.284,ok,0.4345,0.2823,20
