early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1855,0.1602,1
True,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1892,0.1613,2
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.1855,0.1605,3
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.186,0.1604,4
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1871,0.1612,5
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0508,ok,0.1176,0.0902,6
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804,ok,0.188,0.1609,7
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1851,0.1603,8
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1852,0.1603,9
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.1874,0.1612,10
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1883,0.1602,11
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804,ok,0.187,0.1613,12
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1854,0.1599,13
True,23,0.0,0.1555716972393809,0.0,2.258644990325069,0.3771555721759796,-0.005563536658883095,11.716432054717414,0.0,0.0,2.9413143312671406,0.2678967351057237,0.0,0.711696041327479,0.0,1.8434386480154017,0.6294741034507751,-0.026722151786088943,7.965423943750407,0.650943050275642,0.5046398168429674,4.3308865277741155,0.3855094447688532,0.0,0.1147268156788702,0.0,2.2931227349068837,0.5019164681434631,-0.0283585824072361,11.844104868078334,0.0,0.0,2.9838479312799957,0.28089993220976045,0.0805,ok,0.1877,0.161,14
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0803,ok,0.1887,0.1613,15
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1872,0.1614,16
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1812,0.1594,17
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1882,0.1618,18
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1886,0.1616,19
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1856,0.1607,20
