early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0306,ok,0.0351,0.0131,1
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0237,ok,0.0175,0.0035,2
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502,ok,0.0614,0.0395,3
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0469,ok,0.0614,0.0318,4
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502,ok,0.0614,0.0395,5
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502,ok,0.0614,0.0395,6
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0477,ok,0.0351,0.0257,7
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0516,ok,0.0351,0.0257,8
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,ok,0.0263,0.0032,9
True,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0293,ok,0.0175,0.0061,10
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,ok,0.0439,0.0274,11
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502,ok,0.0614,0.0395,12
True,22,1.0,1.0,0.0,0.042767410754638586,0.0,1.7904497640387056,0.1627921313047409,-0.009789194911718369,0.0,0.014832596367385787,0.6929152125634518,1.9995599761347838,1.0,2.961845141385509,5.989044797671096,2.961845141385509,0.0,1.0,0.0,1.0,0.0,1.0,1.5976917064559143e-05,0.9999840232105657,1.8204281114833018e-05,0.9999817959249511,3.493611857426905e-05,0.9999650644916848,0.0,0.0,7.34861293556416,2.961845141385509,0.9553299492385787,0.0565,ok,0.0526,0.03,13
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0516,ok,0.0351,0.0257,14
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,ok,0.0614,0.03,15
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502,ok,0.0614,0.0395,16
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0554,ok,0.0614,0.0375,17
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0506,ok,0.0526,0.0244,18
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,ok,0.0614,0.0297,19
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0469,ok,0.0614,0.0236,20
