global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.365600,0.365600,P4XD_XD_RETAIL_ROCKET_R01_H2_V3_ANCHOR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,retail_rocket,1,2,running,0.364600,,,,,,2026-04-15T13:12:31.500900Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R01_h2_v3_anchor,template,exploit,H2,v3_best_retail_h2,best old retail FMoE anchor,tpe,v3_best_retail_h2,cross_dataset,6,0.0005,0.0001
0.367100,0.367100,P4XD_XD_RETAIL_ROCKET_R02_H6_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,retail_rocket,1,5,running,0.364300,,,,,,2026-04-15T13:25:08.322935Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R02_h6_regularized,template,transfer,H6,retail_default_outlier+kuai_h6,regularized compact retail follow-up,tpe,retail_default_outlier+kuai_h6,cross_dataset,6,0.0008,0.0002
0.370100,0.370100,P4XD_XD_RETAIL_ROCKET_R03_H13_WIDTH_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,retail_rocket,1,4,running,0.371700,,,,,,2026-04-15T13:41:30.069608Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R03_h13_width_up,template,new_axis,H13,baseline_width_up_style,retail width-up inspired probe,tpe,baseline_width_up_style,cross_dataset,6,0.0005,0.0001
0.370700,0.370700,P4XD_XD_RETAIL_ROCKET_R03_H13_WIDTH_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,retail_rocket,1,4,running,0.370500,,,,,,2026-04-15T13:57:40.153279Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R03_h13_width_up,template,new_axis,H13,baseline_width_up_style,retail width-up inspired probe,tpe,baseline_width_up_style,cross_dataset,6,0.0005,0.0001
0.370700,0.366900,P4XD_XD_RETAIL_ROCKET_R01_H2_V3_ANCHOR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,retail_rocket,1,2,run_complete_no_result,0.363800,,,False,False,,2026-04-15T14:08:09.183658Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R01_h2_v3_anchor,template,exploit,H2,v3_best_retail_h2,best old retail FMoE anchor,tpe,v3_best_retail_h2,cross_dataset,6,0.0005,0.0001
0.371400,0.371400,P4XD_XD_RETAIL_ROCKET_R03_H13_WIDTH_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,retail_rocket,1,4,running,0.368200,,,,,,2026-04-15T14:31:58.779160Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R03_h13_width_up,template,new_axis,H13,baseline_width_up_style,retail width-up inspired probe,tpe,baseline_width_up_style,cross_dataset,6,0.0005,0.0001
0.371400,0.371400,P4XD_XD_RETAIL_ROCKET_R03_H13_WIDTH_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,retail_rocket,1,4,run_complete_no_result,0.368200,,,False,False,,2026-04-15T14:47:57.050082Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R03_h13_width_up,template,new_axis,H13,baseline_width_up_style,retail width-up inspired probe,tpe,baseline_width_up_style,cross_dataset,6,0.0005,0.0001
0.371400,0.370000,P4XD_XD_RETAIL_ROCKET_R02_H6_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,retail_rocket,1,5,run_complete_no_result,0.369300,,,False,False,,2026-04-15T14:56:03.905600Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R02_h6_regularized,template,transfer,H6,retail_default_outlier+kuai_h6,regularized compact retail follow-up,tpe,retail_default_outlier+kuai_h6,cross_dataset,6,0.0008,0.0002
0.371400,0.370400,P4XD_XD_RETAIL_ROCKET_R04_H15_SHORT_HI_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,retail_rocket,1,2,run_complete_no_result,0.368300,,,False,False,,2026-04-15T15:26:00.434917Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R04_h15_short_hi,template,new_axis,H15,baseline_short_hi_style,short-high intensity retail probe,tpe,baseline_short_hi_style,cross_dataset,6,0.0005,0.0001
0.371400,0.367500,P4XD_XD_RETAIL_ROCKET_R05_H2_REG_RELIEF_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,retail_rocket,1,0,run_complete_no_result,0.363700,,,False,False,,2026-04-15T15:42:32.388033Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,R05_h2_reg_relief,template,exploit,H2,baseline_reg_relief_style+v3_h2,same h2 family with lighter regularization,tpe,baseline_reg_relief_style+v3_h2,cross_dataset,6,0.0005,0.0001
