global_best_valid_mrr20,global_best_test_mrr20,model,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,profile_id,concept_id,detail_id,lr_band_id,lr_lo,lr_hi,lr_center,stage_id,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,result_path,timestamp_utc
0.123200,0.087800,GRU4Rec,0.002900,0.000000,0.002900,0.000000,B3,STRUCT,B3,"LR4,LR5",1.557818e-03,8.835750e-03,3.710053e-03,B,P17_SB_D01_M02_GRU4REC_B3_S1,SB_AMAZON_BEAUTY_GRU4REC_B3_S1,amazon_beauty,B3,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p17_sb_d01_m02_gru4rec_b3_s1_20260329_215414_616622_pid520480.json,2026-03-29T21:54:34.685095Z
0.123200,0.090500,SASRec,0.123200,0.090500,0.117100,0.090500,B6,STRUCT,B6,"LR3,LR2",4.088889e-04,4.471200e-03,1.352118e-03,B,P17_SB_D01_M01_SASREC_B6_S1,SB_AMAZON_BEAUTY_SASREC_B6_S1,amazon_beauty,B6,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/SASRec/amazon_beauty_SASRec_p17_sb_d01_m01_sasrec_b6_s1_20260329_215348_534651_pid520395.json,2026-03-29T21:54:35.761498Z
0.123200,0.090500,SASRec,0.123200,0.090500,0.116300,0.084300,B5,STRUCT,B5,"LR3,LR2",3.072000e-04,2.880000e-03,9.406041e-04,B,P17_SB_D01_M01_SASREC_B5_S1,SB_AMAZON_BEAUTY_SASREC_B5_S1,amazon_beauty,B5,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/SASRec/amazon_beauty_SASRec_p17_sb_d01_m01_sasrec_b5_s1_20260329_215344_372999_pid520382.json,2026-03-29T21:54:38.833189Z
0.123200,0.090500,GRU4Rec,0.014400,0.002200,0.014400,0.002200,B4,STRUCT,B4,"LR4,LR5",1.550400e-03,7.267500e-03,3.356714e-03,B,P17_SB_D01_M02_GRU4REC_B4_S1,SB_AMAZON_BEAUTY_GRU4REC_B4_S1,amazon_beauty,B4,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p17_sb_d01_m02_gru4rec_b4_s1_20260329_215424_925151_pid520508.json,2026-03-29T21:54:51.908380Z
0.123200,0.090500,GRU4Rec,0.014400,0.002200,0.004400,0.000000,B5,STRUCT,B5,"LR4,LR5",1.044480e-03,7.650000e-03,2.826707e-03,B,P17_SB_D01_M02_GRU4REC_B5_S1,SB_AMAZON_BEAUTY_GRU4REC_B5_S1,amazon_beauty,B5,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p17_sb_d01_m02_gru4rec_b5_s1_20260329_215439_820186_pid520538.json,2026-03-29T21:54:54.989697Z
0.123200,0.090500,GRU4Rec,0.014400,0.002200,0.008800,0.001700,B6,STRUCT,B6,"LR4,LR5",1.390222e-03,1.000000e-02,3.728568e-03,B,P17_SB_D01_M02_GRU4REC_B6_S1,SB_AMAZON_BEAUTY_GRU4REC_B6_S1,amazon_beauty,B6,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p17_sb_d01_m02_gru4rec_b6_s1_20260329_215440_739357_pid520543.json,2026-03-29T21:54:59.070293Z
0.123200,0.090500,DuoRec,0.108500,0.087700,0.108500,0.087700,B1,STRUCT,B1,"LR3,LR2",4.080000e-04,1.982880e-03,8.994526e-04,B,P17_SB_D01_M03_DUOREC_B1_S1,SB_AMAZON_BEAUTY_DUOREC_B1_S1,amazon_beauty,B1,1,4,run_complete,4,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DuoRec/amazon_beauty_DuoRec_p17_sb_d01_m03_duorec_b1_s1_20260329_215444_024798_pid520564.json,2026-03-29T21:55:08.155685Z
0.123200,0.090500,DuoRec,0.111800,0.087700,0.111800,0.080400,B2,STRUCT,B2,"LR3,LR2",4.320000e-04,2.592000e-03,1.058180e-03,B,P17_SB_D01_M03_DUOREC_B2_S1,SB_AMAZON_BEAUTY_DUOREC_B2_S1,amazon_beauty,B2,1,7,run_complete,4,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DuoRec/amazon_beauty_DuoRec_p17_sb_d01_m03_duorec_b2_s1_20260329_215457_089068_pid520615.json,2026-03-29T21:55:29.251193Z
0.123200,0.090500,DuoRec,0.111800,0.087700,0.103500,0.078900,B4,STRUCT,B4,"LR3,LR2",4.104000e-04,2.462400e-03,1.005271e-03,B,P17_SB_D01_M03_DUOREC_B4_S1,SB_AMAZON_BEAUTY_DUOREC_B4_S1,amazon_beauty,B4,1,5,run_complete,4,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DuoRec/amazon_beauty_DuoRec_p17_sb_d01_m03_duorec_b4_s1_20260329_215504_420448_pid520651.json,2026-03-29T21:55:41.329428Z
0.123200,0.090500,DuoRec,0.111800,0.087700,0.101500,0.083300,B5,STRUCT,B5,"LR3,LR2",2.764800e-04,2.592000e-03,8.465437e-04,B,P17_SB_D01_M03_DUOREC_B5_S1,SB_AMAZON_BEAUTY_DUOREC_B5_S1,amazon_beauty,B5,1,4,run_complete,4,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DuoRec/amazon_beauty_DuoRec_p17_sb_d01_m03_duorec_b5_s1_20260329_215513_492901_pid520682.json,2026-03-29T21:55:45.405768Z
0.123200,0.090500,DIFSR,0.104000,0.074600,0.104000,0.074600,B1,STRUCT,B1,"LR4,LR6",1.722667e-03,7.650000e-03,3.630207e-03,B,P17_SB_D01_M04_DIFSR_B1_S1,SB_AMAZON_BEAUTY_DIFSR_B1_S1,amazon_beauty,B1,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DIFSR/amazon_beauty_DIFSR_p17_sb_d01_m04_difsr_b1_s1_20260329_215546_560537_pid520736.json,2026-03-29T21:56:00.480435Z
0.123200,0.090500,DIFSR,0.104000,0.079700,0.097800,0.079700,B2,STRUCT,B2,"LR4,LR6",1.824000e-03,1.000000e-02,4.270831e-03,B,P17_SB_D01_M04_DIFSR_B2_S1,SB_AMAZON_BEAUTY_DIFSR_B2_S1,amazon_beauty,B2,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DIFSR/amazon_beauty_DIFSR_p17_sb_d01_m04_difsr_b2_s1_20260329_215550_576083_pid520749.json,2026-03-29T21:56:04.560421Z
0.123200,0.090500,DuoRec,0.114200,0.087700,0.114200,0.084600,B6,STRUCT,B6,"LR3,LR2",3.680000e-04,4.024080e-03,1.216907e-03,B,P17_SB_D01_M03_DUOREC_B6_S1,SB_AMAZON_BEAUTY_DUOREC_B6_S1,amazon_beauty,B6,1,7,run_complete,4,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DuoRec/amazon_beauty_DuoRec_p17_sb_d01_m03_duorec_b6_s1_20260329_215534_415823_pid520710.json,2026-03-29T21:56:06.636696Z
0.123200,0.090500,DuoRec,0.116800,0.087700,0.116800,0.068900,B3,STRUCT,B3,"LR3,LR2",4.123636e-04,2.993760e-03,1.111089e-03,B,P17_SB_D01_M03_DUOREC_B3_S1,SB_AMAZON_BEAUTY_DUOREC_B3_S1,amazon_beauty,B3,1,6,run_complete,4,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DuoRec/amazon_beauty_DuoRec_p17_sb_d01_m03_duorec_b3_s1_20260329_215500_276977_pid520629.json,2026-03-29T21:56:27.731145Z
0.123200,0.090500,DIFSR,0.104000,0.079700,0.100100,0.078900,B4,STRUCT,B4,"LR4,LR6",1.732800e-03,9.500000e-03,4.057290e-03,B,P17_SB_D01_M04_DIFSR_B4_S1,SB_AMAZON_BEAUTY_DIFSR_B4_S1,amazon_beauty,B4,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DIFSR/amazon_beauty_DIFSR_p17_sb_d01_m04_difsr_b4_s1_20260329_215609_729402_pid520803.json,2026-03-29T21:56:28.813626Z
0.123200,0.090500,DIFSR,0.104000,0.080200,0.097900,0.080200,B3,STRUCT,B3,"LR4,LR6",1.741091e-03,1.000000e-02,4.172638e-03,B,P17_SB_D01_M04_DIFSR_B3_S1,SB_AMAZON_BEAUTY_DIFSR_B3_S1,amazon_beauty,B3,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DIFSR/amazon_beauty_DIFSR_p17_sb_d01_m04_difsr_b3_s1_20260329_215605_680188_pid520791.json,2026-03-29T21:56:30.887012Z
0.123200,0.090500,DIFSR,0.104000,0.080200,0.099600,0.078900,B5,STRUCT,B5,"LR4,LR6",1.167360e-03,1.000000e-02,3.416665e-03,B,P17_SB_D01_M04_DIFSR_B5_S1,SB_AMAZON_BEAUTY_DIFSR_B5_S1,amazon_beauty,B5,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DIFSR/amazon_beauty_DIFSR_p17_sb_d01_m04_difsr_b5_s1_20260329_215611_692023_pid520820.json,2026-03-29T21:56:32.965350Z
0.123200,0.090500,DIFSR,0.104000,0.080200,0.102300,0.078900,B6,STRUCT,B6,"LR4,LR6",1.553778e-03,1.000000e-02,3.941799e-03,B,P17_SB_D01_M04_DIFSR_B6_S1,SB_AMAZON_BEAUTY_DIFSR_B6_S1,amazon_beauty,B6,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/DIFSR/amazon_beauty_DIFSR_p17_sb_d01_m04_difsr_b6_s1_20260329_215632_868406_pid520869.json,2026-03-29T21:56:48.056126Z
0.123200,0.090500,FAME,0.019300,0.004400,0.019300,0.004400,B1,STRUCT,B1,"LR6,LR4",1.450667e-03,7.344000e-03,3.264000e-03,B,P17_SB_D01_M05_FAME_B1_S1,SB_AMAZON_BEAUTY_FAME_B1_S1,amazon_beauty,B1,1,4,run_complete,5,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/FAME/amazon_beauty_FAME_p17_sb_d01_m05_fame_b1_s1_20260329_215633_935875_pid520874.json,2026-03-29T21:57:10.149185Z
0.123200,0.090500,FAME,0.019300,0.004400,0.017100,0.000000,B2,STRUCT,B2,"LR6,LR4",1.536000e-03,9.600000e-03,3.840000e-03,B,P17_SB_D01_M05_FAME_B2_S1,SB_AMAZON_BEAUTY_FAME_B2_S1,amazon_beauty,B2,1,5,run_complete,5,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/FAME/amazon_beauty_FAME_p17_sb_d01_m05_fame_b2_s1_20260329_215636_000797_pid520891.json,2026-03-29T21:57:12.207596Z
0.123200,0.090500,FAME,0.019300,0.004400,0.011800,0.000000,B3,STRUCT,B3,"LR6,LR4",1.466182e-03,1.000000e-02,3.829075e-03,B,P17_SB_D01_M05_FAME_B3_S1,SB_AMAZON_BEAUTY_FAME_B3_S1,amazon_beauty,B3,1,7,run_complete,5,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/FAME/amazon_beauty_FAME_p17_sb_d01_m05_fame_b3_s1_20260329_215638_163189_pid520909.json,2026-03-29T21:57:14.274700Z
0.123200,0.090500,FAME,0.019300,0.004400,0.010000,0.000000,B4,STRUCT,B4,"LR6,LR4",1.459200e-03,9.120000e-03,3.648000e-03,B,P17_SB_D01_M05_FAME_B4_S1,SB_AMAZON_BEAUTY_FAME_B4_S1,amazon_beauty,B4,1,6,run_complete,5,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/FAME/amazon_beauty_FAME_p17_sb_d01_m05_fame_b4_s1_20260329_215653_245196_pid520964.json,2026-03-29T21:57:17.346456Z
0.123200,0.090500,FAME,0.019300,0.004400,0.005200,0.000000,B5,STRUCT,B5,"LR6,LR4",9.830400e-04,9.600000e-03,3.072000e-03,B,P17_SB_D01_M05_FAME_B5_S1,SB_AMAZON_BEAUTY_FAME_B5_S1,amazon_beauty,B5,1,4,run_complete,5,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/FAME/amazon_beauty_FAME_p17_sb_d01_m05_fame_b5_s1_20260329_215715_450631_pid520995.json,2026-03-29T21:57:42.444158Z
0.123200,0.090500,FAME,0.019300,0.013900,0.013300,0.013900,B6,STRUCT,B6,"LR6,LR4",1.308444e-03,1.000000e-02,3.617243e-03,B,P17_SB_D01_M05_FAME_B6_S1,SB_AMAZON_BEAUTY_FAME_B6_S1,amazon_beauty,B6,1,5,run_complete,5,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/amazon_beauty/FAME/amazon_beauty_FAME_p17_sb_d01_m05_fame_b6_s1_20260329_215717_273366_pid521006.json,2026-03-29T21:57:55.530299Z
