run_name,phase,run_phase,best_valid_mrr20,best_valid_test_mrr20,expert_count,expert_scale,moe_top_k,group_top_k,topk_scope_mode,macro_n_eff,macro_n_eff_scope_norm,macro_cv_usage,macro_top1_max_frac,macro_top1_over_scope_uniform,macro_group_n_eff,macro_group_n_eff_expscale_norm,macro_group_top1_max_frac,macro_group_top1_over_uniform,macro_knn_js
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_004244_033219_pid290718,P6,P6_FEAT_W10_MEM,0.0795,0.1619,12.0,3.0,0.0,0.0,group_dense,2.9564881806315775,0.9854960602105258,0.1213154272343091,0.39783921408068157,1.1935176422420448,1.0,0.3333333333333333,1.0,3.0,0.019968843316737626
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_033951_791226_pid354503,P6,P6_FEAT_W10_MEM,0.0794,0.1619,12.0,3.0,0.0,0.0,group_dense,2.9479058312857394,0.9826352770952465,0.13293458870248231,0.4815500920649623,1.444650276194887,1.0,0.3333333333333333,1.0,3.0,0.027161965119449544
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_exp_20260318_041800_188691_pid376196,P6,P6_FEAT_W10_MEM_EXP,0.0801,0.1613,12.0,3.0,0.0,0.0,group_dense,5.885662385464001,1.9618874618213338,0.13937857460251896,0.32362568153801063,0.9708770446140319,1.9942824253642546,0.6647608084547515,0.5211749413267646,1.5635248239802937,0.022456243919500112
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_foc_20260318_042915_956793_pid380787,P6,P6_FEAT_W10_MEM_FOC,0.0798,0.1615,12.0,3.0,0.0,0.0,group_dense,5.8214492852187165,1.9404830950729055,0.1751320049127339,0.32622766333979913,0.9786829900193974,1.996878259004523,0.665626086334841,0.5821928688247678,1.7465786064743036,0.025214625941469136
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_004702_225640_pid290742,P6,P6_FEAT_W10_TEM,0.0793,0.1613,12.0,3.0,0.0,0.0,group_dense,2.865306701028727,0.9551022336762424,0.21681419113832143,0.5353661455991158,1.6060984367973474,1.0,0.3333333333333333,1.0,3.0,0.0321264883101436
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_033554_474044_pid353014,P6,P6_FEAT_W10_TEM,0.0793,0.1611,12.0,3.0,0.0,0.0,group_dense,2.861289613713821,0.9537632045712736,0.22017761408753353,0.5420154060590603,1.6260462181771809,1.0,0.3333333333333333,1.0,3.0,0.028851220140124693
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_exp_20260318_042257_498641_pid378128,P6,P6_FEAT_W10_TEM_EXP,0.0801,0.1608,12.0,3.0,0.0,0.0,group_dense,5.847224451309161,1.9490748171030539,0.16164152870201,0.27523060986605274,0.8256918295981582,1.9873675791397913,0.6624558597132638,0.571997485272962,1.7159924558188862,0.030105368257744593
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_foc_20260318_005935_945321_pid291470,P6,P6_FEAT_W10_TEM_FOC,0.0797,0.1617,12.0,3.0,0.0,0.0,group_dense,5.895903345259173,1.965301115086391,0.13287504366412628,0.33138688091067126,0.9941606427320138,1.9927171798586718,0.6642390599528906,0.5305514724800713,1.5916544174402139,0.027937918925020025
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_foc_20260318_035625_657689_pid364926,P6,P6_FEAT_W10_TEM_FOC,0.0797,0.1617,12.0,3.0,0.0,0.0,group_dense,5.91980665342487,1.9732688844749566,0.11639041106729474,0.30948369790163477,0.9284510937049043,1.99813635125015,0.6660454504167167,0.5051558616184193,1.515467584855258,0.03155700517011326
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_mem_20260318_011504_048455_pid293317,P6,P6_FEAT_W10_TEM_MEM,0.0797,0.1618,12.0,3.0,0.0,0.0,group_dense,5.936937176834636,1.9789790589448788,0.10306319855890292,0.30959780028503225,0.9287934008550968,1.9982762900311153,0.6660920966770384,0.5336121011170847,1.600836303351254,0.021700374009167744
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_mem_20260318_035701_932857_pid365013,P6,P6_FEAT_W10_TEM_MEM,0.0798,0.1615,12.0,3.0,0.0,0.0,group_dense,5.914738365567337,1.9715794551891124,0.12006348386217702,0.2873813950470616,0.8621441851411848,1.999715845431357,0.666571948477119,0.5229245112055252,1.5687735336165756,0.023344170688218528
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_exp_20260317_235820_105038_pid290507,P6,P6_FEAT_W5_EXP,0.0794,0.1604,12.0,3.0,0.0,0.0,group_dense,2.974203280285755,0.9914010934285851,0.09313191842329016,0.4042088118362206,1.2126264355086618,1.0,0.3333333333333333,1.0,3.0,0.033194255693056535
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_exp_20260318_025118_675592_pid335693,P6,P6_FEAT_W5_EXP,0.0794,0.1605,12.0,3.0,0.0,0.0,group_dense,2.977013042297102,0.9923376807657007,0.08787232189260955,0.4012600482809693,1.203780144842908,1.0,0.3333333333333333,1.0,3.0,0.033769938847817586
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_foc_20260318_000741_758427_pid290539,P6,P6_FEAT_W5_FOC,0.0794,0.1614,12.0,3.0,0.0,0.0,group_dense,2.9592308885612657,0.9864102961870885,0.11737500526383504,0.49258446372998455,1.4777533911899536,1.0,0.3333333333333333,1.0,3.0,0.03225613857559197
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_foc_20260318_025118_742663_pid335692,P6,P6_FEAT_W5_FOC,0.0793,0.1609,12.0,3.0,0.0,0.0,group_dense,2.9297005770005664,0.9765668590001888,0.15490437209891164,0.46831869019413064,1.4049560705823918,1.0,0.3333333333333333,1.0,3.0,0.041259283330657925
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_foc_exp_20260318_034139_837745_pid355377,P6,P6_FEAT_W5_FOC_EXP,0.0798,0.1614,12.0,3.0,0.0,0.0,group_dense,5.885173592758913,1.9617245309196376,0.13968275816193942,0.30610089782914623,0.9183026934874388,1.9959047421905298,0.6653015807301766,0.5147605975385208,1.5442817926155623,0.03277435733273489
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_20260318_025118_643183_pid335691,P6,P6_FEAT_W5_MEM,0.0796,0.1616,12.0,3.0,0.0,0.0,group_dense,2.9645325293487503,0.9881775097829167,0.10938016744315125,0.4596648074690078,1.3789944224070234,1.0,0.3333333333333333,1.0,3.0,0.025417081226207845
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_exp_20260318_033824_645514_pid354105,P6,P6_FEAT_W5_MEM_EXP,0.08,0.1617,12.0,3.0,0.0,0.0,group_dense,5.861140582766715,1.9537135275889048,0.15392054903744015,0.39457722829649616,1.1837316848894885,1.986155924432576,0.6620519748108586,0.5478323903106941,1.6434971709320823,0.021960109454985315
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_foc_20260318_002415_727927_pid290617,P6,P6_FEAT_W5_MEM_FOC,0.0797,0.1618,12.0,3.0,0.0,0.0,group_dense,5.8731928970882965,1.9577309656960988,0.14693795451706784,0.31721581235303725,0.9516474370591117,1.9998560055461705,0.6666186685153902,0.5692679772779646,1.7078039318338938,0.02842807774805053
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_mem_foc_20260318_031022_794926_pid344157,P6,P6_FEAT_W5_MEM_FOC,0.08,0.1617,12.0,3.0,0.0,0.0,group_dense,5.850368559407571,1.9501228531358572,0.15992643147268482,0.2512154141133462,0.7536462423400385,1.9986886045837844,0.6662295348612615,0.6402687446724254,1.9208062340172765,0.02809835912482056
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_20260318_001630_281603_pid290587,P6,P6_FEAT_W5_TEM,0.0792,0.161,12.0,3.0,0.0,0.0,group_dense,2.874897721136969,0.9582992403789897,0.20860310022225678,0.5532399483630782,1.6597198450892345,1.0,0.3333333333333333,1.0,3.0,0.03324719661336226
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_20260318_025118_672622_pid335690,P6,P6_FEAT_W5_TEM,0.0793,0.1608,12.0,3.0,0.0,0.0,group_dense,2.871272075069355,0.957090691689785,0.2117383789498097,0.5460582101139457,1.6381746303418372,1.0,0.3333333333333333,1.0,3.0,0.035631276781464306
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_exp_20260318_002603_847174_pid290639,P6,P6_FEAT_W5_TEM_EXP,0.0799,0.1609,12.0,3.0,0.0,0.0,group_dense,5.729345279532069,1.909781759844023,0.2173476572243963,0.26973132244662357,0.8091939673398707,1.9534830864099781,0.651161028803326,0.6187503775446509,1.8562511326339526,0.033873869833215164
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_exp_20260318_031158_880852_pid344554,P6,P6_FEAT_W5_TEM_EXP,0.08,0.1611,12.0,3.0,0.0,0.0,group_dense,5.6077701562472715,1.8692567187490905,0.26446937726529307,0.2562784277139028,0.7688352831417085,1.9090699511456435,0.6363566503818812,0.6538357417885436,1.961507225365631,0.03389701774858308
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_foc_20260318_031347_115143_pid345295,P6,P6_FEAT_W5_TEM_FOC,0.08,0.162,12.0,3.0,0.0,0.0,group_dense,5.901949294440843,1.9673164314802811,0.12889255571685565,0.30864918439168887,0.9259475531750666,1.9978843680808946,0.6659614560269649,0.5355138075070419,1.6065414225211256,0.03143472622721062
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_mem_20260318_004058_775554_pid290696,P6,P6_FEAT_W5_TEM_MEM,0.0799,0.1617,12.0,3.0,0.0,0.0,group_dense,5.922082744659578,1.9740275815531927,0.1147036257474534,0.28598979342994,0.8579693802898201,1.994331260374502,0.6647770867915007,0.5418744560560399,1.6256233681681196,0.023422031172229345
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w5_tem_mem_20260318_031956_650589_pid347426,P6,P6_FEAT_W5_TEM_MEM,0.0799,0.1619,12.0,3.0,0.0,0.0,group_dense,5.921177740512324,1.9737259135041079,0.1153773295766911,0.27506728684667997,0.82520186054004,1.9924019648010747,0.6641339882670249,0.5444652513496522,1.6333957540489565,0.024359915164834645
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gat_20260317_221910_986953_pid290071,P6,P6_RXI_X1_FAC_GAT,0.0808,0.1614,12.0,3.0,1.0,0.0,global_flat,9.484470383141073,9.484470383141073,0.5150014184417454,0.3063022549763182,0.3063022549763182,3.4064175129472454,1.1354725043157485,0.43565184901793647,1.3069555470538095,0.10166718216549966
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_fac_gro_20260317_231359_320399_pid290306,P6,P6_RXI_X1_FAC_GRO,0.0808,0.1618,12.0,3.0,1.0,0.0,global_flat,10.527879743881575,10.527879743881575,0.37393937635602426,0.2065834837918683,0.2065834837918683,3.9640599986083322,1.321353332869444,0.29971116435889,0.89913349307667,0.08004769352969789
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_sta_gat_20260317_215921_810654_pid290011,P6,P6_RXI_X1_STA_GAT,0.0812,0.162,12.0,3.0,1.0,0.0,global_flat,10.509318114426346,10.509318114426346,0.3766217307222921,0.2648965136128618,0.2648965136128618,3.8734036441201245,1.2911345480400416,0.40250398799016485,1.2075119639704945,0.09622240094191464
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x1_sta_gro_20260317_214608_947938_pid289957,P6,P6_RXI_X1_STA_GRO,0.0802,0.1618,12.0,3.0,1.0,0.0,global_flat,9.293212177485216,9.293212177485216,0.5396898079010901,0.2479802759487837,0.2479802759487837,3.966330244929619,1.3221100816432063,0.31388223291652406,0.9416466987495722,0.06651973176132016
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_fac_gat_20260317_224557_758408_pid290177,P6,P6_RXI_X2_FAC_GAT,0.0799,0.1581,12.0,3.0,2.0,0.0,group_top2_pergroup,9.01952853047069,3.006509510156897,0.5748447604523671,0.35093642259943125,1.0528092677982936,3.729004421759484,1.243001473919828,0.3425689144836196,1.0277067434508589,0.08886229967393237
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_fac_gro_20260317_234413_229436_pid290395,P6,P6_RXI_X2_FAC_GRO,0.0796,0.1584,12.0,3.0,2.0,0.0,group_top2_pergroup,9.476476060972717,3.1588253536575723,0.5160364354838003,0.18801388021934506,0.5640416406580352,3.738379214995037,1.2461264049983456,0.3813480637272998,1.1440441911818993,0.07175630014485042
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_sta_gat_20260317_222559_324538_pid290119,P6,P6_RXI_X2_STA_GAT,0.0798,0.1579,12.0,3.0,2.0,0.0,group_top2_pergroup,8.899799701385513,2.9665999004618375,0.5902074616900133,0.2247816952929411,0.6743450858788232,3.5208901817284373,1.1736300605761458,0.3490481400192855,1.0471444200578566,0.11308807776224625
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_rxi_x2_sta_gro_20260317_221410_557534_pid290042,P6,P6_RXI_X2_STA_GRO,0.0792,0.1584,12.0,3.0,2.0,0.0,group_top2_pergroup,9.838230712834468,3.2794102376114895,0.4687550850206512,0.1810737705468189,0.5432213116404567,3.8891564125688816,1.2963854708562939,0.392932811594592,1.1787984347837759,0.06474715846920621
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m0_20260317_224806_746454_pid290200,P6,P6_SPEC_A_M0,0.0812,0.1622,12.0,3.0,0.0,0.0,global_flat,11.0366419095901,0.9197201591325084,0.295444602992809,0.2357377614007298,2.8288531368087577,3.9936581230334127,1.331219374344471,0.32752753558987574,0.9825826067696273,0.04291025381740604
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m1_20260317_223930_151780_pid290149,P6,P6_SPEC_A_M1,0.0811,0.1618,12.0,3.0,0.0,0.0,global_flat,10.27293685136733,0.8560780709472775,0.41002154618437453,0.23729939794212995,2.8475927753055594,3.978359161982486,1.3261197206608286,0.3663156340400969,1.0989469021202907,0.05295623552760874
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m2_20260317_231729_627901_pid290332,P6,P6_SPEC_A_M2,0.0811,0.162,12.0,3.0,0.0,0.0,global_flat,11.61369975975277,0.9678083133127308,0.18237961798188793,0.3829432597932286,4.595319117518743,3.944876370619385,1.3149587902064617,0.4004076363579414,1.2012229090738242,0.02043103746746444
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m3_20260318_000741_770063_pid290538,P6,P6_SPEC_A_M3,0.0813,0.1619,12.0,3.0,0.0,0.0,global_flat,3.46631466095656,0.28885955507971334,1.5690409073519436,0.5176400047430795,6.211680056916954,1.948965343551107,0.6496551145170356,0.7139162399013798,2.141748719704139,0.07158323287662087
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_a_m4_20260317_230947_086647_pid290281,P6,P6_SPEC_A_M4,0.0809,0.1609,12.0,3.0,0.0,0.0,global_flat,11.323124519864228,0.9435937099886856,0.24449548141671773,0.19849787568209734,2.381974508185168,3.8721954236810885,1.2907318078936962,0.5673975931109008,1.7021927793327023,0.02797531577380333
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m0_20260317_230637_854572_pid290257,P6,P6_SPEC_B_M0,0.0807,0.162,12.0,3.0,0.0,0.0,group_dense,11.682027955003848,3.894009318334616,0.16498117402252035,0.24849932992816023,0.7454979897844807,3.984434851398429,1.328144950466143,0.33168444202815867,0.995053326084476,0.022841137639141227
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m1_20260317_234737_524461_pid290437,P6,P6_SPEC_B_M1,0.0806,0.1619,12.0,3.0,0.0,0.0,group_dense,11.688521663494114,3.8961738878313716,0.16324330721755667,0.22118187696183386,0.6635456308855016,3.9947745012519076,1.3315915004173025,0.3153342416777972,0.9460027250333917,0.023531375432541322
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m2_20260318_003655_647173_pid290670,P6,P6_SPEC_B_M2,0.0805,0.1618,12.0,3.0,0.0,0.0,group_dense,11.768662857525658,3.9228876191752193,0.1402029265221445,0.26594133347652066,0.797824000429562,3.988927581461153,1.3296425271537176,0.3452424899377359,1.0357274698132075,0.015963411187831376
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m3_20260317_234455_352619_pid290415,P6,P6_SPEC_B_M3,0.0803,0.1617,12.0,3.0,0.0,0.0,group_dense,3.7214587122924896,1.2404862374308299,1.4914897533807232,0.6971073927157934,2.0913221781473803,2.005382320912383,0.6684607736374609,0.89458953345549,2.68376860036647,0.040588665395828935
KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_spec_b_m4_20260317_232918_327533_pid290362,P6,P6_SPEC_B_M4,0.0803,0.1607,12.0,3.0,0.0,0.0,group_dense,11.053095532660425,3.684365177553475,0.2926922055276571,0.30700700499142,0.9210210149742599,3.95259072530178,1.3175302417672599,0.3697789769714543,1.1093369309143628,0.022440864871206
P5_M0_C0_20260317_145900_816131_pid238739,P5,P5_M0_C0,0.059,0.1179,12.0,3.0,0.0,0.0,group_dense,10.413159937035857,3.4710533123452856,0.3903686087884177,0.4434108110889618,1.3302324332668853,3.532181183803378,1.1773937279344593,0.756807549550638,2.270422648651914,0.016514026957104952
