phase,run_dir,run_name,best_valid_mrr20,best_valid_test_mrr20,preset_tag,z_loss_lambda,balance_loss_lambda,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.n_eff,macro_1.cv_usage,macro_1.top1_max_frac,macro_1.entropy_mean,macro_1.route_jitter_adjacent,macro_1.family_top_expert_mean_share,mid_1.route_consistency_knn_js,mid_1.route_consistency_knn_score,mid_1.route_consistency_group_knn_js,mid_1.route_consistency_group_knn_score,mid_1.route_consistency_intra_group_knn_mean_js,mid_1.route_consistency_intra_group_knn_mean_score,mid_1.n_eff,mid_1.cv_usage,mid_1.top1_max_frac,mid_1.entropy_mean,mid_1.route_jitter_adjacent,mid_1.family_top_expert_mean_share,micro_1.route_consistency_knn_js,micro_1.route_consistency_knn_score,micro_1.route_consistency_group_knn_js,micro_1.route_consistency_group_knn_score,micro_1.route_consistency_intra_group_knn_mean_js,micro_1.route_consistency_intra_group_knn_mean_score,micro_1.n_eff,micro_1.cv_usage,micro_1.top1_max_frac,micro_1.entropy_mean,micro_1.route_jitter_adjacent,micro_1.family_top_expert_mean_share
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_c_s2_20260317_195243_809834_pid289704,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_c_s2_20260317_195243_809834_pid289704,0.0801,0.1587,cand_c_s2,,,0.023723552601855866,0.9765556387110765,0.012892591256040616,0.9871901621814325,0.011460271416557446,0.9886078420915432,10.667772195732056,0.3533886714759865,0.2907060252770339,2.1009187251939183,0.0,0.14286205172538757,0.011074596791508568,0.9889865008037977,0.004306693512404696,0.9957025669932772,0.006534220014127219,0.9934893877368851,11.538343591245154,0.20002651363532203,0.2506471394979943,2.2842610759015765,0.0,0.11031625419855118,0.021430641907842392,0.9787973626326087,0.010743844723514123,0.9893136642361655,0.009902784903714264,0.9901466521802391,10.495642303206113,0.37859167925069803,0.20343560039108033,2.014352145789007,0.7551051840262074,0.14717867970466614
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_c_s3_20260317_203219_288991_pid289792,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_cand_c_s3_20260317_203219_288991_pid289792,0.08,0.1587,cand_c_s3,,,0.024697607513294147,0.975604883014197,0.013443946285116026,0.9866460199424246,0.011780677016013647,0.988292232757084,10.564727209041015,0.36858542970332087,0.17731286649797412,2.0844559780839527,0.0,0.14245280623435974,0.011200431554945302,0.9888620597510963,0.004005668422452924,0.9960023435659427,0.007022851127454308,0.9930047831276338,11.604735766881795,0.18455577251647548,0.2613906619504348,2.2633315036400896,0.0,0.11003521084785461,0.021462445570681832,0.9787662337863078,0.012134598903556419,0.9879387284427235,0.009087327726090623,0.9909543649214096,11.432939758239744,0.2227079852049342,0.19731210581541814,2.0127091798373815,0.7411042794802528,0.1255342960357666
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_exp_20260318_041026_723950_pid371841,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_exp_20260318_041026_723950_pid371841,0.0792,0.16,feat_w10_exp,,,0.025828242811194252,0.9745024530372198,1.2291242177432651e-09,0.9999999987708758,0.025828242660304375,0.9745024531842624,2.9562881326215686,0.12159781913167778,0.40657363966467325,0.5454661838325033,0.0,0.11134126037359238,0.01729293744980638,0.9828557272099555,5.782149905521544e-10,0.999999999421785,0.01729293750010301,0.9828557271605212,2.954739458543084,0.12376615025199356,0.42605158770110546,0.852134126198075,0.0,0.09525404870510101,0.017335172683074437,0.982814216945652,-1.8605820218252832e-10,1.0000000001860583,0.01733517218010818,0.9828142174399743,2.97681918624602,0.08824333055396907,0.3944765497229102,0.8974652547929992,0.5214805217029911,0.09008384495973587
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_foc_20260318_040405_363307_pid367968,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_foc_20260318_040405_363307_pid367968,0.0794,0.1615,feat_w10_foc,,,0.025134258371862856,0.9751789772972206,7.540566891778172e-10,0.9999999992459433,0.02513425867364261,0.9751789770029313,2.9706974754442976,0.09931669833312337,0.4239932701966812,0.8418172728985026,0.0,0.09110618382692337,0.023825763895330435,0.9764558287970311,1.9672665498865105e-09,0.9999999980327334,0.023825764197110185,0.9764558285023565,2.466960295419728,0.46483485505477024,0.6300375642944558,0.47225654644945825,0.0,0.14328859746456146,0.01775695505439465,0.9823997706438775,-1.503004532241049e-10,1.0000000001503004,0.017756957267446173,0.9823997684697763,2.7979714509522435,0.26871050838498745,0.5433331767222188,0.795036827295835,0.42432739674118986,0.12492325156927109
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_foc_exp_20260318_041739_105038_pid376102,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_foc_exp_20260318_041739_105038_pid376102,0.0798,0.1613,feat_w10_foc_exp,,,0.025403766301128283,0.9749161942430351,0.006688237536035883,0.9933340789442755,0.018724890475999668,0.9814547063320957,5.866334302447302,0.15094762218154603,0.3454617454979898,1.383781207910763,0.0,0.10001780092716217,0.017400134798658214,0.982750373328624,0.007872332739972105,0.9921585729183612,0.009880420408585385,0.9901722099414438,5.678957856782061,0.23776412046658635,0.32615606968747135,1.384374245784644,0.0,0.12395064532756805,0.02642197863197196,0.9739240277563127,0.007037845387701985,0.992986862249327,0.019153370245380323,0.9810295653528407,5.576751855603974,0.27549082192723884,0.31679743694724666,1.2150067693231548,0.49774474691048665,0.14708785712718964
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_004244_033219_pid290718,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_004244_033219_pid290718,0.0795,0.1619,feat_w10_mem,,,0.019968843316737626,0.9802292135221171,6.970801633768692e-10,0.9999999993029198,0.019968841908432112,0.9802292149025794,2.9564881806315775,0.1213154272343091,0.39783921408068157,0.8999185412457743,0.0,0.08924038708209991,0.02143016061943283,0.978797833716548,4.125898599384761e-10,0.9999999995874101,0.021430160870915958,0.978797833470397,2.4986740904594162,0.44792486882433685,0.6114992829448259,0.35054510783758924,0.0,0.14252017438411713,0.014843610663258334,0.9852660126532905,-1.67589917964128e-10,1.00000000016759,0.014843609330397757,0.9852660139665127,2.9585454519804646,0.11837171410406488,0.3777549573010983,0.8521380939126938,0.5051815814885893,0.09614521265029907
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_033951_791226_pid354503,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_20260318_033951_791226_pid354503,0.0794,0.1619,feat_w10_mem,,,0.027161965119449544,0.9732036037208431,9.353996329332678e-10,0.9999999990646004,0.027161964314703538,0.9732036045040249,2.9479058312857394,0.13293458870248231,0.4815500920649623,0.7034198977672009,0.0,0.09444169700145721,0.016883954111077817,0.9832577810378126,5.552279718446208e-10,0.999999999444772,0.016883954312264318,0.9832577808399944,2.7176554048565174,0.32232395344007153,0.5638626565272157,0.45552452566758284,0.0,0.1265007108449936,0.013068955769852479,0.9870160722205364,-1.2358037504093315e-10,1.0000000001235805,0.013068956071632233,0.9870160719226749,2.999413426193515,0.013988595504653588,0.35104157577628775,0.8787373315416742,0.5222017137478762,0.09243243932723999
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_exp_20260318_041800_188691_pid376196,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_exp_20260318_041800_188691_pid376196,0.0801,0.1613,feat_w10_mem_exp,,,0.022456243919500112,0.9777940206911921,0.004851468397427898,0.9951602809671415,0.016892380807716746,0.9832496588037096,5.885662385464001,0.13937857460251896,0.32362568153801063,1.4378617284140944,0.0,0.10151752084493637,0.015308922978432317,0.9848076628900453,0.005035159721271907,0.9949774954462648,0.009579599510359051,0.990478331802136,5.64707513833717,0.24999396502989635,0.5071962807097615,1.3346969686800143,0.0,0.12739057838916779,0.024924638936378918,0.9753834151902667,0.006471171836034198,0.9935497211048686,0.018983300857218024,0.9811983466081347,5.494425982009155,0.3033411114412215,0.37179702304644413,1.2193078637342074,0.5403977557481451,0.13594532012939453
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_foc_20260318_042915_956793_pid380787,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_mem_foc_20260318_042915_956793_pid380787,0.0798,0.1615,feat_w10_mem_foc,,,0.025214625941469136,0.975100607682114,0.005125220531992543,0.9948878910013612,0.020238392388642723,0.9799673310301726,5.8214492852187165,0.1751320049127339,0.32622766333979913,1.4439026766097944,0.0,0.09887287020683289,0.026872020866491014,0.9734858194241341,0.005753810606540478,0.9942627108593912,0.015603903784580129,0.9845787087675114,4.908990773852477,0.4714309854168287,0.4092047063877199,1.1280028608096346,0.0,0.15920233726501465,0.021685639361239746,0.9785478036175543,0.005189381095403785,0.9948240604814664,0.016769139589774735,0.9833759580652011,5.383509464219031,0.3383999883055701,0.38387397727349,1.2334265654504415,0.45102861543350975,0.13699424266815186
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_004702_225640_pid290742,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_004702_225640_pid290742,0.0793,0.1613,feat_w10_tem,,,0.0321264883101436,0.9683840850656509,-3.732928691705368e-11,1.0000000000373293,0.032126487505397594,0.9683840858449541,2.865306701028727,0.21681419113832143,0.5353661455991158,0.7288466058106639,0.0,0.10791295021772385,0.029202075920227704,0.9712201844230265,1.7427019364406993e-10,0.9999999998257298,0.029202079139211738,0.9712201812966843,2.86621008688979,0.2160514633594199,0.49146133830909217,0.6873058594615207,0.0,0.1093597412109375,0.01789111255134537,0.9822679831899781,-1.7368053198654677e-10,1.0000000001736806,0.01789111164600611,0.9822679840792639,2.7270370531409407,0.3163779432660954,0.42634691151695764,0.6607233972250748,0.5584373357454558,0.10631123930215836
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_033554_474044_pid353014,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_20260318_033554_474044_pid353014,0.0793,0.1611,feat_w10_tem,,,0.028851220140124693,0.9715610024239706,-1.8821919344376316e-10,1.0000000001882192,0.028851219536565186,0.9715610030103655,2.861289613713821,0.22017761408753353,0.5420154060590603,0.7842547845831599,0.0,0.10922367870807648,0.027785213742664322,0.9725972448904974,5.155407263183926e-10,0.9999999994844593,0.027785211127239796,0.972597247434252,2.901909056928887,0.1838537772341437,0.4620341099007309,0.7078298290372947,0.0,0.10452380776405334,0.015302052761166604,0.9848144287558958,-1.5756988813017237e-10,1.00000000015757,0.015302053817395739,0.984814427715706,2.771682286399462,0.28701059409944435,0.4264252170741912,0.7100905283905188,0.5708345047610899,0.10486730933189392
P6,experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P6/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_exp_20260318_042257_498641_pid378128,KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p6_feat_w10_tem_exp_20260318_042257_498641_pid378128,0.0801,0.1608,feat_w10_tem_exp,,,0.030105368257744593,0.970343284780384,0.007135194022282915,0.992890201039125,0.025115475901809965,0.9751986438557572,5.847224451309161,0.16164152870201,0.27523060986605274,1.2324237496140655,0.0,0.10421529412269592,0.01582745045626266,0.9842971454265639,0.005449004706674522,0.9945658141911731,0.010238789900980962,0.9898134483752365,5.987930070214598,0.0448967058895055,0.26506431123550506,1.616988633598789,0.0,0.0906737744808197,0.02297152600756904,0.9772903107340135,0.00504016241225806,0.9949725178937675,0.017026265193990916,0.9831349928027842,4.56120226382465,0.5616426151501352,0.39150988775457696,1.093260922366752,0.4219217934457089,0.1731712818145752
