epoch,train_loss,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,mrr@5,mrr@10,mrr@20,did_eval,epoch_time_sec
0,9788.940045,0.102600,0.125600,0.162800,0.091300,0.098700,0.108000,0.087600,0.090600,0.093200,1,220.12
