early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1879,0.1617,1
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,ok,0.1848,0.1605,2
True,33,1.0,1.0,0.0,0.14361723623378492,0.0,1.7155500643783546,0.26270315051078796,0.08555921167135239,0.0,0.0015170303400474756,0.6787998527610819,1.9999954700572573,0.5043235854101086,3.567687642562365,5.878745299814954,3.567687642562365,0.009713729344165738,0.9903332965359871,0.005809131085347679,0.9942152880906405,0.00190453282652962,0.998097279645294,0.0005723199294366751,0.9994278438143747,0.0013903846004380059,0.9986109677780053,0.002002719886996664,0.9979992842183657,0.0,0.0,7.321982416209588,3.567687642562365,0.45664892486469916,0.0798,ok,0.1889,0.1617,3
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1887,0.1617,4
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.188,0.1616,5
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1884,0.1616,6
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1863,0.1608,7
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1865,0.1603,8
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.187,0.1614,9
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1886,0.162,10
True,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1889,0.1617,11
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.1866,0.1613,12
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.185,0.16,13
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.1869,0.1611,14
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.1853,0.1604,15
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.1877,0.1617,16
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.1868,0.1609,17
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,ok,0.1843,0.16,18
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.188,0.1617,19
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,ok,0.1846,0.16,20
