early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.alpha_effective,micro_1.alpha_value,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.moe_delta_norm,micro_1.n_eff,micro_1.residual_delta_norm,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.shared_delta_norm,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.alpha_effective,mid_1.alpha_value,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.moe_delta_norm,mid_1.n_eff,mid_1.residual_delta_norm,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.shared_delta_norm,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1871,0.1602,1
True,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0782,ok,0.1847,0.1574,2
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,ok,0.1855,0.1592,3
True,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0803,ok,0.1895,0.1611,4
True,35,0.0,0.0,5.167595183040188,0.2286241767740513,0.0,2.156242025243195,0.7320935726165771,0.19634197652339935,1.2602565903565028,0.16347073371747803,1.1849360392168213,3.895891381801032,0.3386692977333897,10.408296346777597,11.403929570748893,2.8555077795376036,0.0,0.0,2.8555077795376036,10.408296346777597,0.19407025574594994,0.0,0.0,4.517585108907758,0.36766729898252193,0.0,1.5711816392485352,0.7399590611457825,0.1668555587530136,1.0534934145375945,0.22802094100347453,0.8299914645194724,3.802304900948592,0.396071745788839,14.254472749986816,10.571016903044445,3.752359901574284,0.6404869879842071,0.4398073331908251,3.752359901574284,14.254472749986816,0.20813393382509224,0.0,0.0,5.819547504581773,0.1841321569939805,0.0,2.246231566906785,0.8897819519042969,-0.04480821266770363,1.2486862079757846,0.11604651112386373,1.2437282033510024,3.946848907408333,0.3813637248387465,12.978863646102527,11.606482895108115,3.388914210418754,0.0,0.0,3.388914210418754,12.978863646102527,0.20946512829806227,0.0804,ok,0.1843,0.159,5
