stage_name,stage_key,split,aggregation_level,node_kind,node_name,route_space,support_size,wrapper_name,source_type,temperature,top_k,entropy_norm,n_eff_norm,top1_monopoly_norm,jitter_adj_norm,knn_consistency_score,knn_consistency_js,n_eff,cv_usage,top1_max_frac,entropy_mean
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Exposure,intra,2,ScalarGroupConditionalProductWrapper,feature,1.0,,0.953395713607693,0.9956645205091669,0.32779163203103345,0.0,0.9992460907440023,0.0007541935884971557,1.9913290410183337,0.06598633527755737,0.6638958160155167,0.6608435508451095
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Focus,intra,2,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9123733987942126,0.9537057617138538,0.5344970906068163,0.0,0.999499969506496,0.0005001555504411031,1.9074115234277076,0.22032102942466736,0.7672485453034081,0.632409048992103
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Memory,intra,2,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9905392114861149,0.9999995231630692,0.3887503463563313,0.0,0.9999279512450088,7.205135062740941e-05,1.9999990463261383,0.0005485415458679199,0.6943751731781657,0.6865894616756719
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Tempo,intra,2,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9896875972405603,0.9921699009203045,0.6907730673316708,0.0,0.9999471980005084,5.280339356624719e-05,1.984339801840609,0.08883655071258545,0.8453865336658354,0.6859991676624411
micro,micro@1,best_valid,token,primitive,primitive.e_scalar,group,4,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9208061950927899,0.9827011216600775,0.14399187217142329,0.0,0.9985462089774159,0.0014548488020706784,3.93080448664031,0.13267803192138672,0.35799390412856746,1.2765084359413965
micro,micro@1,best_valid,token,wrapper,wrapper.group,group,4,ScalarGroupConditionalProductWrapper,,,,0.9208061950927899,0.9827011216600775,0.14399187217142329,0.0,0.9985462089774159,0.0014548488020706784,3.93080448664031,0.13267803192138672,0.35799390412856746,1.2765084359413965
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Exposure,intra,2,ScalarGroupConditionalProductWrapper,,,,0.953395713607693,0.9956645205091669,0.32779163203103345,0.0,0.9992460907440023,0.0007541935884971557,1.9913290410183337,0.06598633527755737,0.6638958160155167,0.6608435508451095
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Focus,intra,2,ScalarGroupConditionalProductWrapper,,,,0.9123733987942126,0.9537057617138538,0.5344970906068163,0.0,0.999499969506496,0.0005001555504411031,1.9074115234277076,0.22032102942466736,0.7672485453034081,0.632409048992103
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Memory,intra,2,ScalarGroupConditionalProductWrapper,,,,0.9905392114861149,0.9999995231630692,0.3887503463563313,0.0,0.9999279512450088,7.205135062740941e-05,1.9999990463261383,0.0005485415458679199,0.6943751731781657,0.6865894616756719
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Tempo,intra,2,ScalarGroupConditionalProductWrapper,,,,0.9896875972405603,0.9921699009203045,0.6907730673316708,0.0,0.9999471980005084,5.280339356624719e-05,1.984339801840609,0.08883655071258545,0.8453865336658354,0.6859991676624411
