early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0862,ok,0.1616,0.0874,1
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1016,ok,0.1965,0.1031,2
True,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,ok,0.1902,0.1015,3
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1014,ok,0.1923,0.1028,4
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0951,ok,0.1879,0.0974,5
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0957,ok,0.1865,0.0974,6
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1047,ok,0.1981,0.1038,7
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1027,ok,0.201,0.1025,8
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1006,ok,0.1923,0.1026,9
True,29,1.0,1.0,0.0,0.1499766480163722,0.0,2.1431961637705776,0.3649309575557709,0.11984643340110779,0.0,0.07030466751021816,1.0821949460657827,2.985244785319411,0.5397831199372877,4.29001067674113,8.8020172975487,4.29001067674113,0.0,1.0,0.00786612632240165,0.9921839240403191,0.015206882110876417,0.9849081586455921,0.008391496856328536,0.9916436134753651,0.0008469111659367044,0.9991534473621039,0.0018981988733920727,0.9981037493637229,0.0027477810793261333,0.9972559906157155,0.0,0.0,6.821073423127464,4.29001067674113,0.46485497778939117,0.1059,ok,0.1934,0.1015,10
True,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1051,ok,0.19,0.0991,11
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0953,ok,0.1923,0.0983,12
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0942,ok,0.1842,0.0979,13
True,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1025,ok,0.1847,0.0984,14
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1036,ok,0.1873,0.0999,15
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0907,ok,0.1865,0.0954,16
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1059,ok,0.1934,0.1014,17
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1047,ok,0.1973,0.1031,18
True,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1037,ok,0.1884,0.0991,19
True,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1026,ok,0.1855,0.0979,20
