model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,anchor_run_id,pass_name,batch_profile,result_path,timestamp_utc
FEARec,0.282700,0.283100,0.282700,0.283100,0.281900,0.283100,P24_I2_D12_MFEAREC_C08_I2_FEAREC_FB02_S1,I2_RETAIL_ROCKET_FEAREC_I2_FEAREC_FB02_S1,retail_rocket,I2_FEAREC_FB02,1,5,run_complete,8,False,True,I2_FEAREC_FB02,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_FEAREC_RR_FEA_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/FEARec/retail_rocket_FEARec_p24_i2_d12_mfearec_c08_i2_fearec_fb02_s1_20260412_170544_769050_pid216232.json,2026-04-12T17:47:15.531390Z
FEARec,0.282700,0.283100,0.282700,0.283100,0.219900,0.220900,P24_I2_D12_MFEAREC_C10_I2_FEAREC_FB04_S1,I2_RETAIL_ROCKET_FEAREC_I2_FEAREC_FB04_S1,retail_rocket,I2_FEAREC_FB04,1,6,run_complete,8,False,True,I2_FEAREC_FB04,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_FEAREC_RR_FEA_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/FEARec/retail_rocket_FEARec_p24_i2_d12_mfearec_c10_i2_fearec_fb04_s1_20260412_171657_604542_pid217496.json,2026-04-12T17:49:38.746574Z
FEARec,0.282700,0.283100,0.282700,0.283100,0.278700,0.278700,P24_I2_D12_MFEAREC_C09_I2_FEAREC_FB03_S1,I2_RETAIL_ROCKET_FEAREC_I2_FEAREC_FB03_S1,retail_rocket,I2_FEAREC_FB03,1,4,run_complete,8,False,True,I2_FEAREC_FB03,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_FEAREC_RR_FEA_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/FEARec/retail_rocket_FEARec_p24_i2_d12_mfearec_c09_i2_fearec_fb03_s1_20260412_171408_345906_pid217202.json,2026-04-12T17:57:21.315043Z
DuoRec,0.282700,0.283100,0.277100,0.277400,0.275000,0.277100,P24_I2_D10_MDUOREC_C01_I2_DUOREC_ANCHOR_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_ANCHOR_S1,retail_rocket,I2_DUOREC_ANCHOR,1,6,run_complete,8,False,True,I2_DUOREC_ANCHOR,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c01_i2_duorec_anchor_s1_20260412_174942_972444_pid220513.json,2026-04-12T18:17:37.697386Z
FEARec,0.282700,0.283100,0.282700,0.283100,0.278400,0.280000,P24_I2_D12_MFEAREC_C11_I2_FEAREC_FB05_S1,I2_RETAIL_ROCKET_FEAREC_I2_FEAREC_FB05_S1,retail_rocket,I2_FEAREC_FB05,1,7,run_complete,8,False,True,I2_FEAREC_FB05,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_FEAREC_RR_FEA_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/FEARec/retail_rocket_FEARec_p24_i2_d12_mfearec_c11_i2_fearec_fb05_s1_20260412_173807_055542_pid219403.json,2026-04-12T18:17:45.766993Z
FEARec,0.282700,0.283100,0.282700,0.283100,0.277700,0.277800,P24_I2_D12_MFEAREC_C12_I2_FEAREC_FB06_S1,I2_RETAIL_ROCKET_FEAREC_I2_FEAREC_FB06_S1,retail_rocket,I2_FEAREC_FB06,1,5,run_complete,8,False,True,I2_FEAREC_FB06,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_FEAREC_RR_FEA_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/FEARec/retail_rocket_FEARec_p24_i2_d12_mfearec_c12_i2_fearec_fb06_s1_20260412_174719_775637_pid220290.json,2026-04-12T18:28:34.541460Z
DuoRec,0.282700,0.283100,0.277100,0.278100,0.275500,0.278100,P24_I2_D10_MDUOREC_C04_I2_DUOREC_DEPTH_UP_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_DEPTH_UP_S1,retail_rocket,I2_DUOREC_DEPTH_UP,1,4,run_complete,8,False,True,I2_DUOREC_DEPTH_UP,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c04_i2_duorec_depth_up_s1_20260412_175725_507191_pid221297.json,2026-04-12T18:32:41.873860Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.278400,0.279600,P24_I2_D10_MDUOREC_C06_I2_DUOREC_REG_RELIEF_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_REG_RELIEF_S1,retail_rocket,I2_DUOREC_REG_RELIEF,1,7,run_complete,8,False,True,I2_DUOREC_REG_RELIEF,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c06_i2_duorec_reg_relief_s1_20260412_181749_973917_pid223081.json,2026-04-12T18:42:59.626097Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.274900,0.276900,P24_I2_D10_MDUOREC_C05_I2_DUOREC_SHORT_HI_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_SHORT_HI_S1,retail_rocket,I2_DUOREC_SHORT_HI,1,6,run_complete,8,False,True,I2_DUOREC_SHORT_HI,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c05_i2_duorec_short_hi_s1_20260412_181741_923875_pid223062.json,2026-04-12T18:43:09.697225Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.274300,0.277400,P24_I2_D10_MDUOREC_C10_I2_DUOREC_FB04_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_FB04_S1,retail_rocket,I2_DUOREC_FB04,1,4,run_complete,8,False,True,I2_DUOREC_FB04,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c10_i2_duorec_fb04_s1_20260412_183246_104696_pid224557.json,2026-04-12T18:58:47.783721Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.274500,0.276300,P24_I2_D10_MDUOREC_C09_I2_DUOREC_FB03_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_FB03_S1,retail_rocket,I2_DUOREC_FB03,1,5,run_complete,8,False,True,I2_DUOREC_FB03,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c09_i2_duorec_fb03_s1_20260412_182838_690672_pid224127.json,2026-04-12T19:00:46.976822Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.276800,0.279600,P24_I2_D10_MDUOREC_C11_I2_DUOREC_FB05_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_FB05_S1,retail_rocket,I2_DUOREC_FB05,1,7,run_complete,8,False,True,I2_DUOREC_FB05,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c11_i2_duorec_fb05_s1_20260412_184303_951102_pid225603.json,2026-04-12T19:08:56.578162Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.277400,0.278600,P24_I2_D10_MDUOREC_C12_I2_DUOREC_FB06_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_FB06_S1,retail_rocket,I2_DUOREC_FB06,1,6,run_complete,8,False,True,I2_DUOREC_FB06,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c12_i2_duorec_fb06_s1_20260412_184313_875568_pid225638.json,2026-04-12T19:13:44.252339Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.276000,0.275600,P24_I2_D10_MDUOREC_C08_I2_DUOREC_FB02_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_FB02_S1,retail_rocket,I2_DUOREC_FB02,1,5,run_complete,8,False,True,I2_DUOREC_FB02,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c08_i2_duorec_fb02_s1_20260412_191005_077643_pid228671.json,2026-04-12T19:39:08.123636Z
DuoRec,0.282700,0.283100,0.278400,0.279600,0.277000,0.279100,P24_I2_D10_MDUOREC_C03_I2_DUOREC_WIDTH_DN_S1,I2_RETAIL_ROCKET_DUOREC_I2_DUOREC_WIDTH_DN_S1,retail_rocket,I2_DUOREC_WIDTH_DN,1,7,run_complete,8,False,True,I2_DUOREC_WIDTH_DN,history_perturb,StageH_TargetedRecovery_anchor2_core5,,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_LIGHT_S1,pass2,pass2:bs640/768,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/DuoRec/retail_rocket_DuoRec_p24_i2_d10_mduorec_c03_i2_duorec_width_dn_s1_20260412_190946_025508_pid228615.json,2026-04-12T19:42:59.491056Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C01_I2_GRU4REC_ANCHOR_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_ANCHOR_S1,retail_rocket,I2_GRU4REC_ANCHOR,1,4,run_fail,8,False,False,I2_GRU4REC_ANCHOR,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2560/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c01_i2_gru4rec_anchor_s1_20260412_202434_811785_pid236586.json,2026-04-12T20:24:40.682326Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C02_I2_GRU4REC_WIDTH_UP_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_WIDTH_UP_S1,retail_rocket,I2_GRU4REC_WIDTH_UP,1,4,run_fail,8,False,False,I2_GRU4REC_WIDTH_UP,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2560/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c02_i2_gru4rec_width_up_s1_20260412_202444_912922_pid236620.json,2026-04-12T20:24:51.752529Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C03_I2_GRU4REC_WIDTH_DN_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_WIDTH_DN_S1,retail_rocket,I2_GRU4REC_WIDTH_DN,1,4,run_fail,8,False,False,I2_GRU4REC_WIDTH_DN,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2560/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c03_i2_gru4rec_width_dn_s1_20260412_202455_936084_pid236634.json,2026-04-12T20:25:01.815317Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C04_I2_GRU4REC_DEPTH_UP_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_DEPTH_UP_S1,retail_rocket,I2_GRU4REC_DEPTH_UP,1,4,run_fail,8,False,False,I2_GRU4REC_DEPTH_UP,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2432/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c04_i2_gru4rec_depth_up_s1_20260412_202506_019974_pid236663.json,2026-04-12T20:25:11.878750Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C06_I2_GRU4REC_REG_RELIEF_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_REG_RELIEF_S1,retail_rocket,I2_GRU4REC_REG_RELIEF,1,6,run_fail,8,False,False,I2_GRU4REC_REG_RELIEF,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2560/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c06_i2_gru4rec_reg_relief_s1_20260412_202522_172551_pid236708.json,2026-04-12T20:25:29.017270Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C07_I2_GRU4REC_FB01_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_FB01_S1,retail_rocket,I2_GRU4REC_FB01,1,6,run_fail,8,False,False,I2_GRU4REC_FB01,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2560/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c07_i2_gru4rec_fb01_s1_20260412_202533_209824_pid236743.json,2026-04-12T20:25:39.085968Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C08_I2_GRU4REC_FB02_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_FB02_S1,retail_rocket,I2_GRU4REC_FB02,1,6,run_fail,8,False,False,I2_GRU4REC_FB02,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2560/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c08_i2_gru4rec_fb02_s1_20260412_202543_309918_pid236771.json,2026-04-12T20:25:49.156493Z
GRU4Rec,0.282700,0.283100,,,,,P24_I2_D05_MGRU4REC_C09_I2_GRU4REC_FB03_S1,I2_RETAIL_ROCKET_GRU4REC_I2_GRU4REC_FB03_S1,retail_rocket,I2_GRU4REC_FB03,1,6,run_fail,8,False,False,I2_GRU4REC_FB03,history_perturb,StageG_Cross6x9_anchor2_core5,,SG_RETAIL_ROCKET_GRU4REC_AGGR_SPARSE_GRU_G2_S2,pass2,pass2:bs2432/1280,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stagei_progressiverecovery_anchor2_core5/P24/retail_rocket/GRU4Rec/retail_rocket_GRU4Rec_p24_i2_d05_mgru4rec_c09_i2_gru4rec_fb03_s1_20260412_202553_327444_pid236803.json,2026-04-12T20:25:59.220237Z
