early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,50,0.0611,ok,0.1171,0.069,1
True,50,0.0631,ok,0.1171,0.0703,2
True,71,0.0651,ok,0.1124,0.0665,3
True,22,0.058,ok,0.1218,0.0607,4
True,61,0.0596,ok,0.1241,0.0564,5
True,37,0.0656,ok,0.1335,0.0645,6
True,48,0.0681,ok,0.1148,0.0662,7
True,90,0.0503,ok,0.1288,0.0537,8
True,71,0.0583,ok,0.1241,0.0482,9
True,32,0.0694,ok,0.1077,0.0612,10
True,52,0.0605,ok,0.1288,0.0565,11
True,37,0.0664,ok,0.1335,0.0688,12
True,32,0.0685,ok,0.1171,0.06,13
True,53,0.0606,ok,0.1288,0.0544,14
True,30,0.0646,ok,0.1311,0.0687,15
True,38,0.0577,ok,0.1241,0.0495,16
True,37,0.0665,ok,0.1358,0.0667,17
True,42,0.0543,ok,0.1382,0.0537,18
True,38,0.054,ok,0.1335,0.0532,19
True,69,0.0596,ok,0.1265,0.0553,20
