early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,0.0798,ok,0.1854,0.16,1
True,15,0.0798,ok,0.1851,0.1599,2
True,21,0.0804,ok,0.1868,0.1618,3
True,16,0.0814,ok,0.1858,0.1606,4
True,17,0.0801,ok,0.1867,0.1606,5
True,35,0.0807,ok,0.1889,0.1617,6
True,48,0.0806,ok,0.1881,0.1616,7
True,14,0.0796,ok,0.1863,0.1604,8
True,24,0.0805,ok,0.1879,0.1618,9
True,16,0.0816,ok,0.1858,0.1597,10
True,33,0.0806,ok,0.1879,0.1618,11
True,27,0.0805,ok,0.1876,0.1617,12
True,15,0.0798,ok,0.1852,0.1605,13
True,23,0.0805,ok,0.1881,0.1618,14
True,35,0.0806,ok,0.1889,0.1619,15
True,48,0.0807,ok,0.1888,0.1617,16
True,14,0.0794,ok,0.1856,0.1603,17
True,23,0.0804,ok,0.1871,0.1611,18
True,35,0.0807,ok,0.189,0.1618,19
True,15,0.08,ok,0.1846,0.1603,20
