early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1641,ok,0.1678,0.1638,1
True,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1677,ok,0.1743,0.1663,2
True,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1597,ok,0.1735,0.1588,3
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1677,ok,0.1718,0.1666,4
True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1614,ok,0.1645,0.1608,5
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,ok,0.1735,0.1672,6
True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1647,ok,0.1669,0.1645,7
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1672,ok,0.1738,0.1662,8
True,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652,ok,0.1699,0.1646,9
True,16,1.0,1.0,0.0,0.12754668295383453,0.0,1.3687829560753304,0.24874819815158844,0.13146837055683136,0.0,0.0,8.432200528250767e-09,1.0,1.0,6.305081644144144,3.9359691263713223,6.305081644144144,3.2779349025858575e-05,0.9999672211882111,3.2779349025858575e-05,0.9999672211882111,-3.4334097864066126e-09,1.0000000034334098,0.00016480116384653585,0.9998352124151193,0.00016480131029529451,0.9998352122686947,0.0,0.0,9.330822583947583,6.305081644144144,0.5342762526693695,0.169,ok,0.1743,0.1677,10
