model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
DuoRec,0.083100,0.077900,0.071200,0.066900,0.071200,0.066900,P22_SG_D04_M04_C01_DUOREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S1,SG_MOVIELENS1M_DUOREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S1,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,1,7,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DuoRec/movielens1m_DuoRec_p22_sg_d04_m04_c01_duorec_xfer_lastfm0_03_fad_h2_r1_c1_s1_20260407_193901_146957_pid337270.json,2026-04-07T20:35:45.370141Z
DuoRec,0.083100,0.077900,0.071800,0.068500,0.071800,0.068500,P22_SG_D04_M04_C01_DUOREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S2,SG_MOVIELENS1M_DUOREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S2,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,2,4,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DuoRec/movielens1m_DuoRec_p22_sg_d04_m04_c01_duorec_xfer_lastfm0_03_fad_h2_r1_c1_s2_20260407_201050_032563_pid337333.json,2026-04-07T21:04:24.188810Z
DuoRec,0.083100,0.077900,0.073500,0.068500,0.073500,0.065500,P22_SG_D04_M04_C02_DUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S1,SG_MOVIELENS1M_DUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S1,movielens1m,XFER_FOURSQUARE_FAD_H2_R1_C2,1,6,run_complete,6,False,True,XFER_foursquare_FAD_H2_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DuoRec/movielens1m_DuoRec_p22_sg_d04_m04_c02_duorec_xfer_foursquare_fad_h2_r1_c2_s1_20260407_201917_795738_pid337382.json,2026-04-07T21:04:46.291258Z
DuoRec,0.083100,0.077900,0.073600,0.072000,0.073600,0.072000,P22_SG_D04_M04_C01_DUOREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S3,SG_MOVIELENS1M_DUOREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S3,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,3,5,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DuoRec/movielens1m_DuoRec_p22_sg_d04_m04_c01_duorec_xfer_lastfm0_03_fad_h2_r1_c1_s3_20260407_201519_164431_pid337357.json,2026-04-07T21:08:51.613795Z
DuoRec,0.083100,0.077900,0.074600,0.072000,0.074600,0.066100,P22_SG_D04_M04_C02_DUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S2,SG_MOVIELENS1M_DUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S2,movielens1m,XFER_FOURSQUARE_FAD_H2_R1_C2,2,7,run_complete,6,False,True,XFER_foursquare_FAD_H2_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DuoRec/movielens1m_DuoRec_p22_sg_d04_m04_c02_duorec_xfer_foursquare_fad_h2_r1_c2_s2_20260407_203550_531582_pid337413.json,2026-04-07T21:17:28.216017Z
DuoRec,0.083100,0.077900,0.074700,0.072000,0.074700,0.066100,P22_SG_D04_M04_C02_DUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S3,SG_MOVIELENS1M_DUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S3,movielens1m,XFER_FOURSQUARE_FAD_H2_R1_C2,3,4,run_complete,6,False,True,XFER_foursquare_FAD_H2_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DuoRec/movielens1m_DuoRec_p22_sg_d04_m04_c02_duorec_xfer_foursquare_fad_h2_r1_c2_s3_20260407_210429_963112_pid337453.json,2026-04-07T21:54:34.587875Z
SIGMA,0.083100,0.077900,0.061600,0.061200,0.061600,0.061200,P22_SG_D04_M05_C01_SIGMA_XFER_LASTFM0_03_FAD_H2_R1_C1_S1,SG_MOVIELENS1M_SIGMA_XFER_LASTFM0_03_FAD_H2_R1_C1_S1,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,1,6,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/SIGMA/movielens1m_SIGMA_p22_sg_d04_m05_c01_sigma_xfer_lastfm0_03_fad_h2_r1_c1_s1_20260407_210451_590509_pid337474.json,2026-04-07T22:32:10.972845Z
SIGMA,0.083100,0.077900,0.080000,0.075300,0.080000,0.075300,P22_SG_D04_M05_C02_SIGMA_XFER_FOURSQUARE_FAD_H2_R1_C2_S1,SG_MOVIELENS1M_SIGMA_XFER_FOURSQUARE_FAD_H2_R1_C2_S1,movielens1m,XFER_FOURSQUARE_FAD_H2_R1_C2,1,4,run_complete,6,False,True,XFER_foursquare_FAD_H2_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/SIGMA/movielens1m_SIGMA_p22_sg_d04_m05_c02_sigma_xfer_foursquare_fad_h2_r1_c2_s1_20260407_215439_822708_pid337561.json,2026-04-07T23:15:51.684398Z
SIGMA,0.084700,0.077900,0.084700,0.075300,0.084700,0.074000,P22_SG_D04_M05_C02_SIGMA_XFER_FOURSQUARE_FAD_H2_R1_C2_S2,SG_MOVIELENS1M_SIGMA_XFER_FOURSQUARE_FAD_H2_R1_C2_S2,movielens1m,XFER_FOURSQUARE_FAD_H2_R1_C2,2,6,run_complete,6,False,True,XFER_foursquare_FAD_H2_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/SIGMA/movielens1m_SIGMA_p22_sg_d04_m05_c02_sigma_xfer_foursquare_fad_h2_r1_c2_s2_20260407_223216_286283_pid337642.json,2026-04-07T23:53:19.055974Z
SIGMA,0.084700,0.077900,0.084700,0.075300,0.062500,0.058200,P22_SG_D04_M05_C01_SIGMA_XFER_LASTFM0_03_FAD_H2_R1_C1_S3,SG_MOVIELENS1M_SIGMA_XFER_LASTFM0_03_FAD_H2_R1_C1_S3,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,3,7,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/SIGMA/movielens1m_SIGMA_p22_sg_d04_m05_c01_sigma_xfer_lastfm0_03_fad_h2_r1_c1_s3_20260407_211733_543998_pid337526.json,2026-04-08T00:00:51.585615Z
SIGMA,0.084700,0.077900,0.084700,0.075300,0.063800,0.065000,P22_SG_D04_M05_C01_SIGMA_XFER_LASTFM0_03_FAD_H2_R1_C1_S2,SG_MOVIELENS1M_SIGMA_XFER_LASTFM0_03_FAD_H2_R1_C1_S2,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,2,5,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/SIGMA/movielens1m_SIGMA_p22_sg_d04_m05_c01_sigma_xfer_lastfm0_03_fad_h2_r1_c1_s2_20260407_210856_924611_pid337495.json,2026-04-08T00:15:39.581215Z
SIGMA,0.084700,0.077900,0.084700,0.075300,0.081700,0.072400,P22_SG_D04_M05_C02_SIGMA_XFER_FOURSQUARE_FAD_H2_R1_C2_S3,SG_MOVIELENS1M_SIGMA_XFER_FOURSQUARE_FAD_H2_R1_C2_S3,movielens1m,XFER_FOURSQUARE_FAD_H2_R1_C2,3,4,run_complete,6,False,True,XFER_foursquare_FAD_H2_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/SIGMA/movielens1m_SIGMA_p22_sg_d04_m05_c02_sigma_xfer_foursquare_fad_h2_r1_c2_s3_20260407_231556_771359_pid337703.json,2026-04-08T00:40:29.164898Z
TiSASRec,0.084700,0.077900,0.082400,0.075800,0.082400,0.075800,P22_SG_D04_M03_C01_TISASREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S1,SG_MOVIELENS1M_TISASREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S1,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,1,6,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/TiSASRec/movielens1m_TiSASRec_p22_sg_d04_m03_c01_tisasrec_xfer_lastfm0_03_fad_h2_r1_c1_s1_20260407_235324_163468_pid337737.json,2026-04-08T00:42:33.374648Z
TiSASRec,0.087000,0.077900,0.087000,0.075800,0.087000,0.074300,P22_SG_D04_M03_C01_TISASREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S2,SG_MOVIELENS1M_TISASREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S2,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,2,7,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/TiSASRec/movielens1m_TiSASRec_p22_sg_d04_m03_c01_tisasrec_xfer_lastfm0_03_fad_h2_r1_c1_s2_20260408_000057_098843_pid337761.json,2026-04-08T00:53:56.149700Z
TiSASRec,0.087000,0.085400,0.087000,0.085400,0.084200,0.085400,P22_SG_D04_M03_C01_TISASREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S3,SG_MOVIELENS1M_TISASREC_XFER_LASTFM0_03_FAD_H2_R1_C1_S3,movielens1m,XFER_LASTFM0_03_FAD_H2_R1_C1,3,5,run_complete,6,False,True,XFER_lastfm0.03_FAD_H2_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/TiSASRec/movielens1m_TiSASRec_p22_sg_d04_m03_c01_tisasrec_xfer_lastfm0_03_fad_h2_r1_c1_s3_20260408_001545_017101_pid339333.json,2026-04-08T01:17:45.693176Z
DIFSR,0.087000,0.085400,0.071800,0.072200,0.071800,0.072200,P22_SG_D04_M08_C01_DIFSR_XFER_LASTFM0_03_FAD_H3_R1_C1_S1,SG_MOVIELENS1M_DIFSR_XFER_LASTFM0_03_FAD_H3_R1_C1_S1,movielens1m,XFER_LASTFM0_03_FAD_H3_R1_C1,1,5,run_complete,6,False,True,XFER_lastfm0.03_FAD_H3_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DIFSR/movielens1m_DIFSR_p22_sg_d04_m08_c01_difsr_xfer_lastfm0_03_fad_h3_r1_c1_s1_20260408_011751_236455_pid344632.json,2026-04-08T01:59:43.399633Z
TiSASRec,0.087000,0.085400,0.087000,0.085400,0.083800,0.077500,P22_SG_D04_M03_C02_TISASREC_XFER_FOURSQUARE_FAD_H3_R1_C2_S2,SG_MOVIELENS1M_TISASREC_XFER_FOURSQUARE_FAD_H3_R1_C2_S2,movielens1m,XFER_FOURSQUARE_FAD_H3_R1_C2,2,6,run_complete,6,False,True,XFER_foursquare_FAD_H3_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/TiSASRec/movielens1m_TiSASRec_p22_sg_d04_m03_c02_tisasrec_xfer_foursquare_fad_h3_r1_c2_s2_20260408_004238_645438_pid342074.json,2026-04-08T02:10:39.139127Z
TiSASRec,0.087000,0.085400,0.087000,0.085400,0.084500,0.084500,P22_SG_D04_M03_C02_TISASREC_XFER_FOURSQUARE_FAD_H3_R1_C2_S1,SG_MOVIELENS1M_TISASREC_XFER_FOURSQUARE_FAD_H3_R1_C2_S1,movielens1m,XFER_FOURSQUARE_FAD_H3_R1_C2,1,4,run_complete,6,False,True,XFER_foursquare_FAD_H3_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/TiSASRec/movielens1m_TiSASRec_p22_sg_d04_m03_c02_tisasrec_xfer_foursquare_fad_h3_r1_c2_s1_20260408_004034_708986_pid341933.json,2026-04-08T02:10:50.214445Z
TiSASRec,0.087000,0.085400,0.087000,0.085400,0.083300,0.081400,P22_SG_D04_M03_C02_TISASREC_XFER_FOURSQUARE_FAD_H3_R1_C2_S3,SG_MOVIELENS1M_TISASREC_XFER_FOURSQUARE_FAD_H3_R1_C2_S3,movielens1m,XFER_FOURSQUARE_FAD_H3_R1_C2,3,7,run_complete,6,False,True,XFER_foursquare_FAD_H3_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/TiSASRec/movielens1m_TiSASRec_p22_sg_d04_m03_c02_tisasrec_xfer_foursquare_fad_h3_r1_c2_s3_20260408_005401_452604_pid343152.json,2026-04-08T02:22:30.000669Z
DIFSR,0.087000,0.085400,0.082400,0.072200,0.082400,0.070800,P22_SG_D04_M08_C02_DIFSR_XFER_FOURSQUARE_FAD_H3_R1_C2_S1,SG_MOVIELENS1M_DIFSR_XFER_FOURSQUARE_FAD_H3_R1_C2_S1,movielens1m,XFER_FOURSQUARE_FAD_H3_R1_C2,1,4,run_complete,6,False,True,XFER_foursquare_FAD_H3_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DIFSR/movielens1m_DIFSR_p22_sg_d04_m08_c02_difsr_xfer_foursquare_fad_h3_r1_c2_s1_20260408_021055_462635_pid348091.json,2026-04-08T02:34:09.798768Z
DIFSR,0.087000,0.085400,0.082400,0.072200,0.070900,0.067600,P22_SG_D04_M08_C01_DIFSR_XFER_LASTFM0_03_FAD_H3_R1_C1_S2,SG_MOVIELENS1M_DIFSR_XFER_LASTFM0_03_FAD_H3_R1_C1_S2,movielens1m,XFER_LASTFM0_03_FAD_H3_R1_C1,2,5,run_complete,6,False,True,XFER_lastfm0.03_FAD_H3_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DIFSR/movielens1m_DIFSR_p22_sg_d04_m08_c01_difsr_xfer_lastfm0_03_fad_h3_r1_c1_s2_20260408_015948_667610_pid347294.json,2026-04-08T02:39:53.218926Z
DIFSR,0.087000,0.085400,0.083100,0.078200,0.083100,0.078200,P22_SG_D04_M08_C02_DIFSR_XFER_FOURSQUARE_FAD_H3_R1_C2_S2,SG_MOVIELENS1M_DIFSR_XFER_FOURSQUARE_FAD_H3_R1_C2_S2,movielens1m,XFER_FOURSQUARE_FAD_H3_R1_C2,2,7,run_complete,6,False,True,XFER_foursquare_FAD_H3_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DIFSR/movielens1m_DIFSR_p22_sg_d04_m08_c02_difsr_xfer_foursquare_fad_h3_r1_c2_s2_20260408_022235_634654_pid348912.json,2026-04-08T02:46:14.680616Z
DIFSR,0.087000,0.085400,0.083100,0.078200,0.074600,0.070000,P22_SG_D04_M08_C01_DIFSR_XFER_LASTFM0_03_FAD_H3_R1_C1_S3,SG_MOVIELENS1M_DIFSR_XFER_LASTFM0_03_FAD_H3_R1_C1_S3,movielens1m,XFER_LASTFM0_03_FAD_H3_R1_C1,3,6,run_complete,6,False,True,XFER_lastfm0.03_FAD_H3_R1_C1,final_transfer,Final_all_datasets,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/DIFSR/movielens1m_DIFSR_p22_sg_d04_m08_c01_difsr_xfer_lastfm0_03_fad_h3_r1_c1_s3_20260408_021044_580872_pid348048.json,2026-04-08T02:50:06.984622Z
