early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,8,0.2239,ok,0.3709,0.2267,1
False,16,0.2175,ok,0.3574,0.2173,2
True,4,0.2318,ok,0.2367,0.2329,3
False,16,0.2209,ok,0.3609,0.2212,4
True,4,0.2353,ok,0.2358,0.2355,5
False,16,0.2269,ok,0.3641,0.2281,6
True,4,0.2353,ok,0.2356,0.2355,7
True,4,0.1752,ok,0.2048,0.1761,8
True,5,0.2354,ok,0.2359,0.2356,9
False,16,0.2201,ok,0.3602,0.2201,10
True,11,0.2263,ok,0.3703,0.228,11
True,4,0.2354,ok,0.2361,0.2356,12
True,4,0.2338,ok,0.2366,0.2346,13
False,16,0.2071,ok,0.3476,0.2071,14
True,8,0.2259,ok,0.374,0.2275,15
True,5,0.2353,ok,0.2359,0.2355,16
True,10,0.2295,ok,0.3734,0.2315,17
True,5,0.2166,ok,0.356,0.2198,18
True,10,0.2297,ok,0.3743,0.2319,19
True,4,0.2353,ok,0.2358,0.2355,20
True,4,0.2194,ok,0.2333,0.2212,21
True,6,0.2354,ok,0.2365,0.2356,22
True,6,0.2354,ok,0.2361,0.2356,23
True,4,0.2354,ok,0.2361,0.2356,24
True,4,0.1965,ok,0.2206,0.1978,25
True,4,0.1487,ok,0.1854,0.1492,26
True,4,0.2354,ok,0.2361,0.2356,27
True,4,0.2343,ok,0.2366,0.2349,28
True,5,0.2354,ok,0.236,0.2356,29
True,4,0.2116,ok,0.2294,0.2137,30
True,6,0.2354,ok,0.2362,0.2357,31
True,9,0.2182,ok,0.3625,0.2193,32
True,4,0.2236,ok,0.235,0.2253,33
True,4,0.2354,ok,0.2361,0.2356,34
True,4,0.1275,ok,0.1648,0.127,35
True,5,0.2353,ok,0.2365,0.2355,36
True,6,0.2354,ok,0.2362,0.2356,37
False,16,0.2268,ok,0.3649,0.2281,38
False,16,0.2257,ok,0.3634,0.2255,39
False,16,0.2133,ok,0.3554,0.2135,40
True,4,0.2353,ok,0.2358,0.2355,41
True,4,0.1823,ok,0.2099,0.183,42
True,5,0.2353,ok,0.2359,0.2356,43
True,8,0.2227,ok,0.3692,0.2242,44
True,4,0.2353,ok,0.2356,0.2355,45
True,4,0.2343,ok,0.2366,0.2349,46
False,16,0.2263,ok,0.3642,0.2272,47
True,4,0.2288,ok,0.2366,0.2305,48
True,4,0.2354,ok,0.2363,0.2356,49
True,5,0.2354,ok,0.2362,0.2356,50
