early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,11,0.0033,ok,0.0057,0.0057,1
True,8,0.0012,ok,0.0029,0.0003,2
True,8,0.0012,ok,0.0,0.0002,3
True,14,0.0032,ok,0.0029,0.0013,4
True,8,0.0012,ok,0.0,0.0002,5
True,16,0.0031,ok,0.0086,0.0052,6
True,15,0.003,ok,0.0029,0.0012,7
True,11,0.0052,ok,0.0029,0.0008,8
True,19,0.0026,ok,0.0057,0.0014,9
True,8,0.0012,ok,0.0029,0.0003,10
True,9,0.0012,ok,0.0029,0.0003,11
True,11,0.0052,ok,0.0029,0.0009,12
True,16,0.0031,ok,0.0086,0.0051,13
True,8,0.0009,ok,0.0029,0.0003,14
True,12,0.0013,ok,0.0029,0.0003,15
True,11,0.0052,ok,0.0029,0.0009,16
