early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,ok,0.2957,0.2347,1
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2307,ok,0.2925,0.2336,2
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2357,ok,0.2941,0.2348,3
True,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2347,ok,0.2906,0.2343,4
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2325,ok,0.2906,0.2336,5
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2327,ok,0.2906,0.2337,6
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2165,ok,0.2699,0.2176,7
True,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2347,ok,0.2925,0.2338,8
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2108,ok,0.2678,0.2162,9
True,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2328,ok,0.2984,0.2319,10
True,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1993,ok,0.2439,0.2032,11
True,41,1.0,1.0,0.0,0.12002655878583912,0.0,1.7627810798523684,0.44764572381973267,0.3328366279602051,0.0,0.10646029709256032,0.6806370566073773,1.9775863855356217,0.8285449889168658,5.724538267339889,5.914788932503104,5.724538267339889,0.0,1.0,0.0,1.0,0.0,1.0,0.00031277466859394267,0.9996872742403035,0.0014663983810591058,0.9985349960979675,0.001653132462735953,0.9983482332080852,0.0,0.0,6.934181504119054,5.724538267339889,0.635354122280328,0.2366,ok,0.2952,0.2327,12
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2147,ok,0.2736,0.2184,13
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,ok,0.2901,0.2354,14
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2327,ok,0.2936,0.2323,15
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2331,ok,0.2909,0.2327,16
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2134,ok,0.2683,0.2218,17
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2127,ok,0.2628,0.2188,18
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2336,ok,0.2936,0.2328,19
True,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2362,ok,0.2914,0.2338,20
