global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,search_algo,setting_tier,setting_id,setting_key,setting_group,setting_detail,base_dataset,base_rank,base_key,base_run_phase,base_result_json,base_source,base_test_mrr20,base_valid_mrr20,base_setting_id,base_capacity_anchor,source_feature_mode,runtime_feature_mode,runtime_eval_mode,lr_mode,queue_stage_order
0.067200,0.067200,P4A_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_RC_01_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,trial_new_best,beauty,1,6,running,0.065300,,,,,,2026-04-17T00:00:38.615527Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B17_hyp_midaux_lowaux_h3__RC-01,routing_control,RC-01,H3,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.067300,0.067300,P4A_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_RC_01_S2,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,trial_new_best,beauty,2,7,running,0.056300,,,,,,2026-04-17T01:21:06.968629Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B17_hyp_midaux_lowaux_h3__RC-01,routing_control,RC-01,H3,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.081900,P40_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_BL_00_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,trial_new_best,beauty,1,0,running,0.048800,,,,,,2026-04-17T01:21:12.976769Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B17_hyp_midaux_lowaux_h3__BL-00,baseline_pool,BL-00,H3,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.077200,P4A_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_RC_01_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,1,6,run_complete,0.061100,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b17_hyp_midaux_lowaux_h3_rc_01_s1_20260417_012007_387583_pid1415541.json,2026-04-17T01:24:39.641382Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B17_hyp_midaux_lowaux_h3__RC-01,routing_control,RC-01,H3,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.077200,P4A_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_RC_01_S2,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,2,7,run_complete,0.061100,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b17_hyp_midaux_lowaux_h3_rc_01_s2_20260417_012007_549368_pid1415542.json,2026-04-17T01:24:40.798525Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B17_hyp_midaux_lowaux_h3__RC-01,routing_control,RC-01,H3,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.077200,P4A_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_RC_01_S3,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,3,6,run_complete,0.061100,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b17_hyp_midaux_lowaux_h3_rc_01_s3_20260417_012447_460330_pid1416305.json,2026-04-17T01:29:10.531003Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B17_hyp_midaux_lowaux_h3__RC-01,routing_control,RC-01,H3,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.081900,P40_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_BL_00_S2,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,run_complete,beauty,2,1,run_complete,0.048800,7,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p40_beauty_b01_b17_hyp_midaux_lowaux_h3_bl_00_s2_20260417_012007_346025_pid1415536.json,2026-04-17T01:30:44.845090Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B17_hyp_midaux_lowaux_h3__BL-00,baseline_pool,BL-00,H3,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.081900,P40_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_BL_00_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,run_complete,beauty,1,0,run_complete,0.048800,7,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p40_beauty_b01_b17_hyp_midaux_lowaux_h3_bl_00_s1_20260417_012007_506230_pid1415535.json,2026-04-17T01:30:49.006285Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B17_hyp_midaux_lowaux_h3__BL-00,baseline_pool,BL-00,H3,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.081900,P40_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_BL_00_S3,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,run_complete,beauty,3,2,run_complete,0.048800,7,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p40_beauty_b01_b17_hyp_midaux_lowaux_h3_bl_00_s3_20260417_012007_514763_pid1415537.json,2026-04-17T01:30:50.160300Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B17_hyp_midaux_lowaux_h3__BL-00,baseline_pool,BL-00,H3,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
0.081900,0.081900,P4A_BEAUTY_B01_B17_HYP_MIDAUX_LOWAUX_H3_RC_02_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,1,0,run_complete,0.048800,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b17_hyp_midaux_lowaux_h3_rc_02_s1_20260417_013056_889171_pid1419208.json,2026-04-17T01:41:41.422744Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B17_hyp_midaux_lowaux_h3__RC-02,routing_control,RC-02,H3,random,essential,RC-02,ROUTER_SOURCE_HIDDEN,routing_control,Use hidden-state-only routing at every stage.,beauty,1,beauty:B17_hyp_midaux_lowaux_h3,P4XD_XD_BEAUTY_B17_HYP_MIDAUX_LOWAUX_H3_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b17_hyp_midaux_lowaux_h3_s1_20260416_022118_916556_pid232570.json,command_log,0.0781,0.0732,B17_hyp_midaux_lowaux_h3,H3,full_v3,full_v4,session_fixed,band9,
