avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
0.9054956960678101,False,100,0.1005,ok,0.1363,0.0929713249206543,0.0823,1
0.8853623390197753,False,100,0.1591,ok,0.2274,0.08908963203430176,0.1323,2
0.8921966886520386,False,100,0.1,ok,0.1331,0.0906221866607666,0.0818,3
0.8881735825538635,False,100,0.1547,ok,0.2182,0.09153103828430176,0.1285,4
0.881411898136139,False,100,0.1592,ok,0.2238,0.08788418769836426,0.1325,5
0.8929099607467651,False,100,0.0932,ok,0.1243,0.09222197532653809,0.0755,6
0.8966088819503785,False,100,0.1357,ok,0.1926,0.08886599540710449,0.1183,7
0.8829380822181702,False,100,0.0712,ok,0.0915,0.08736157417297363,0.0582,8
0.8788620781898498,False,100,0.0614,ok,0.0731,0.0909724235534668,0.0476,9
0.8985595798492432,False,100,0.147,ok,0.2062,0.08997869491577148,0.1266,10
0.8647361159324646,False,100,0.0503,ok,0.062,0.08866548538208008,0.0394,11
0.8704197573661804,False,100,0.0614,ok,0.0731,0.10172557830810547,0.0475,12
0.8883892893791199,False,100,0.0688,ok,0.0867,0.08625197410583496,0.0555,13
0.8935047388076782,False,100,0.1276,ok,0.1771,0.09832286834716797,0.1089,14
