question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_DENSE_GLOBAL_R01_S3,,A07_BEAUTY_DENSE_GLOBAL_R01_S3,dense_global,Dense (k=0),1,beauty_top01_rfmoe,3,860001,resume,ok,overall_seen_target,0.1848953186966748,0.15885622649510384,0.1304,0.1123,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_dense_global_r01_s3_20260418_190538_552493_pid682524.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_DENSE_GLOBAL_R01_S3.log,711.7881529331207,,2026-04-19T02:51:14.855209Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP8_R01_S3,,A07_BEAUTY_GLOBAL_TOP8_R01_S3,global_top8,Global Top-8,1,beauty_top01_rfmoe,3,860002,resume,ok,overall_seen_target,0.1851014343490616,0.15702222222222226,0.133,0.113,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top8_r01_s3_20260418_190538_850493_pid682530.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP8_R01_S3.log,697.1589543819427,,2026-04-19T02:51:14.856281Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP4_R01_S3,,A07_BEAUTY_GLOBAL_TOP4_R01_S3,global_top4,Global Top-4,1,beauty_top01_rfmoe,3,860003,resume,ok,overall_seen_target,0.18520891522227442,0.15786486762726792,0.1333,0.1146,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top4_r01_s3_20260418_190538_860305_pid682527.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP4_R01_S3.log,646.0958878993988,,2026-04-19T02:51:14.857245Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP2_R01_S3,,A07_BEAUTY_GLOBAL_TOP2_R01_S3,global_top2,Global Top-2,1,beauty_top01_rfmoe,3,860004,resume,ok,overall_seen_target,0.17965555555555554,0.1562222222222222,0.1251,0.1103,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top2_r01_s3_20260418_190538_732533_pid682525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP2_R01_S3.log,516.3123788833618,,2026-04-19T02:51:14.858195Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_DENSE_R01_S3,,A07_BEAUTY_GROUP_DENSE_R01_S3,group_dense,Dense per Group,1,beauty_top01_rfmoe,3,860005,resume,ok,overall_seen_target,0.18491195111457184,0.15736854416322965,0.1334,0.1142,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r01_s3_20260418_190538_834791_pid682528.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_DENSE_R01_S3.log,621.8576436042786,,2026-04-19T02:51:14.859139Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP2_R01_S3,,A07_BEAUTY_GROUP_TOP2_R01_S3,group_top2,Group Top-2,1,beauty_top01_rfmoe,3,860006,resume,ok,overall_seen_target,0.18454444444444446,0.16010000000000002,0.1238,0.1081,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top2_r01_s3_20260418_190538_673773_pid682529.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP2_R01_S3.log,550.1517775058746,,2026-04-19T02:51:14.860104Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP1_R01_S3,,A07_BEAUTY_GROUP_TOP1_R01_S3,group_top1,Group Top-1,1,beauty_top01_rfmoe,3,860007,resume,ok,overall_seen_target,0.17958888888888888,0.15687777777777778,0.126,0.112,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top1_r01_s3_20260418_190538_692661_pid682531.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP1_R01_S3.log,562.3603165149689,,2026-04-19T02:51:14.861059Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_DENSE_GLOBAL_R02_S3,,A07_BEAUTY_DENSE_GLOBAL_R02_S3,dense_global,Dense (k=0),2,beauty_top02_rfmoe,3,860008,resume,ok,overall_seen_target,0.1873326758158479,0.15392888162026885,0.1353,0.1114,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_dense_global_r02_s3_20260418_190538_687518_pid682532.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_DENSE_GLOBAL_R02_S3.log,611.4212663173676,,2026-04-19T02:51:14.862018Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP8_R02_S3,,A07_BEAUTY_GLOBAL_TOP8_R02_S3,global_top8,Global Top-8,2,beauty_top02_rfmoe,3,860009,resume,ok,overall_seen_target,0.18578230393613882,0.15254444444444445,0.133,0.109,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top8_r02_s3_20260418_191415_125792_pid682708.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP8_R02_S3.log,604.4263727664948,,2026-04-19T02:51:14.862886Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP4_R02_S3,,A07_BEAUTY_GLOBAL_TOP4_R02_S3,global_top4,Global Top-4,2,beauty_top02_rfmoe,3,860010,resume,ok,overall_seen_target,0.18641188410013004,0.157,0.1322,0.1107,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top4_r02_s3_20260418_191449_137958_pid682729.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP4_R02_S3.log,646.4771375656128,,2026-04-19T02:51:14.863762Z
