early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,0.0803,ok,0.1873,0.1608,1
True,16,0.0797,ok,0.1878,0.1605,2
True,17,0.0802,ok,0.189,0.1619,3
True,36,0.08,ok,0.1883,0.1612,4
True,16,0.0797,ok,0.1877,0.1605,5
True,44,0.0801,ok,0.1883,0.1614,6
True,17,0.08,ok,0.1887,0.1619,7
True,22,0.0801,ok,0.1889,0.1617,8
True,23,0.0801,ok,0.1884,0.1614,9
True,17,0.0801,ok,0.1888,0.1616,10
True,23,0.0802,ok,0.1884,0.1615,11
True,24,0.0801,ok,0.1889,0.1615,12
True,14,0.08,ok,0.1857,0.16,13
True,31,0.0801,ok,0.1886,0.1614,14
True,25,0.0801,ok,0.1891,0.1613,15
True,17,0.0801,ok,0.1887,0.1619,16
True,22,0.0801,ok,0.189,0.1617,17
True,15,0.0797,ok,0.1862,0.1601,18
True,17,0.0802,ok,0.1889,0.1619,19
True,14,0.0796,ok,0.1849,0.1602,20
