early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,11,0.0088,ok,0.0143,0.0029,1
True,19,0.0644,ok,0.1261,0.0562,2
True,14,0.0067,ok,0.0086,0.0025,3
True,11,0.0074,ok,0.0086,0.0019,4
True,30,0.0574,ok,0.1003,0.0467,5
True,29,0.0617,ok,0.106,0.0564,6
True,21,0.0627,ok,0.1089,0.0567,7
True,23,0.0628,ok,0.1347,0.0603,8
True,21,0.0561,ok,0.1175,0.059,9
True,11,0.0212,ok,0.0287,0.0127,10
False,35,0.0205,ok,0.0774,0.0247,11
False,35,0.0607,ok,0.1232,0.048,12
False,35,0.0489,ok,0.1261,0.0503,13
True,26,0.0597,ok,0.1203,0.0564,14
True,26,0.0505,ok,0.1232,0.0482,15
True,20,0.0652,ok,0.1203,0.054,16
True,35,0.0655,ok,0.1318,0.0554,17
True,19,0.004,ok,0.0372,0.0109,18
True,18,0.0621,ok,0.1375,0.0609,19
True,15,0.0079,ok,0.0086,0.003,20
True,33,0.0661,ok,0.1318,0.0578,21
True,15,0.0075,ok,0.0086,0.0016,22
True,35,0.0655,ok,0.1318,0.0554,23
True,15,0.0075,ok,0.0086,0.0016,24
False,35,0.0642,ok,0.1232,0.0563,25
True,15,0.0075,ok,0.0086,0.0015,26
True,15,0.0075,ok,0.0086,0.0015,27
True,15,0.0075,ok,0.0086,0.0016,28
False,35,0.0603,ok,0.1261,0.0555,29
True,15,0.0075,ok,0.0086,0.0016,30
True,15,0.0075,ok,0.0086,0.0015,31
True,29,0.0577,ok,0.1146,0.0543,32
False,35,0.0604,ok,0.1117,0.0511,33
True,33,0.0647,ok,0.1289,0.0572,34
True,31,0.0585,ok,0.1203,0.055,35
False,35,0.0605,ok,0.1089,0.0419,36
True,26,0.0662,ok,0.1318,0.0555,37
True,29,0.0597,ok,0.1318,0.0539,38
True,28,0.0666,ok,0.1261,0.0628,39
True,15,0.0075,ok,0.0086,0.0015,40
True,15,0.0075,ok,0.0086,0.0016,41
True,27,0.0626,ok,0.1117,0.0549,42
True,15,0.0075,ok,0.0086,0.0016,43
True,29,0.0617,ok,0.106,0.0564,44
True,29,0.0669,ok,0.1289,0.0667,45
True,15,0.0075,ok,0.0086,0.0015,46
True,18,0.0758,ok,0.1146,0.0516,47
True,18,0.0758,ok,0.1146,0.0516,48
