best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0161,1,10.720068454742432,1,0.0006312313237481857,0,415.24254417419434,1,0.0161
0.1032,3,9.578383922576904,1,0.0006061477011285937,0,340.26113510131836,1,0.1032
0.1942,10,9.258775234222412,1,0.0003702656196878947,0,195.1904845237732,1,0.1942
0.2018,16,9.618289709091187,1,0.00013965275416317476,0,158.34406042099,1,0.2018
0.2018,20,9.121204853057861,1,6.663067625181429e-05,4,149.450918674469,1,0.2008
0.0257,1,10.988365888595581,1,0.0009468569353609966,0,409.71894931793213,2,0.0257
0.1447,3,11.351386308670044,1,0.0009092311060527961,0,306.61249351501465,2,0.1447
0.2033,10,15.778883457183838,1,0.0005554042658172632,2,155.20910167694092,2,0.1994
0.2048,11,15.96215558052063,1,0.0004913997341827369,0,145.64059805870056,2,0.2048
0.2048,15,15.415097713470459,1,0.00025639997423161973,4,120.66314172744751,2,0.2005
0.0202,1,16.994747638702393,1,0.0007890441295545912,0,412.16627407073975,3,0.0202
0.1271,3,16.229156255722046,1,0.0007576894035906949,0,321.4806318283081,3,0.1271
0.1994,10,15.242769718170166,1,0.00046283494275257893,2,171.85969376564026,3,0.1982
0.2039,11,16.30298376083374,1,0.00040949805724742105,0,162.41512298583984,3,0.2039
0.2039,15,16.086508750915527,1,0.0002136657470943859,4,137.33325171470642,3,0.202
