stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage1,beauty,tisasrec,baseline,S1_BEAUTY_TISASREC,,S1_BEAUTY_TISASREC,610001,0,ok,0.12378660594194213,0.10467129098580583,0.1002,0.0795,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_TiSASRec_s1_beauty_tisasrec_20260418_043150_053893_pid1646086.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/beauty/tisasrec/baseline/S1_BEAUTY_TISASREC.log,1162.0583703517914,,2026-04-18T04:51:08.493598Z
stage1,beauty,bsarec,baseline,S1_BEAUTY_BSAREC,,S1_BEAUTY_BSAREC,610002,1,ok,0.018870153183026914,0.014206771669741535,0.0148,0.0089,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_BSARec_s1_beauty_bsarec_20260418_043153_802138_pid1646088.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/beauty/bsarec/baseline/S1_BEAUTY_BSAREC.log,337.28377771377563,,2026-04-18T04:37:23.725834Z
stage1,beauty,sasrec,baseline,S1_BEAUTY_SASREC,,S1_BEAUTY_SASREC,610003,2,ok,0.10178942890029063,0.0789111111111111,0.0758,0.0516,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_SASRec_s1_beauty_sasrec_20260418_043149_943875_pid1646093.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/beauty/sasrec/baseline/S1_BEAUTY_SASREC.log,542.9836277961731,,2026-04-18T04:40:49.424119Z
stage1,beauty,difsr,baseline,S1_BEAUTY_DIFSR,,S1_BEAUTY_DIFSR,610004,3,ok,0.016536536525530984,0.010944444444444446,0.0125,0.0058,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_DIFSR_s1_beauty_difsr_20260418_043151_969449_pid1646091.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/beauty/difsr/baseline/S1_BEAUTY_DIFSR.log,278.5991497039795,,2026-04-18T04:36:25.040363Z
stage1,foursquare,bsarec,baseline,S1_FOURSQUARE_BSAREC,,S1_FOURSQUARE_BSAREC,610006,5,ok,0.1781,0.14287777777777777,0.1455,0.1157,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_BSARec_s1_foursquare_bsarec_20260418_043153_557063_pid1646095.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/foursquare/bsarec/baseline/S1_FOURSQUARE_BSAREC.log,2291.216438770294,,2026-04-18T05:09:57.664637Z
stage1,foursquare,sasrec,baseline,S1_FOURSQUARE_SASREC,,S1_FOURSQUARE_SASREC,610007,6,ok,0.25902065262105534,0.22704444444444447,0.1962,0.1694,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_SASRec_s1_foursquare_sasrec_20260418_043150_106601_pid1646097.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/foursquare/sasrec/baseline/S1_FOURSQUARE_SASREC.log,1160.2209708690643,,2026-04-18T04:51:06.680164Z
stage1,foursquare,difsr,baseline,S1_FOURSQUARE_DIFSR,,S1_FOURSQUARE_DIFSR,610008,7,ok,0.15051111111111112,0.1172,0.1271,0.0941,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DIFSR_s1_foursquare_difsr_20260418_043152_263505_pid1646096.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/foursquare/difsr/baseline/S1_FOURSQUARE_DIFSR.log,1949.7256345748901,,2026-04-18T05:04:16.181352Z
stage1,KuaiRecLargeStrictPosV2_0.2,tisasrec,baseline,S1_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC,,S1_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC,610009,3,ok,0.02717341280791977,0.3295401535150467,0.0198,0.3153,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_TiSASRec_s1_kuaireclargestrictposv2_0_2_tisasrec_20260418_043628_639080_pid1647160.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/kuaireclargestrictposv2_0_2/tisasrec/baseline/S1_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC.log,1850.7961103916168,,2026-04-18T05:07:15.845040Z
stage1,KuaiRecLargeStrictPosV2_0.2,bsarec,baseline,S1_KUAIRECLARGESTRICTPOSV2_0_2_BSAREC,,S1_KUAIRECLARGESTRICTPOSV2_0_2_BSAREC,610010,1,ok,0.02446794695187597,0.3061045736284884,0.018,0.2908,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_BSARec_s1_kuaireclargestrictposv2_0_2_bsarec_20260418_043731_040329_pid1647272.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/kuaireclargestrictposv2_0_2/bsarec/baseline/S1_KUAIRECLARGESTRICTPOSV2_0_2_BSAREC.log,737.6154797077179,,2026-04-18T04:49:41.348062Z
stage1,KuaiRecLargeStrictPosV2_0.2,sasrec,baseline,S1_KUAIRECLARGESTRICTPOSV2_0_2_SASREC,,S1_KUAIRECLARGESTRICTPOSV2_0_2_SASREC,610011,2,ok,0.025088888888888893,0.32659999999999995,0.0189,0.3138,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_SASRec_s1_kuaireclargestrictposv2_0_2_sasrec_20260418_044052_934813_pid1647554.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage1/kuaireclargestrictposv2_0_2/sasrec/baseline/S1_KUAIRECLARGESTRICTPOSV2_0_2_SASREC.log,1938.707103252411,,2026-04-18T05:13:08.139741Z
