avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
6.816519051790237,True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2044,ok,13109.029134751847,0.27164483070373535,0.3189,0.1683,1
6.909036045982724,True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2034,ok,13854.477586992154,0.25702881813049316,0.3185,0.1723,2
6.902806410422692,True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2042,ok,14274.138915595177,0.24947214126586914,0.3169,0.1693,3
6.851916799545288,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2041,ok,14147.290009699322,0.251708984375,0.3161,0.1708,4
6.967974205811818,True,24,1.0,1.0,0.0,0.08874085936559131,0.0,2.250931507087271,0.3956364691257477,0.19034039974212646,0.0,0.027206982818824044,1.0310937988552669,2.9977809523554266,0.37094682230869,5.4626954743164875,11.906241594877905,5.4626954743164875,0.0,1.0,0.0413746005492591,0.9598837725929358,0.06348361668748706,0.9384894947413958,0.060640184960290236,0.9411618230374115,0.015841710834139718,0.9842831090774089,0.040617573297474806,0.9602001015666065,0.05634481266235587,0.9452131582274309,0.6966401784469538,0.34410767436865103,8.331299192212096,5.4626954743164875,0.11895497498610338,0.2046,ok,13757.26303359661,0.25884509086608887,0.3185,0.1677,5
6.980946767897833,True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2034,ok,14735.397258111618,0.24166297912597656,0.3169,0.1723,6
6.598378618558248,True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2033,ok,15549.54837137976,0.22900986671447754,0.3193,0.1686,7
6.478722496032715,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2024,ok,15573.787742351222,0.2286534309387207,0.3197,0.1675,8
6.4556169509887695,True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2032,ok,15650.453656123997,0.22753334045410156,0.3177,0.17,9
6.246338594527471,True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2032,ok,14087.669771706036,0.2527742385864258,0.3149,0.1721,10
