early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,30,0.3434,ok,0.5385,0.3364,1
,,0.0,fail,,,2
True,12,0.3379,ok,0.5286,0.3324,3
True,14,0.3368,ok,0.5281,0.3338,4
True,9,0.3557,ok,0.5446,0.355,5
True,14,0.3457,ok,0.5327,0.3459,6
True,12,0.3549,ok,0.5405,0.3522,7
True,12,0.3528,ok,0.5407,0.3505,8
,,0.0,fail,,,9
True,14,0.3516,ok,0.5363,0.3534,10
