early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1861,0.1606,1
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.1872,0.1613,2
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1879,0.1618,3
True,30,1.0,1.0,0.0,0.1210587286633632,0.0,1.7288784655103173,0.3813055157661438,0.08710240572690964,0.0,0.018911071734602332,0.6849744087213793,1.9992849999666333,0.5712032431924504,3.503588399791018,5.913338473998008,3.503588399791018,0.0,1.0,0.001108307368417976,0.9988929200697183,0.002216614736835952,0.9977858401394365,0.00023468778446614569,0.9997653397525577,0.0009162327539228599,0.9990841917214346,0.0011591392380484208,0.9988415323043427,0.0,0.0,7.415545354609462,3.503588399791018,0.35294328216624493,0.0799,ok,0.1881,0.1617,4
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1886,0.162,5
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.1868,0.1615,6
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1874,0.1617,7
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1875,0.1617,8
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.188,0.1618,9
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1876,0.1619,10
